connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
559cf9bddce5b06d,kv,5550730118454542,5550730119746439,0,0
c34cd4b03c7642fa,api,5550730118808819,5550730119808528,0,0
