ts,route,direction,bytes,billed
1783800647.063658,api,client_to_target,7966,1
1783800647.065029,api,client_to_target,10796,1
1783800647.065407,api,client_to_target,141,1
1783800647.066489,api,client_to_target,9686,1
1783800647.066833,api,client_to_target,8550,1
1783800647.067307,api,client_to_target,6640,1
1783800647.067353,api,client_to_target,7176,1
1783800647.067688,api,client_to_target,10653,1
1783800647.067742,api,client_to_target,10580,1
1783800647.094243,api,target_to_client,149,0
1783800647.095180,kv,client_to_target,186,0
1783800647.095514,kv,target_to_client,36,1
1783800647.095944,kv,client_to_target,186,0
1783800647.096091,kv,target_to_client,36,1
1783800647.096365,kv,client_to_target,186,0
1783800647.096465,kv,target_to_client,36,1
1783800647.096693,kv,client_to_target,186,0
1783800647.096788,kv,target_to_client,36,1
1783800647.097018,kv,client_to_target,186,0
1783800647.097111,kv,target_to_client,36,1
1783800647.097330,kv,client_to_target,186,0
1783800647.097420,kv,target_to_client,36,1
1783800647.097634,kv,client_to_target,186,0
1783800647.097725,kv,target_to_client,36,1
1783800647.097948,kv,client_to_target,186,0
1783800647.098050,kv,target_to_client,36,1
1783800647.098278,kv,client_to_target,186,0
1783800647.098375,kv,target_to_client,36,1
1783800647.098604,kv,client_to_target,186,0
1783800647.098693,kv,target_to_client,36,1
1783800647.098909,kv,client_to_target,186,0
1783800647.099014,kv,target_to_client,36,1
1783800647.099243,kv,client_to_target,186,0
1783800647.099336,kv,target_to_client,36,1
1783800647.099561,kv,client_to_target,186,0
1783800647.099648,kv,target_to_client,36,1
1783800647.099874,kv,client_to_target,186,0
1783800647.099974,kv,target_to_client,36,1
1783800647.100214,kv,client_to_target,186,0
1783800647.100297,kv,target_to_client,36,1
1783800647.100510,kv,client_to_target,186,0
1783800647.100596,kv,target_to_client,36,1
1783800647.105253,api,target_to_client,149,0
1783800647.107251,kv,client_to_target,186,0
1783800647.107352,kv,target_to_client,36,1
1783800647.107613,kv,client_to_target,186,0
1783800647.107692,kv,target_to_client,36,1
1783800647.107915,kv,client_to_target,186,0
1783800647.108006,kv,target_to_client,36,1
1783800647.108212,kv,client_to_target,186,0
1783800647.108287,kv,target_to_client,36,1
1783800647.108501,kv,client_to_target,186,0
1783800647.108572,kv,target_to_client,36,1
1783800647.108788,kv,client_to_target,186,0
1783800647.108860,kv,target_to_client,36,1
1783800647.109123,kv,client_to_target,186,0
1783800647.109211,kv,target_to_client,36,1
1783800647.109354,api,target_to_client,149,0
1783800647.109473,kv,client_to_target,186,0
1783800647.109566,kv,target_to_client,36,1
1783800647.109808,kv,client_to_target,186,0
1783800647.109903,kv,target_to_client,36,1
1783800647.110168,kv,client_to_target,186,0
1783800647.110275,kv,target_to_client,36,1
1783800647.110528,kv,client_to_target,186,0
1783800647.110617,kv,target_to_client,36,1
1783800647.111649,kv,client_to_target,186,0
1783800647.111737,kv,target_to_client,36,1
1783800647.111991,kv,client_to_target,186,0
1783800647.112067,kv,target_to_client,36,1
1783800647.112311,kv,client_to_target,186,0
1783800647.112400,kv,target_to_client,36,1
1783800647.112638,kv,client_to_target,186,0
1783800647.112725,kv,target_to_client,36,1
1783800647.112962,kv,client_to_target,186,0
1783800647.113055,kv,target_to_client,36,1
1783800647.113305,kv,client_to_target,186,0
1783800647.113352,api,target_to_client,149,0
1783800647.113515,kv,target_to_client,36,1
1783800647.114165,kv,target_to_client,22528,1
1783800647.115336,kv,target_to_client,65536,1
1783800647.116518,kv,target_to_client,65536,1
1783800647.117025,api,target_to_client,149,0
1783800647.117374,api,target_to_client,149,0
1783800647.117438,kv,target_to_client,65536,1
1783800647.117828,api,target_to_client,149,0
1783800647.118244,api,target_to_client,149,0
1783800647.118332,kv,target_to_client,65536,1
1783800647.119497,kv,target_to_client,65536,1
1783800647.120660,kv,target_to_client,65536,1
1783800647.122027,kv,target_to_client,65536,1
1783800647.123196,kv,target_to_client,65536,1
1783800647.124352,kv,target_to_client,65536,1
1783800647.125517,kv,target_to_client,65536,1
1783800647.126793,kv,target_to_client,65536,1
1783800647.127956,kv,target_to_client,65536,1
1783800647.129135,kv,target_to_client,65536,1
1783800647.130327,kv,target_to_client,65536,1
1783800647.131657,kv,target_to_client,65536,1
1783800647.132846,kv,target_to_client,65536,1
1783800647.134037,kv,target_to_client,65536,1
1783800647.135226,kv,target_to_client,65536,1
1783800647.136547,kv,target_to_client,65536,1
1783800647.137735,kv,target_to_client,65536,1
1783800647.138912,kv,target_to_client,65536,1
1783800647.140070,kv,target_to_client,65536,1
1783800647.141392,kv,target_to_client,65536,1
1783800647.142587,kv,target_to_client,65536,1
1783800647.143776,kv,target_to_client,65536,1
1783800647.144962,kv,target_to_client,65536,1
1783800647.146292,kv,target_to_client,65536,1
1783800647.147478,kv,target_to_client,65536,1
1783800647.148654,kv,target_to_client,65536,1
1783800647.149844,kv,target_to_client,65536,1
