phase,gpu,samples,power_mean_w
baseline,0,119,230.15512605042017
baseline,1,119,84.51000000000002
drain,0,327,146.81308868501526
drain,1,327,119.72614678899082
post,0,120,87.11349999999999
post,1,120,148.51666666666668
