bucket,bucket_start_s,bucket_end_s,gpu,node,ell,power_mean_w,samples
0,0.0,5.0,0,source,0.5346571009380091,276.89799999999997,20
0,0.0,5.0,1,sink,0,83.4435,20
1,5.0,10.0,0,source,0.5346571009380091,330.6315,20
1,5.0,10.0,1,sink,0,83.45649999999999,20
2,10.0,15.0,0,source,0.5346571009380091,274.9915000000001,20
2,10.0,15.0,1,sink,0,83.53649999999999,20
3,15.0,20.0,0,source,0.5346571009380091,301.8114999999999,20
3,15.0,20.0,1,sink,0,83.41300000000001,20
4,20.0,25.0,0,source,0.5346571009380091,338.5199999999999,20
4,20.0,25.0,1,sink,0,83.29400000000001,20
5,25.0,30.0,0,source,0.5346571009380091,216.18199999999996,20
5,25.0,30.0,1,sink,0,83.3155,20
6,30.0,35.0,0,source,0.5346571009380091,340.9265,20
6,30.0,35.0,1,sink,0,83.32449999999999,20
7,35.0,40.0,0,source,0.5346571009380091,346.45500000000004,20
7,35.0,40.0,1,sink,0,83.35999999999999,20
8,40.0,45.0,0,source,0.5346571009380091,257.683,20
8,40.0,45.0,1,sink,0,83.426,20
9,45.0,50.0,0,source,0.5346571009380091,267.047,20
9,45.0,50.0,1,sink,0,83.41499999999999,20
10,50.0,55.0,0,source,0.5346571009380091,257.334,20
10,50.0,55.0,1,sink,0,83.40949999999998,20
11,55.0,60.0,0,source,0.5346571009380091,290.981,20
11,55.0,60.0,1,sink,0,83.38550000000001,20
12,60.0,65.0,0,source,0.5346571009380091,341.15099999999995,20
12,60.0,65.0,1,sink,0,230.6485,20
13,65.0,70.0,0,source,0.5346571009380091,240.696,20
13,65.0,70.0,1,sink,0,281.20050000000003,20
14,70.0,75.0,0,source,0.5346571009380091,224.94199999999995,20
14,70.0,75.0,1,sink,0,353.379,20
15,75.0,80.0,0,source,0.5346571009380091,92.32900000000001,20
15,75.0,80.0,1,sink,0,218.8475,20
16,80.0,85.0,0,source,0.2816811701368347,116.03699999999999,20
16,80.0,85.0,1,sink,0.2529759308011744,328.6855,20
17,85.0,90.0,0,source,0.2816811701368347,193.99100000000004,20
17,85.0,90.0,1,sink,0.2529759308011744,299.2065,20
18,90.0,95.0,0,source,0.16434210985133835,102.22000000000001,20
18,90.0,95.0,1,sink,0.37031499108667076,281.1874999999999,20
19,95.0,100.0,0,source,0.16434210985133835,204.0105,20
19,95.0,100.0,1,sink,0.37031499108667076,350.3815,20
20,100.0,105.0,0,source,0.16434210985133835,260.8745,20
20,100.0,105.0,1,sink,0.37031499108667076,314.81700000000006,20
21,105.0,110.0,0,source,0.16434210985133835,132.1065,20
21,105.0,110.0,1,sink,0.37031499108667076,361.832,20
22,110.0,115.0,0,source,0.16434210985133835,110.53450000000001,20
22,110.0,115.0,1,sink,0.37031499108667076,304.783,20
23,115.0,120.0,0,source,0.16434210985133835,120.34894736842101,19
23,115.0,120.0,1,sink,0.37031499108667076,263.5515789473685,19
24,120.0,125.0,0,source,0.16434210985133835,252.63500000000005,20
24,120.0,125.0,1,sink,0.37031499108667076,330.2655,20
25,125.0,130.0,0,source,0.16434210985133835,264.8495,20
25,125.0,130.0,1,sink,0.37031499108667076,356.943,20
26,130.0,135.0,0,source,0.16434210985133835,129.76900000000003,20
26,130.0,135.0,1,sink,0.37031499108667076,295.4555,20
27,135.0,140.0,0,source,0.16434210985133835,94.9915,20
27,135.0,140.0,1,sink,0.37031499108667076,345.8280000000001,20
28,140.0,145.0,0,source,0.16434210985133835,345.071,20
28,140.0,145.0,1,sink,0.37031499108667076,318.905,20
29,145.0,150.0,0,source,0.16434210985133835,348.6815,20
29,145.0,150.0,1,sink,0.37031499108667076,320.054,20
30,150.0,150.56057381629944,0,source,0.16434210985133835,238.89000000000001,3
30,150.0,150.56057381629944,1,sink,0.37031499108667076,214.89000000000001,3
