phase,gpu,samples,power_mean_w
baseline,0,120,341.66200000000003
baseline,1,120,83.27700000000002
drain,0,1860,330.73682258064514
drain,1,1860,188.28662903225808
post,0,120,90.27216666666666
post,1,120,325.786
