phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,1424305,120.54485297203064,11815.560473000649,125000000.0,9.45244837840052e-05,1
drain,kv,target_to_client,3539034228,121.06057214736938,29233582.538267415,125000000.0,0.23386866030613931,1
post,api,client_to_target,1547556,50.98424005508423,30353.615123575335,125000000.0,0.00024282892098860268,1
post,kv,target_to_client,18720,57.134450912475586,327.64820000943416,125000000.0,2.6211856000754734e-06,1
