phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,308.06184100418415
baseline,1,239,239,1.0,82.99468619246863
drain,0,494,494,1.0,103.23955465587046
drain,1,494,494,1.0,206.46987854251014
post,0,240,240,1.0,88.07291666666666
post,1,240,240,1.0,340.21541666666667
