bucket,bucket_start_s,bucket_end_s,gpu,node,ell,power_mean_w,samples
0,0.0,5.0,0,source,6.0,311.58599999999996,20
0,0.0,5.0,1,sink,0,86.13499999999999,20
1,5.0,10.0,0,source,6.0,344.4955,20
1,5.0,10.0,1,sink,0,86.13699999999999,20
2,10.0,15.0,0,source,6.0,340.204,20
2,10.0,15.0,1,sink,0,85.76500000000001,20
3,15.0,20.0,0,source,6.0,300.38550000000004,20
3,15.0,20.0,1,sink,0,85.70899999999999,20
4,20.0,25.0,0,source,6.0,356.91299999999995,20
4,20.0,25.0,1,sink,0,85.613,20
5,25.0,30.0,0,source,6.0,339.89750000000004,20
5,25.0,30.0,1,sink,0,85.70649999999998,20
6,30.0,35.0,0,source,6.0,363.62649999999996,20
6,30.0,35.0,1,sink,0,266.793,20
7,35.0,40.0,0,source,6.0,351.0955,20
7,35.0,40.0,1,sink,0,101.346,20
8,40.0,45.0,0,source,6.0,367.4285,20
8,40.0,45.0,1,sink,0,86.5915,20
9,45.0,50.0,0,source,6.0,364.6485,20
9,45.0,50.0,1,sink,0,86.53049999999999,20
10,50.0,55.0,0,source,6.0,366.77000000000004,20
10,50.0,55.0,1,sink,0,86.239,20
11,55.0,60.0,0,source,6.0,322.8465,20
11,55.0,60.0,1,sink,0,86.2045,20
12,60.0,65.0,0,source,6.0,295.435,20
12,60.0,65.0,1,sink,0,86.2695,20
13,65.0,70.0,0,source,6.0,356.56850000000003,20
13,65.0,70.0,1,sink,0,86.1765,20
14,70.0,75.0,0,source,6.0,357.686,20
14,70.0,75.0,1,sink,0,86.206,20
15,75.0,80.0,0,source,6.0,356.61350000000004,20
15,75.0,80.0,1,sink,0,98.8555,20
16,80.0,85.0,0,source,5.25,382.388,20
16,80.0,85.0,1,sink,0.75,358.9885,20
17,85.0,90.0,0,source,5.25,354.979,20
17,85.0,90.0,1,sink,0.75,355.59499999999997,20
18,90.0,95.0,0,source,5.25,343.1565,20
18,90.0,95.0,1,sink,0.75,150.6585,20
19,95.0,100.0,0,source,5.25,358.456,20
19,95.0,100.0,1,sink,0.75,138.49500000000003,20
20,100.0,105.0,0,source,5.25,356.22700000000003,20
20,100.0,105.0,1,sink,0.75,140.03699999999998,20
21,105.0,110.0,0,source,5.25,353.60749999999996,20
21,105.0,110.0,1,sink,0.75,140.381,20
22,110.0,115.0,0,source,5.25,378.8455,20
22,110.0,115.0,1,sink,0.75,141.368,20
23,115.0,120.0,0,source,5.25,355.4365,20
23,115.0,120.0,1,sink,0.75,120.62699999999998,20
24,120.0,125.0,0,source,4.5,371.837,20
24,120.0,125.0,1,sink,1.5,87.39899999999999,20
25,125.0,130.0,0,source,4.5,364.98949999999996,20
25,125.0,130.0,1,sink,1.5,235.49350000000004,20
26,130.0,135.0,0,source,4.5,360.0780000000001,20
26,130.0,135.0,1,sink,1.5,353.372,20
27,135.0,140.0,0,source,4.5,341.3365,20
27,135.0,140.0,1,sink,1.5,317.0485,20
28,140.0,145.0,0,source,4.5,365.81000000000006,20
28,140.0,145.0,1,sink,1.5,305.96000000000004,20
29,145.0,150.0,0,source,4.5,328.179,20
29,145.0,150.0,1,sink,1.5,300.7335,20
30,150.0,155.0,0,source,4.5,369.93149999999997,20
30,150.0,155.0,1,sink,1.5,300.76000000000005,20
31,155.0,160.0,0,source,3.75,382.99350000000004,20
31,155.0,160.0,1,sink,2.25,247.64799999999997,20
32,160.0,165.0,0,source,3.75,364.02250000000004,20
32,160.0,165.0,1,sink,2.25,90.036,20
33,165.0,170.0,0,source,3.75,340.2194736842105,19
33,165.0,170.0,1,sink,2.25,88.82473684210525,19
34,170.0,175.0,0,source,3.75,371.01300000000003,20
34,170.0,175.0,1,sink,2.25,88.15200000000002,20
35,175.0,180.0,0,source,3.75,336.2885,20
35,175.0,180.0,1,sink,2.25,289.0725,20
36,180.0,185.0,0,source,3.75,328.32800000000003,20
36,180.0,185.0,1,sink,2.25,317.5445,20
37,185.0,190.0,0,source,3.0,331.0985,20
37,185.0,190.0,1,sink,3.0,263.89250000000004,20
38,190.0,195.0,0,source,3.0,333.5835,20
38,190.0,195.0,1,sink,3.0,89.69850000000001,20
39,195.0,200.0,0,source,3.0,367.08399999999995,20
39,195.0,200.0,1,sink,3.0,88.70349999999999,20
40,200.0,205.0,0,source,3.0,318.119,20
40,200.0,205.0,1,sink,3.0,88.14650000000002,20
41,205.0,210.0,0,source,3.0,361.33149999999995,20
41,205.0,210.0,1,sink,3.0,87.78800000000001,20
42,210.0,215.0,0,source,3.0,358.1505,20
42,210.0,215.0,1,sink,3.0,347.86850000000004,20
43,215.0,220.0,0,source,3.0,350.25300000000004,20
43,215.0,220.0,1,sink,3.0,323.47200000000004,20
44,220.0,225.0,0,source,3.0,354.1545,20
44,220.0,225.0,1,sink,3.0,368.206,20
45,225.0,230.0,0,source,3.0,326.8,20
45,225.0,230.0,1,sink,3.0,290.79350000000005,20
46,230.0,235.0,0,source,2.25,368.685,20
46,230.0,235.0,1,sink,3.75,193.74200000000002,20
47,235.0,240.0,0,source,2.25,305.3745,20
47,235.0,240.0,1,sink,3.75,327.0685,20
48,240.0,245.0,0,source,2.25,356.87250000000006,20
48,240.0,245.0,1,sink,3.75,380.859,20
49,245.0,250.0,0,source,2.25,332.317,20
49,245.0,250.0,1,sink,3.75,339.6315000000001,20
50,250.0,255.0,0,source,2.25,344.1329999999999,20
50,250.0,255.0,1,sink,3.75,374.558,20
51,255.0,260.0,0,source,2.25,306.55100000000004,20
51,255.0,260.0,1,sink,3.75,338.4030000000001,20
52,260.0,265.0,0,source,2.25,341.915,20
52,260.0,265.0,1,sink,3.75,377.0555,20
53,265.0,270.0,0,source,2.25,388.193,20
53,265.0,270.0,1,sink,3.75,368.7875,20
54,270.0,275.0,0,source,2.25,307.30249999999995,20
54,270.0,275.0,1,sink,3.75,335.919,20
55,275.0,280.0,0,source,2.25,356.858,20
55,275.0,280.0,1,sink,3.75,368.0,20
56,280.0,285.0,0,source,2.25,300.53600000000006,20
56,280.0,285.0,1,sink,3.75,335.69899999999996,20
57,285.0,290.0,0,source,2.25,327.5985,20
57,285.0,290.0,1,sink,3.75,341.6355,20
58,290.0,295.0,0,source,2.25,310.8625,20
58,290.0,295.0,1,sink,3.75,362.029,20
59,295.0,300.0,0,source,2.25,294.855,20
59,295.0,300.0,1,sink,3.75,338.40549999999996,20
60,300.0,305.0,0,source,2.25,334.97300000000007,20
60,300.0,305.0,1,sink,3.75,362.2320000000001,20
61,305.0,310.0,0,source,1.5,312.9715,20
