phase,gpu,samples,power_mean_w
baseline,0,120,332.24691666666666
baseline,1,120,85.84425
drain,0,1102,347.1980127041742
drain,1,1102,231.25026315789475
post,0,120,326.2364166666666
post,1,120,193.95266666666666
