dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,22.31740975379944,22.31740975379944,24.19955849647522,1.8820829391479492,2.6702880859375e-05
1,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,S,20.810108184814453,20.810108184814453,20.81019425392151,2.8371810913085938e-05,2.6226043701171875e-06
2,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,5.785028696060181,5.785028696060181,5.785086393356323,2.9087066650390625e-05,3.0994415283203125e-06
3,codex:fdd895ad-51f8-486e-c57b-0cc8111eee93,S,20.535799741744995,20.535799741744995,20.68601369857788,0.15013408660888672,2.1219253540039062e-05
4,codex:e6744833-786a-9c87-c539-3a40cda50680,S,21.29052448272705,21.29052448272705,23.289559364318848,1.9989700317382812,2.2649765014648438e-05
5,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,4.849568843841553,5.0634143352508545,5.671105146408081,0.6076595783233643,1.0967254638671875e-05
6,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,1.6124236583709717,1.6124236583709717,1.6126081943511963,2.7179718017578125e-05,5.245208740234375e-06
7,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,7.233055591583252,7.233055591583252,7.233287334442139,0.00013208389282226562,1.5735626220703125e-05
8,codex:41e93e85-eff7-106f-9736-224049baedb2,R,3.28426456451416,3.4208672046661377,3.4209353923797607,3.504753112792969e-05,4.291534423828125e-06
9,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,S,20.846915245056152,20.846915245056152,22.448322534561157,1.6013391017913818,2.1219253540039062e-05
10,codex:e717fd54-aecf-8710-559b-8d23833866c4,S,21.40716814994812,22.041544675827026,23.742085456848145,1.7004950046539307,1.430511474609375e-05
