phase,gpu,samples,power_mean_w
baseline,0,120,216.8338333333334
baseline,1,120,85.79200000000002
drain,0,241,165.4260580912863
drain,1,241,121.27435684647301
post,0,120,122.414
post,1,120,156.85199999999998
