dispatch_rank,id,action,commit_result,selection_to_stage_start_s,initial_staging_s,final_delta_s,staging_s,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,claude:3ab49446-c806-6a06-d8f3-51d00da9a76a,R,committed,0.005403995513916016,1.133941650390625,0.0,1.133941650390625,1.1344037055969238,1.139345645904541,1.1405868530273438,2.2411346435546875e-05,0.0010876655578613281
1,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,committed,1.1396689414978027,0.36792826652526855,0.865344762802124,1.2332730293273926,1.5023479461669922,6.519057750701904,6.51934027671814,0.22757506370544434,4.784034729003906
2,codex:e717fd54-aecf-8710-559b-8d23833866c4,R,committed,1.5080351829528809,4.145313024520874,0.604151725769043,4.749464750289917,5.648827791213989,7.869179964065552,7.869326829910278,1.8835067749023438e-05,2.2157721519470215
3,codex:e4fa4daa-9887-f50a-b110-c9378383c7b1,R,committed,6.519899845123291,0.7447984218597412,0.07744741439819336,0.8222458362579346,7.26019024848938,8.3020920753479,8.30242371559143,2.1219253540039062e-05,1.037569284439087
4,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,committed,7.8696129322052,0.354827880859375,0.08854436874389648,0.4433722496032715,8.21977972984314,9.092909574508667,9.093044996261597,1.4781951904296875e-05,0.8684780597686768
5,codex:1db326cd-3c43-ad82-b907-27bc1f12c287,R,committed,8.30233359336853,0.7016720771789551,0.04912304878234863,0.7507951259613037,8.998339414596558,9.142210483551025,9.142463684082031,2.3603439331054688e-05,0.13827300071716309
