phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,186081,9.097058057785034,20455.074466712515,125000000.0,0.0001636405957337001,1
drain,kv,target_to_client,576,9.100033044815063,63.296473448323155,125000000.0,5.063717875865852e-07,1
post,api,client_to_target,525317,29.83210802078247,17609.114301746264,125000000.0,0.0001408729144139701,1
post,kv,target_to_client,1440,29.79979419708252,48.322481372739816,125000000.0,3.8657985098191855e-07,1
