dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,claude:3ab49446-c806-6a06-d8f3-51d00da9a76a,R,3.436551570892334,3.6824235916137695,4.600811719894409,0.9183213710784912,2.0742416381835938e-05
1,codex:e4fa4daa-9887-f50a-b110-c9378383c7b1,R,1.4625160694122314,1.4625160694122314,2.4666173458099365,1.0040316581726074,2.9802322387695312e-05
2,codex:1db326cd-3c43-ad82-b907-27bc1f12c287,R,1.573199987411499,1.573199987411499,1.5732731819152832,1.9550323486328125e-05,6.4373016357421875e-06
3,codex:e717fd54-aecf-8710-559b-8d23833866c4,R,5.98474645614624,5.98474645614624,5.984808683395386,1.9550323486328125e-05,5.9604644775390625e-06
4,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,6.583947420120239,6.776310205459595,9.697999715805054,2.921616554260254,2.1219253540039062e-05
5,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,6.486537456512451,6.486537456512451,6.486595392227173,2.4318695068359375e-05,5.9604644775390625e-06
