phase,gpu,samples,power_mean_w
baseline,0,479,346.19599164926933
baseline,1,479,81.42440501043843
drain,0,437,263.99874141876427
drain,1,437,209.26489702517165
post,0,479,147.1854070981211
post,1,479,217.7165344467641
