dispatch_rank,id,action,commit_result,selection_to_stage_start_s,initial_staging_s,final_delta_s,staging_s,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,claude:13f215f8-dbba-4800-a6a2-25b2c31aeffa,S,committed,2.078502655029297,14.563935041427612,1.3578615188598633,15.921796560287476,16.63691473007202,18.58492136001587,19.66075873374939,1.4781951904296875e-05,2.7223000526428223
1,codex:60a8be7b-1c04-7cc6-29a7-c95eaaa174b8,R,committed,2.375502347946167,16.211247205734253,0.0,16.211247205734253,18.579471588134766,18.58674955368042,19.206320762634277,6.67572021484375e-05,0.1254873275756836
2,claude:a447d393-2e19-0c3f-b21a-647200843fec,R,committed,19.932820081710815,3.7151129245758057,0.0,3.7151129245758057,23.64223289489746,23.64793300628662,23.942017316818237,2.86102294921875e-05,0.0003077983856201172
3,codex:043f04d6-1638-1838-10d6-6e1d28dfd204,R,committed,24.59309673309326,5.454686880111694,0.3249068260192871,5.7795937061309814,30.042284727096558,35.43267583847046,35.77738094329834,3.8623809814453125e-05,5.460371494293213
4,codex:49ef3015-ab07-bf01-d50b-d8014add4ad4,R,committed,30.710988759994507,3.4840259552001953,0.0,3.4840259552001953,34.190054416656494,34.1950147151947,34.51630520820618,2.2649765014648438e-05,0.000812530517578125
5,claude:f39e918c-4705-14d4-1b92-aa6a67bf384a,R,committed,36.376312255859375,1.4842162132263184,0.6019775867462158,2.086193799972534,37.854055881500244,42.128506898880005,42.411301374435425,3.043707847595215,1.1766698360443115
