phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,127.73633333333335
baseline,1,240,240,1.0,83.02358333333332
drain,0,170,170,1.0,115.04241176470588
drain,1,170,170,1.0,184.9718823529412
post,0,240,240,1.0,86.82016666666665
post,1,240,240,1.0,133.321875
