phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,329927,39.39301109313965,8375.267359479847,125000000.0,6.700213887583877e-05,1
drain,kv,target_to_client,808658316,39.38773202896118,20530715.386339236,125000000.0,0.1642457230907139,1
post,api,client_to_target,320977,54.13208293914795,5929.51504121545,125000000.0,4.74361203297236e-05,1
post,kv,target_to_client,14112,54.134130001068115,260.68581871956854,125000000.0,2.0854865497565482e-06,1
