phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,128.49349999999998
baseline,1,240,240,1.0,83.145375
drain,0,52,52,1.0,98.19384615384615
drain,1,52,52,1.0,267.2534615384615
post,0,240,240,1.0,97.53058333333333
post,1,240,240,1.0,120.590625
