phase,gpu,samples,power_mean_w
baseline,0,240,294.611875
baseline,1,240,85.12470833333333
drain,0,151,269.16715231788083
drain,1,151,202.33344370860922
post,0,239,149.0312970711297
post,1,239,285.4732217573222
