phase,gpu,samples,power_mean_w
baseline,0,119,229.17033613445375
baseline,1,119,83.8534453781512
drain,0,198,160.85767676767676
drain,1,198,127.88383838383841
post,0,120,141.32016666666667
post,1,120,136.48916666666668
