phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,296.41341666666665
baseline,1,240,240,1.0,82.9375
drain,0,94,94,1.0,188.66914893617022
drain,1,94,94,1.0,350.94765957446805
post,0,240,240,1.0,137.42974999999998
post,1,240,240,1.0,292.50475
