commit_100_s,commit_50_s,commit_90_s,completed_migrations,condition,context_profile,deadline_s,episode,match_id,matched_control_complete,planned_migrations,policy,readiness_100_s,readiness_50_s,readiness_90_s,repeat,required_deadline_s,sample_id,scenario_id,status,token_distribution
11.997680929,11.771884031,11.997680929,8,large-fixed-1000mbps-19s,large,180,96,cbe12273d4413650,True,8,isolated_fastest,11.770805341,11.543643746,11.770805341,0,19.0,e33c7532b46acaed,p-86b76982a2f2e4bb,complete,fixed
11.817454037,11.578487889,11.817454037,8,large-fixed-1000mbps-30s,large,180,99,3d71ecf12851970f,True,8,isolated_fastest,11.626061695,11.37931894,11.626061695,0,30.0,e33c7532b46acaed,p-f8739b962a2a1cb5,complete,fixed
11.815783474,11.629538232,11.815783474,8,large-fixed-1000mbps-30s,large,180,101,afde6182fa99b9ba,True,8,isolated_fastest,11.629043796,11.441454356,11.629043796,2,30.0,c44d256c433cbdd6,p-a79190b2a85e67a6,complete,fixed
1.450963897,1.403353084,1.450963897,8,tiny-fixed-1000mbps-19s,tiny,180,1,ed46e8e66b5f2100,True,8,isolated_fastest,1.252747427,1.229899891,1.252747427,1,19.0,4f9ad0a7bb0fab99,p-c25adad08337c958,complete,fixed
5.33444702,5.083413153,5.33444702,8,mixed-fixed-1000mbps-30s,mixed,180,75,c8ba7a42d861e15c,True,8,isolated_fastest,5.151495215,4.899038472,5.151495215,0,30.0,3c2f94941cabfb0f,p-111a2828e1a0a283,complete,fixed
2.37011401,2.30391921,2.37011401,8,small-fixed-1000mbps-19s,small,180,25,d8d52a492fae31b7,True,8,isolated_fastest,2.189210286,2.120184123,2.189210286,1,19.0,837f3ff09bbaac24,p-71b3f7106b263920,complete,fixed
1.425721979,1.377412745,1.425721979,8,tiny-fixed-1000mbps-30s,tiny,180,5,05cea84ecdb167a2,True,8,isolated_fastest,1.237608829,1.191622981,1.237608829,2,30.0,bdd7bd934af6b024,p-faa16dd77a02e93e,complete,fixed
4.987758113,4.827495258,4.987758113,8,medium-fixed-1000mbps-30s,medium,180,51,b11d90fa503e3c8b,True,8,isolated_fastest,4.873335557,4.688512274,4.873335557,0,30.0,51fde7b51569b7ba,p-db0de3fc2a6fee3a,complete,fixed
5.05149091,4.865681661,5.05149091,8,medium-fixed-1000mbps-30s,medium,180,52,39001f46dc14a2b3,True,8,isolated_fastest,4.864910694,4.726197801,4.864910694,1,30.0,b6455b687844b7e4,p-635d4f87ca729d64,complete,fixed
5.344059517,5.086782727,5.344059517,8,mixed-fixed-1000mbps-19s,mixed,180,72,7414cd37c98e2a4e,True,8,isolated_fastest,5.158252964,4.900735285,5.158252964,0,19.0,3c2f94941cabfb0f,p-4202551f9a53543a,complete,fixed
5.325414389,5.031968901,5.325414389,8,mixed-fixed-1000mbps-30s,mixed,180,76,74d2486c1782458d,True,8,isolated_fastest,5.144279727,4.889860055,5.144279727,1,30.0,a9500bdb35e133a1,p-8b34e91a2999cb6b,complete,fixed
4.975678965,4.816351009,4.975678965,8,medium-fixed-1000mbps-19s,medium,180,48,4859cb7e86fa9f64,True,8,isolated_fastest,4.884825728,4.650530414,4.884825728,0,19.0,51fde7b51569b7ba,p-52f57258aab25120,complete,fixed
11.820990329,11.632850986,11.820990329,8,large-fixed-1000mbps-30s,large,180,100,d8dba5e0de09cb71,True,8,isolated_fastest,11.631393121,11.447451513,11.631393121,1,30.0,3a515af4dffc7733,p-029156e6a26e7982,complete,fixed
5.129607385,5.058760153,5.129607385,8,mixed-fixed-1000mbps-19s,mixed,180,74,ea516cc1bb73c938,True,8,isolated_fastest,5.057845263,4.895235685,5.057845263,2,19.0,7d1b0ab854d9df69,p-5526a4785cdbd18b,complete,fixed
11.794959197,11.655925934,11.794959197,8,large-fixed-1000mbps-19s,large,180,97,f82f45c5060d37d9,True,8,isolated_fastest,11.608193631,11.492706042,11.608193631,1,19.0,3a515af4dffc7733,p-e2d2edf56441bcbd,complete,fixed
2.53112216,2.484268997,2.53112216,8,small-fixed-1000mbps-30s,small,180,29,0d6279c02ede3341,True,8,isolated_fastest,2.318480836,2.270066129,2.318480836,2,30.0,e59269064ede73aa,p-aa18be26733d07eb,complete,fixed
11.811482334,11.623881272,11.811482334,8,large-fixed-1000mbps-19s,large,180,98,710c646202a2bdb4,True,8,isolated_fastest,11.622471413,11.430799052,11.622471413,2,19.0,c44d256c433cbdd6,p-dac3bf775d628294,complete,fixed
1.494759937,1.441152106,1.494759937,8,tiny-fixed-1000mbps-19s,tiny,180,0,ce460c988bbf0a02,True,8,isolated_fastest,1.280856826,1.226344873,1.280856826,0,19.0,e1563386afed6f49,p-67bbff71660c9da7,complete,fixed
2.403661104,2.332857228,2.403661104,8,small-fixed-1000mbps-30s,small,180,27,7245266689f6cd7c,True,8,isolated_fastest,2.213489549,2.14135785,2.213489549,0,30.0,7094953b638284e1,p-a2273fb655e90c1c,complete,fixed
5.342520194,5.063519845,5.342520194,8,mixed-fixed-1000mbps-19s,mixed,180,73,efb429fa8c5d474e,True,8,isolated_fastest,5.156440459,4.897669835,5.156440459,1,19.0,a9500bdb35e133a1,p-525e4611db342edc,complete,fixed
1.395942142,1.395318638,1.395942142,8,tiny-fixed-1000mbps-30s,tiny,180,4,3f5c469914896823,True,8,isolated_fastest,1.208701255,1.20813707,1.208701255,1,30.0,4f9ad0a7bb0fab99,p-ccb9ed3db4fe5366,complete,fixed
5.021544552,4.816163176,5.021544552,8,medium-fixed-1000mbps-19s,medium,180,50,e9dc3cef4910ffdc,True,8,isolated_fastest,4.885440967,4.651986522,4.885440967,2,19.0,f7e97c59b5dc6a00,p-05a39e662c41d8d5,complete,fixed
2.390932155,2.321096544,2.390932155,8,small-fixed-1000mbps-30s,small,180,28,fbceee51243796be,True,8,isolated_fastest,2.200574289,2.154417405,2.200574289,1,30.0,837f3ff09bbaac24,p-544b45fbdcfb2852,complete,fixed
1.420979675,1.37371502,1.420979675,8,tiny-fixed-1000mbps-19s,tiny,180,2,8d6fffe34b15c355,True,8,isolated_fastest,1.23389244,1.210945817,1.23389244,2,19.0,bdd7bd934af6b024,p-dc7e1415bba6eef8,complete,fixed
5.365331426,5.042689582,5.365331426,8,mixed-fixed-1000mbps-30s,mixed,180,77,6aeddc6086c24722,True,8,isolated_fastest,5.180930263,4.8763123,5.180930263,2,30.0,7d1b0ab854d9df69,p-0a21064b2124109c,complete,fixed
2.376268467,2.305833328,2.376268467,8,small-fixed-1000mbps-19s,small,180,26,2b44a4b4aaf8491e,True,8,isolated_fastest,2.189338076,2.142528709,2.189338076,2,19.0,e59269064ede73aa,p-a3741dad679f2dbb,complete,fixed
2.380945275,2.313144253,2.380945275,8,small-fixed-1000mbps-19s,small,180,24,b6c20def6626a718,True,8,isolated_fastest,2.191199709,2.122193827,2.191199709,0,19.0,7094953b638284e1,p-6060976064c7e8fb,complete,fixed
4.981877423,4.81822946,4.981877423,8,medium-fixed-1000mbps-30s,medium,180,53,25f82591ad4f598c,True,8,isolated_fastest,4.88834803,4.652156638,4.88834803,2,30.0,f7e97c59b5dc6a00,p-8cf58ed999a08f0e,complete,fixed
5.027270589,4.818861026,5.027270589,8,medium-fixed-1000mbps-19s,medium,180,49,41dcc6da678e262e,True,8,isolated_fastest,4.887142854,4.655254065,4.887142854,1,19.0,b6455b687844b7e4,p-238a145c16538499,complete,fixed
1.433245185,1.386973566,1.433245185,8,tiny-fixed-1000mbps-30s,tiny,180,3,169f67a23adfbb24,True,8,isolated_fastest,1.247987631,1.224605634,1.247987631,0,30.0,e1563386afed6f49,p-8bfc33847e7abc00,complete,fixed
11.956633462,11.695299798,11.956633462,8,large-fixed-2500mbps-30s,large,180,106,3dd5037d3ad019e6,True,8,isolated_fastest,11.739114831,11.528832225,11.739114831,1,30.0,3a515af4dffc7733,p-1bfe5937e2ade733,complete,fixed
1.424459205,1.378475402,1.424459205,8,tiny-fixed-2500mbps-30s,tiny,180,11,c9f3ed5de6f15670,True,8,isolated_fastest,1.237382139,1.190144736,1.237382139,2,30.0,bdd7bd934af6b024,p-66f51d4198eb4cd7,complete,fixed
11.809080053,11.621173789,11.809080053,8,large-fixed-2500mbps-19s,large,180,103,f94c7d457b765277,True,8,isolated_fastest,11.620429576,11.423466204,11.620429576,1,19.0,3a515af4dffc7733,p-09dc6456c77f9844,complete,fixed
4.962190966,4.825231423,4.962190966,8,medium-fixed-2500mbps-19s,medium,180,56,5d09308757c21198,True,8,isolated_fastest,4.823798556,4.660555186,4.823798556,2,19.0,f7e97c59b5dc6a00,p-890cbbbb635df164,complete,fixed
11.785547882,11.595889661,11.785547882,8,large-fixed-2500mbps-19s,large,180,102,c6f4c7ec83e59040,True,8,isolated_fastest,11.595053199,11.409715149,11.595053199,0,19.0,e33c7532b46acaed,p-a98ac4e15315729e,complete,fixed
2.381764632,2.317091501,2.381764632,8,small-fixed-2500mbps-19s,small,180,30,4660f521890244bf,True,8,isolated_fastest,2.198176097,2.127521039,2.198176097,0,19.0,7094953b638284e1,p-a0db491d64b408d0,complete,fixed
4.989401184,4.826558337,4.989401184,8,medium-fixed-2500mbps-30s,medium,180,59,b4cd7b1c72538c62,True,8,isolated_fastest,4.87129228,4.637851975,4.87129228,2,30.0,f7e97c59b5dc6a00,p-68923cbc2b366767,complete,fixed
5.387735148,5.067466084,5.387735148,8,mixed-fixed-2500mbps-30s,mixed,180,81,daf8d2207841e32e,True,8,isolated_fastest,5.204860893,4.878188267,5.204860893,0,30.0,3c2f94941cabfb0f,p-cd3700ac69043ef8,complete,fixed
2.382051049,2.31529796,2.382051049,8,small-fixed-2500mbps-19s,small,180,31,8ea53b0cf59a1b6d,True,8,isolated_fastest,2.197844389,2.128527089,2.197844389,1,19.0,837f3ff09bbaac24,p-9bcc3d83f6e87e0c,complete,fixed
5.330217323,5.058597188,5.330217323,8,mixed-fixed-2500mbps-19s,mixed,180,79,fafc815a23fc1ef3,True,8,isolated_fastest,5.149019877,4.898995046,5.149019877,1,19.0,a9500bdb35e133a1,p-d3cbe7cda71bb8e3,complete,fixed
5.279737685,5.077488831,5.279737685,8,mixed-fixed-2500mbps-19s,mixed,180,78,2f4a644fb30d6bb6,True,8,isolated_fastest,5.098768489,4.885003345,5.098768489,0,19.0,3c2f94941cabfb0f,p-8839253ba2ad96d3,complete,fixed
2.379818241,2.308610426,2.379818241,8,small-fixed-2500mbps-30s,small,180,35,0c2d39cb60cfe1ad,True,8,isolated_fastest,2.192918062,2.146178625,2.192918062,2,30.0,e59269064ede73aa,p-98f3f456bc79c9a1,complete,fixed
1.420875466,1.375213977,1.420875466,8,tiny-fixed-2500mbps-19s,tiny,180,8,1e80066276481ad8,True,8,isolated_fastest,1.236483999,1.191438384,1.236483999,2,19.0,bdd7bd934af6b024,p-f371193ea46ea13f,complete,fixed
1.393882968,1.367600954,1.393882968,8,tiny-fixed-2500mbps-30s,tiny,180,10,22b3304a35aa6479,True,8,isolated_fastest,1.2076396,1.206820188,1.2076396,1,30.0,4f9ad0a7bb0fab99,p-7594ead7d3b83ed9,complete,fixed
11.786120287,11.63603565,11.786120287,8,large-fixed-2500mbps-30s,large,180,107,e634006a2c3a5ad8,True,8,isolated_fastest,11.635150209,11.442308109,11.635150209,2,30.0,c44d256c433cbdd6,p-85792ef9781148c0,complete,fixed
5.280995399,5.188266706,5.280995399,8,mixed-fixed-2500mbps-30s,mixed,180,83,cac0c3245ad93e0b,True,8,isolated_fastest,5.232430529,5.026255186,5.232430529,2,30.0,7d1b0ab854d9df69,p-2f4fbe9945eb8e69,complete,fixed
1.402623913,1.402304236,1.402623913,8,tiny-fixed-2500mbps-30s,tiny,180,9,5060c0c15e9b3fc0,True,8,isolated_fastest,1.211992109,1.211781901,1.211992109,0,30.0,e1563386afed6f49,p-44a347eab869f31e,complete,fixed
11.72094966,11.604421676,11.72094966,8,large-fixed-2500mbps-19s,large,180,104,a8a20fb13ef7bcc2,True,8,isolated_fastest,11.58059367,11.4201233,11.58059367,2,19.0,c44d256c433cbdd6,p-09dfc943a2d07445,complete,fixed
1.441241427,1.393250031,1.441241427,8,tiny-fixed-2500mbps-19s,tiny,180,6,9a1348ff5b89d577,True,8,isolated_fastest,1.251423274,1.200620993,1.251423274,0,19.0,e1563386afed6f49,p-1db96271fde35752,complete,fixed
