committed_before_power_window,committed_by_deadline,condition,context_profile,episode,hit_power_target,match_id,policy,power_attainment_fraction,power_target_fraction,repeat,required_deadline_s,sample_id,scenario_id,token_distribution
8,8,large-fixed-1000mbps-19s,large,96,True,cbe12273d4413650,isolated_fastest,1,1.0,0,19.0,e33c7532b46acaed,p-86b76982a2f2e4bb,fixed
8,8,large-fixed-1000mbps-30s,large,99,True,3d71ecf12851970f,isolated_fastest,1,1.0,0,30.0,e33c7532b46acaed,p-f8739b962a2a1cb5,fixed
8,8,large-fixed-1000mbps-30s,large,101,True,afde6182fa99b9ba,isolated_fastest,1,1.0,2,30.0,c44d256c433cbdd6,p-a79190b2a85e67a6,fixed
8,8,tiny-fixed-1000mbps-19s,tiny,1,True,ed46e8e66b5f2100,isolated_fastest,1,1.0,1,19.0,4f9ad0a7bb0fab99,p-c25adad08337c958,fixed
8,8,mixed-fixed-1000mbps-30s,mixed,75,True,c8ba7a42d861e15c,isolated_fastest,1,1.0,0,30.0,3c2f94941cabfb0f,p-111a2828e1a0a283,fixed
8,8,small-fixed-1000mbps-19s,small,25,True,d8d52a492fae31b7,isolated_fastest,1,1.0,1,19.0,837f3ff09bbaac24,p-71b3f7106b263920,fixed
8,8,tiny-fixed-1000mbps-30s,tiny,5,True,05cea84ecdb167a2,isolated_fastest,1,1.0,2,30.0,bdd7bd934af6b024,p-faa16dd77a02e93e,fixed
8,8,medium-fixed-1000mbps-30s,medium,51,True,b11d90fa503e3c8b,isolated_fastest,1,1.0,0,30.0,51fde7b51569b7ba,p-db0de3fc2a6fee3a,fixed
8,8,medium-fixed-1000mbps-30s,medium,52,True,39001f46dc14a2b3,isolated_fastest,1,1.0,1,30.0,b6455b687844b7e4,p-635d4f87ca729d64,fixed
8,8,mixed-fixed-1000mbps-19s,mixed,72,True,7414cd37c98e2a4e,isolated_fastest,1,1.0,0,19.0,3c2f94941cabfb0f,p-4202551f9a53543a,fixed
8,8,mixed-fixed-1000mbps-30s,mixed,76,True,74d2486c1782458d,isolated_fastest,1,1.0,1,30.0,a9500bdb35e133a1,p-8b34e91a2999cb6b,fixed
8,8,medium-fixed-1000mbps-19s,medium,48,True,4859cb7e86fa9f64,isolated_fastest,1,1.0,0,19.0,51fde7b51569b7ba,p-52f57258aab25120,fixed
8,8,large-fixed-1000mbps-30s,large,100,True,d8dba5e0de09cb71,isolated_fastest,1,1.0,1,30.0,3a515af4dffc7733,p-029156e6a26e7982,fixed
8,8,mixed-fixed-1000mbps-19s,mixed,74,True,ea516cc1bb73c938,isolated_fastest,1,1.0,2,19.0,7d1b0ab854d9df69,p-5526a4785cdbd18b,fixed
8,8,large-fixed-1000mbps-19s,large,97,True,f82f45c5060d37d9,isolated_fastest,1,1.0,1,19.0,3a515af4dffc7733,p-e2d2edf56441bcbd,fixed
8,8,small-fixed-1000mbps-30s,small,29,True,0d6279c02ede3341,isolated_fastest,1,1.0,2,30.0,e59269064ede73aa,p-aa18be26733d07eb,fixed
8,8,large-fixed-1000mbps-19s,large,98,True,710c646202a2bdb4,isolated_fastest,1,1.0,2,19.0,c44d256c433cbdd6,p-dac3bf775d628294,fixed
8,8,tiny-fixed-1000mbps-19s,tiny,0,True,ce460c988bbf0a02,isolated_fastest,1,1.0,0,19.0,e1563386afed6f49,p-67bbff71660c9da7,fixed
8,8,small-fixed-1000mbps-30s,small,27,True,7245266689f6cd7c,isolated_fastest,1,1.0,0,30.0,7094953b638284e1,p-a2273fb655e90c1c,fixed
8,8,mixed-fixed-1000mbps-19s,mixed,73,True,efb429fa8c5d474e,isolated_fastest,1,1.0,1,19.0,a9500bdb35e133a1,p-525e4611db342edc,fixed
8,8,tiny-fixed-1000mbps-30s,tiny,4,True,3f5c469914896823,isolated_fastest,1,1.0,1,30.0,4f9ad0a7bb0fab99,p-ccb9ed3db4fe5366,fixed
8,8,medium-fixed-1000mbps-19s,medium,50,True,e9dc3cef4910ffdc,isolated_fastest,1,1.0,2,19.0,f7e97c59b5dc6a00,p-05a39e662c41d8d5,fixed
8,8,small-fixed-1000mbps-30s,small,28,True,fbceee51243796be,isolated_fastest,1,1.0,1,30.0,837f3ff09bbaac24,p-544b45fbdcfb2852,fixed
8,8,tiny-fixed-1000mbps-19s,tiny,2,True,8d6fffe34b15c355,isolated_fastest,1,1.0,2,19.0,bdd7bd934af6b024,p-dc7e1415bba6eef8,fixed
8,8,mixed-fixed-1000mbps-30s,mixed,77,True,6aeddc6086c24722,isolated_fastest,1,1.0,2,30.0,7d1b0ab854d9df69,p-0a21064b2124109c,fixed
8,8,small-fixed-1000mbps-19s,small,26,True,2b44a4b4aaf8491e,isolated_fastest,1,1.0,2,19.0,e59269064ede73aa,p-a3741dad679f2dbb,fixed
8,8,small-fixed-1000mbps-19s,small,24,True,b6c20def6626a718,isolated_fastest,1,1.0,0,19.0,7094953b638284e1,p-6060976064c7e8fb,fixed
8,8,medium-fixed-1000mbps-30s,medium,53,True,25f82591ad4f598c,isolated_fastest,1,1.0,2,30.0,f7e97c59b5dc6a00,p-8cf58ed999a08f0e,fixed
8,8,medium-fixed-1000mbps-19s,medium,49,True,41dcc6da678e262e,isolated_fastest,1,1.0,1,19.0,b6455b687844b7e4,p-238a145c16538499,fixed
8,8,tiny-fixed-1000mbps-30s,tiny,3,True,169f67a23adfbb24,isolated_fastest,1,1.0,0,30.0,e1563386afed6f49,p-8bfc33847e7abc00,fixed
8,8,large-fixed-2500mbps-30s,large,106,True,3dd5037d3ad019e6,isolated_fastest,1,1.0,1,30.0,3a515af4dffc7733,p-1bfe5937e2ade733,fixed
8,8,tiny-fixed-2500mbps-30s,tiny,11,True,c9f3ed5de6f15670,isolated_fastest,1,1.0,2,30.0,bdd7bd934af6b024,p-66f51d4198eb4cd7,fixed
8,8,large-fixed-2500mbps-19s,large,103,True,f94c7d457b765277,isolated_fastest,1,1.0,1,19.0,3a515af4dffc7733,p-09dc6456c77f9844,fixed
8,8,medium-fixed-2500mbps-19s,medium,56,True,5d09308757c21198,isolated_fastest,1,1.0,2,19.0,f7e97c59b5dc6a00,p-890cbbbb635df164,fixed
8,8,large-fixed-2500mbps-19s,large,102,True,c6f4c7ec83e59040,isolated_fastest,1,1.0,0,19.0,e33c7532b46acaed,p-a98ac4e15315729e,fixed
8,8,small-fixed-2500mbps-19s,small,30,True,4660f521890244bf,isolated_fastest,1,1.0,0,19.0,7094953b638284e1,p-a0db491d64b408d0,fixed
8,8,medium-fixed-2500mbps-30s,medium,59,True,b4cd7b1c72538c62,isolated_fastest,1,1.0,2,30.0,f7e97c59b5dc6a00,p-68923cbc2b366767,fixed
8,8,mixed-fixed-2500mbps-30s,mixed,81,True,daf8d2207841e32e,isolated_fastest,1,1.0,0,30.0,3c2f94941cabfb0f,p-cd3700ac69043ef8,fixed
8,8,small-fixed-2500mbps-19s,small,31,True,8ea53b0cf59a1b6d,isolated_fastest,1,1.0,1,19.0,837f3ff09bbaac24,p-9bcc3d83f6e87e0c,fixed
8,8,mixed-fixed-2500mbps-19s,mixed,79,True,fafc815a23fc1ef3,isolated_fastest,1,1.0,1,19.0,a9500bdb35e133a1,p-d3cbe7cda71bb8e3,fixed
8,8,mixed-fixed-2500mbps-19s,mixed,78,True,2f4a644fb30d6bb6,isolated_fastest,1,1.0,0,19.0,3c2f94941cabfb0f,p-8839253ba2ad96d3,fixed
8,8,small-fixed-2500mbps-30s,small,35,True,0c2d39cb60cfe1ad,isolated_fastest,1,1.0,2,30.0,e59269064ede73aa,p-98f3f456bc79c9a1,fixed
8,8,tiny-fixed-2500mbps-19s,tiny,8,True,1e80066276481ad8,isolated_fastest,1,1.0,2,19.0,bdd7bd934af6b024,p-f371193ea46ea13f,fixed
8,8,tiny-fixed-2500mbps-30s,tiny,10,True,22b3304a35aa6479,isolated_fastest,1,1.0,1,30.0,4f9ad0a7bb0fab99,p-7594ead7d3b83ed9,fixed
8,8,large-fixed-2500mbps-30s,large,107,True,e634006a2c3a5ad8,isolated_fastest,1,1.0,2,30.0,c44d256c433cbdd6,p-85792ef9781148c0,fixed
8,8,mixed-fixed-2500mbps-30s,mixed,83,True,cac0c3245ad93e0b,isolated_fastest,1,1.0,2,30.0,7d1b0ab854d9df69,p-2f4fbe9945eb8e69,fixed
8,8,tiny-fixed-2500mbps-30s,tiny,9,True,5060c0c15e9b3fc0,isolated_fastest,1,1.0,0,30.0,e1563386afed6f49,p-44a347eab869f31e,fixed
8,8,large-fixed-2500mbps-19s,large,104,True,a8a20fb13ef7bcc2,isolated_fastest,1,1.0,2,19.0,c44d256c433cbdd6,p-09dfc943a2d07445,fixed
8,8,tiny-fixed-2500mbps-19s,tiny,6,True,9a1348ff5b89d577,isolated_fastest,1,1.0,0,19.0,e1563386afed6f49,p-1db96271fde35752,fixed
8,8,tiny-fixed-2500mbps-19s,tiny,7,True,68dd795651c95331,isolated_fastest,1,1.0,1,19.0,4f9ad0a7bb0fab99,p-25101a59f87cf9e2,fixed
8,8,large-fixed-2500mbps-30s,large,105,True,8154417fb6387f2a,isolated_fastest,1,1.0,0,30.0,e33c7532b46acaed,p-2eddc7404f21ee25,fixed
8,8,mixed-fixed-2500mbps-19s,mixed,80,True,4e4b7bc9b6b0ba44,isolated_fastest,1,1.0,2,19.0,7d1b0ab854d9df69,p-4976754a404221d2,fixed
8,8,medium-fixed-2500mbps-19s,medium,54,True,2ebe9d059e2b2b5d,isolated_fastest,1,1.0,0,19.0,51fde7b51569b7ba,p-662de928f80673f0,fixed
8,8,medium-fixed-2500mbps-30s,medium,57,True,e0daa9be315f7db5,isolated_fastest,1,1.0,0,30.0,51fde7b51569b7ba,p-5d52aa3e855667d0,fixed
8,8,medium-fixed-2500mbps-19s,medium,55,True,a0b170bfed387bda,isolated_fastest,1,1.0,1,19.0,b6455b687844b7e4,p-b0c36cd2add89ff3,fixed
8,8,small-fixed-2500mbps-30s,small,33,True,f3f8cf3a38684c96,isolated_fastest,1,1.0,0,30.0,7094953b638284e1,p-118d7b15854b8a9d,fixed
8,8,medium-fixed-2500mbps-30s,medium,58,True,f48fc38e4aa6287c,isolated_fastest,1,1.0,1,30.0,b6455b687844b7e4,p-a982b2bd58e14930,fixed
8,8,mixed-fixed-2500mbps-30s,mixed,82,True,ba558fa3903ad875,isolated_fastest,1,1.0,1,30.0,a9500bdb35e133a1,p-86df535d6d023103,fixed
8,8,small-fixed-2500mbps-30s,small,34,True,c72a120e097fb785,isolated_fastest,1,1.0,1,30.0,837f3ff09bbaac24,p-eb8cc39fe4907b67,fixed
8,8,small-fixed-2500mbps-19s,small,32,True,3363de8e64631f58,isolated_fastest,1,1.0,2,19.0,e59269064ede73aa,p-dc702e96e3a2e4f2,fixed
8,8,mixed-fixed-5000mbps-19s,mixed,85,True,9e49ca24a875ad46,isolated_fastest,1,1.0,1,19.0,a9500bdb35e133a1,p-46d91721445234a3,fixed
8,8,tiny-fixed-5000mbps-30s,tiny,17,True,6d5a4b614bfbf7df,isolated_fastest,1,1.0,2,30.0,bdd7bd934af6b024,p-980a0c37511c35d2,fixed
8,8,mixed-fixed-5000mbps-19s,mixed,86,True,a9d5d704602fadb1,isolated_fastest,1,1.0,2,19.0,7d1b0ab854d9df69,p-72cf5c5af3841a66,fixed
8,8,mixed-fixed-5000mbps-30s,mixed,87,True,14d38084bc1bd788,isolated_fastest,1,1.0,0,30.0,3c2f94941cabfb0f,p-7dc1517c10d3222a,fixed
8,8,tiny-fixed-5000mbps-30s,tiny,15,True,b65223bd833df3af,isolated_fastest,1,1.0,0,30.0,e1563386afed6f49,p-868ce55e77f34c40,fixed
8,8,large-fixed-5000mbps-19s,large,108,True,3f469502b6ce607d,isolated_fastest,1,1.0,0,19.0,e33c7532b46acaed,p-3553ff803a6b7b45,fixed
8,8,small-fixed-5000mbps-30s,small,40,True,79c61d5b86820bf0,isolated_fastest,1,1.0,1,30.0,837f3ff09bbaac24,p-bac38f605e7febf0,fixed
8,8,medium-fixed-5000mbps-19s,medium,61,True,667ef7c899cbb50d,isolated_fastest,1,1.0,1,19.0,b6455b687844b7e4,p-de062ca656f90138,fixed
8,8,tiny-fixed-5000mbps-19s,tiny,12,True,6e142327606c6cd5,isolated_fastest,1,1.0,0,19.0,e1563386afed6f49,p-6b2a594e625a9815,fixed
8,8,large-fixed-5000mbps-30s,large,112,True,864da6d482754848,isolated_fastest,1,1.0,1,30.0,3a515af4dffc7733,p-61f241256fafa07b,fixed
8,8,large-fixed-5000mbps-19s,large,110,True,78c13e8571c566d1,isolated_fastest,1,1.0,2,19.0,c44d256c433cbdd6,p-89b00a53e9fc9169,fixed
8,8,small-fixed-5000mbps-19s,small,36,True,43c773ce3a5aa47a,isolated_fastest,1,1.0,0,19.0,7094953b638284e1,p-e8254590c332e6dd,fixed
8,8,medium-fixed-5000mbps-19s,medium,62,True,032057dec911b117,isolated_fastest,1,1.0,2,19.0,f7e97c59b5dc6a00,p-fa3190a06574be34,fixed
8,8,large-fixed-5000mbps-30s,large,111,True,ae4f48326a214eda,isolated_fastest,1,1.0,0,30.0,e33c7532b46acaed,p-4d660237dab0ce80,fixed
8,8,tiny-fixed-5000mbps-30s,tiny,16,True,8b7505c69d070307,isolated_fastest,1,1.0,1,30.0,4f9ad0a7bb0fab99,p-513a9e8ee8907177,fixed
8,8,small-fixed-5000mbps-19s,small,38,True,a9e3d3e9ed6a1d5e,isolated_fastest,1,1.0,2,19.0,e59269064ede73aa,p-74588255b9b8b2e9,fixed
8,8,large-fixed-5000mbps-19s,large,109,True,ddaf241b4faedf12,isolated_fastest,1,1.0,1,19.0,3a515af4dffc7733,p-66265ff2f9ac4a73,fixed
8,8,mixed-fixed-5000mbps-30s,mixed,88,True,529540c1951b0b9a,isolated_fastest,1,1.0,1,30.0,a9500bdb35e133a1,p-3bc8f8027dcb63cc,fixed
8,8,medium-fixed-5000mbps-30s,medium,64,True,a696acbf1079c2b4,isolated_fastest,1,1.0,1,30.0,b6455b687844b7e4,p-b9d0e426b1104a12,fixed
8,8,large-fixed-5000mbps-30s,large,113,True,e5e8fde9548b44fd,isolated_fastest,1,1.0,2,30.0,c44d256c433cbdd6,p-fb9b847212f4e04b,fixed
8,8,medium-fixed-5000mbps-30s,medium,65,True,2fa13ef210a6d058,isolated_fastest,1,1.0,2,30.0,f7e97c59b5dc6a00,p-a9d0a7149a6fd2c0,fixed
8,8,tiny-fixed-5000mbps-19s,tiny,13,True,b1428242cd718e22,isolated_fastest,1,1.0,1,19.0,4f9ad0a7bb0fab99,p-eea2d78ee8fca4c7,fixed
8,8,small-fixed-5000mbps-30s,small,39,True,1f4658844f53d474,isolated_fastest,1,1.0,0,30.0,7094953b638284e1,p-c76ca666053550b5,fixed
8,8,tiny-fixed-5000mbps-19s,tiny,14,True,6f479d3d88892d48,isolated_fastest,1,1.0,2,19.0,bdd7bd934af6b024,p-52f55dfa005e7a48,fixed
8,8,medium-fixed-5000mbps-19s,medium,60,True,be8ab85b533f031b,isolated_fastest,1,1.0,0,19.0,51fde7b51569b7ba,p-a2c181e30045bcdd,fixed
8,8,medium-fixed-5000mbps-30s,medium,63,True,b212854c61fabdfd,isolated_fastest,1,1.0,0,30.0,51fde7b51569b7ba,p-25518bed43289ae6,fixed
