phase,gpu,samples,power_mean_w
baseline,0,119,337.2115966386554
baseline,1,119,85.4475630252101
drain,0,1077,338.32125348189413
drain,1,1077,238.6027669452182
post,0,120,295.81658333333337
post,1,120,165.6305
