bucket,bucket_start_s,bucket_end_s,gpu,node,ell,power_mean_w,samples
0,0.0,5.0,0,source,1.8597941475217055,277.2310526315789,19
0,0.0,5.0,1,sink,0,82.61421052631579,19
1,5.0,10.0,0,source,1.8597941475217055,295.2735,20
1,5.0,10.0,1,sink,0,82.60249999999999,20
2,10.0,15.0,0,source,1.8597941475217055,306.1635,20
2,10.0,15.0,1,sink,0,82.733,20
3,15.0,20.0,0,source,1.8597941475217055,266.73800000000006,20
3,15.0,20.0,1,sink,0,82.79950000000001,20
4,20.0,25.0,0,source,1.8597941475217055,299.353,20
4,20.0,25.0,1,sink,0,82.709,20
5,25.0,30.0,0,source,1.8597941475217055,331.3855,20
5,25.0,30.0,1,sink,0,82.71400000000001,20
6,30.0,35.0,0,source,1.8597941475217055,288.7315,20
6,30.0,35.0,1,sink,0,82.78600000000002,20
7,35.0,40.0,0,source,1.8597941475217055,278.92449999999997,20
7,35.0,40.0,1,sink,0,82.763,20
8,40.0,45.0,0,source,1.8597941475217055,290.3135000000001,20
8,40.0,45.0,1,sink,0,82.8125,20
9,45.0,50.0,0,source,1.8597941475217055,321.27799999999996,20
9,45.0,50.0,1,sink,0,82.8735,20
10,50.0,55.0,0,source,1.8597941475217055,299.238,20
10,50.0,55.0,1,sink,0,82.891,20
11,55.0,60.0,0,source,1.8597941475217055,311.0575,20
11,55.0,60.0,1,sink,0,82.9775,20
12,60.0,65.0,0,source,1.6457853947123917,289.971,20
12,60.0,65.0,1,sink,0.21400875280931375,284.3125,20
13,65.0,70.0,0,source,1.3504144915040381,245.82099999999997,20
13,65.0,70.0,1,sink,0.5093796560176673,229.33849999999998,20
14,70.0,75.0,0,source,1.3504144915040381,239.86299999999997,20
14,70.0,75.0,1,sink,0.5093796560176673,133.34900000000002,20
15,75.0,80.0,0,source,1.3504144915040381,277.92100000000005,20
15,75.0,80.0,1,sink,0.5093796560176673,171.70350000000002,20
16,80.0,85.0,0,source,1.3504144915040381,254.3345,20
16,80.0,85.0,1,sink,0.5093796560176673,207.1645,20
17,85.0,90.0,0,source,1.3504144915040381,288.2635000000001,20
17,85.0,90.0,1,sink,0.5093796560176673,168.56799999999998,20
18,90.0,95.0,0,source,1.3504144915040381,232.01399999999998,20
18,90.0,95.0,1,sink,0.5093796560176673,130.403,20
19,95.0,100.0,0,source,1.3504144915040381,267.13950000000006,20
19,95.0,100.0,1,sink,0.5093796560176673,230.29900000000004,20
20,100.0,105.0,0,source,1.3504144915040381,294.2595,20
20,100.0,105.0,1,sink,0.5093796560176673,200.84050000000002,20
21,105.0,110.0,0,source,1.3504144915040381,257.96799999999996,20
21,105.0,110.0,1,sink,0.5093796560176673,241.92350000000002,20
22,110.0,115.0,0,source,1.3504144915040381,297.88,20
22,110.0,115.0,1,sink,0.5093796560176673,168.1875,20
23,115.0,120.0,0,source,1.3504144915040381,245.39450000000002,20
23,115.0,120.0,1,sink,0.5093796560176673,152.63900000000004,20
24,120.0,122.62839460372925,0,source,1.3504144915040381,294.781,10
24,120.0,122.62839460372925,1,sink,0.5093796560176673,279.693,10
