phase,gpu,samples,power_mean_w
baseline,0,239,297.2239330543933
baseline,1,239,82.77364016736402
drain,0,11,281.2954545454545
drain,1,11,345.58
post,0,239,266.4023012552301
post,1,239,189.8331380753138
