phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,296.3935
baseline,1,240,240,1.0,82.89954166666666
drain,0,344,344,1.0,104.5025
drain,1,344,344,1.0,344.3968895348837
post,0,240,240,1.0,88.31670833333332
post,1,240,240,1.0,325.14345833333334
