phase,gpu,samples,power_mean_w
baseline,0,479,345.5458037578288
baseline,1,479,82.45367432150314
drain,0,181,329.79342541436466
drain,1,181,205.37629834254145
post,0,479,209.67636743215033
post,1,479,201.8226931106472
