phase,gpu,samples,power_mean_w
baseline,0,240,289.542375
baseline,1,240,85.68766666666667
drain,0,140,253.8422857142857
drain,1,140,227.20864285714285
post,0,239,144.5123430962343
post,1,239,281.7254811715481
