phase,gpu,samples,power_mean_w
baseline,0,119,354.1505882352941
baseline,1,119,86.69361344537815
drain,0,621,355.49734299516905
drain,1,621,94.89360708534622
post,0,120,307.4883333333333
post,1,120,163.74275
