phase,gpu,samples,power_mean_w
baseline,0,120,232.71508333333333
baseline,1,120,85.3145
drain,0,191,172.69298429319372
drain,1,191,97.81942408376965
post,0,119,94.05025210084034
post,1,119,153.98789915966387
