phase,gpu,samples,power_mean_w
baseline,0,479,343.9837160751566
baseline,1,479,82.56711899791233
drain,0,265,281.68769811320755
drain,1,265,184.85049056603776
post,0,479,226.19722338204593
post,1,479,186.68106471816287
