phase,gpu,samples,power_mean_w
baseline,0,120,341.78950000000003
baseline,1,120,83.55016666666667
drain,0,1331,329.2320661157025
drain,1,1331,209.39997746055596
post,0,120,305.90191666666664
post,1,120,144.20058333333333
