workload,input_sessions,median_served_T,policy,deadline_s,target_frac,target_w,full_source_drop_w,planned_source_drop_w,planned_shortfall_w,planned_hit,deadline_hit,measured_source_drop_w,measured_sink_rise_w,total_first_token_s,total_completion_s,max_completion_s,sessions,run_root
small,16,5918.5,all-r,30.0,0.25,80.71989510204462,322.87958040817847,96.5544110867873,0.0,True,False,88.41268487394959,189.8321393557423,43.14011240005493,43.14018273353577,10.04982042312622,6,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-r_D30_T0p25
small,16,5918.5,all-r,30.0,0.45,145.2958111836803,322.87958040817847,175.51973437417638,0.0,True,False,117.18266666666668,210.22516666666667,50.49144434928894,50.49151372909546,8.215185403823853,8,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-r_D30_T0p45
small,16,5918.5,all-r,30.0,0.65,209.87172726531603,322.87958040817847,229.37538994476702,0.0,True,False,138.58063095238091,218.16940826330534,62.01665163040161,62.606897592544556,11.638471603393555,9,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-r_D30_T0p65
small,16,5918.5,all-r,120.0,0.25,80.71989510204462,322.87958040817847,96.5544110867873,0.0,True,True,100.92533333333333,190.2385,40.87243628501892,40.87249422073364,9.697999715805054,6,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-r_D120_T0p25
small,16,5918.5,all-r,120.0,0.45,145.2958111836803,322.87958040817847,175.51973437417638,0.0,True,True,130.42635784313725,198.0536155462185,48.53757047653198,50.12004375457764,7.846429109573364,8,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-r_D120_T0p45
small,16,5918.5,all-r,120.0,0.65,209.87172726531603,322.87958040817847,229.37538994476702,0.0,True,True,137.96219887955183,215.58916806722692,60.00004243850708,60.12006425857544,8.892253875732422,9,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-r_D120_T0p65
small,16,5918.5,all-s,10.0,0.25,80.71989510204462,322.87958040817847,99.45949243748834,0.0,True,False,93.23929201680673,63.52049089635857,31.689958810806274,35.65086317062378,35.64922308921814,6,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-s_D10_T0p25
small,16,5918.5,all-s,10.0,0.45,145.2958111836803,322.87958040817847,175.51973437417638,0.0,True,False,120.41246708683474,69.39810924369749,39.4610595703125,39.665274143218994,39.66415023803711,8,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-s_D10_T0p45
small,16,5918.5,all-s,10.0,0.65,209.87172726531603,322.87958040817847,229.37538994476702,0.0,True,False,141.17410364145653,62.16271988795516,39.77212405204773,41.30573081970215,41.304351568222046,9,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-s_D10_T0p65
small,16,5918.5,all-s,30.0,0.25,80.71989510204462,322.87958040817847,99.45949243748834,0.0,True,True,105.02258333333333,62.45208333333335,26.502167224884033,28.82814621925354,28.826768398284912,6,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-s_D30_T0p25
small,16,5918.5,all-s,30.0,0.45,145.2958111836803,322.87958040817847,175.51973437417638,0.0,True,False,120.95902170868352,63.006507703081255,36.781983852386475,37.28854417800903,37.28707504272461,8,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-s_D30_T0p45
small,16,5918.5,all-s,30.0,0.65,209.87172726531603,322.87958040817847,229.37538994476702,0.0,True,False,140.1134614845938,72.6643487394958,41.063884973526,45.19802737236023,45.19532585144043,9,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-s_D30_T0p65
small,16,5918.5,all-s,120.0,0.25,80.71989510204462,322.87958040817847,99.45949243748834,0.0,True,True,84.97391666666668,59.58075000000004,28.391457557678223,29.834741592407227,29.834064483642578,6,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-s_D120_T0p25
small,16,5918.5,all-s,120.0,0.45,145.2958111836803,322.87958040817847,175.51973437417638,0.0,True,True,120.00299999999997,60.82558333333334,36.79947829246521,38.447083711624146,38.44499683380127,8,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-s_D120_T0p45
small,16,5918.5,all-s,120.0,0.65,209.87172726531603,322.87958040817847,229.37538994476702,0.0,True,True,143.29874999999996,60.74225,40.46108365058899,41.17682480812073,41.17682480812073,9,queue-haul/outputs/stage1c_grid_workloads_256g/small/all-s_D120_T0p65
large,8,32256.0,greedy,10.0,0.25,80.71989510204462,322.87958040817847,108.56644695721127,0.0,True,False,42.721499999999935,77.28049999999999,224.27627515792847,230.33333253860474,52.617194175720215,6,queue-haul/outputs/stage1c_grid_workloads_256g/large/greedy_D10_T0p25
large,8,32256.0,greedy,10.0,0.45,145.2958111836803,322.87958040817847,159.42682317023497,0.0,True,False,33.15233333333339,68.91483333333329,388.96445083618164,389.63031029701233,136.2051854133606,7,queue-haul/outputs/stage1c_grid_workloads_256g/large/greedy_D10_T0p45
large,8,32256.0,greedy,10.0,0.65,209.87172726531603,322.87958040817847,322.87958040817847,0.0,True,False,242.47258333333332,231.74491666666665,407.5091562271118,407.89471411705017,140.51859211921692,8,queue-haul/outputs/stage1c_grid_workloads_256g/large/greedy_D10_T0p65
large,8,32256.0,greedy,30.0,0.25,80.71989510204462,322.87958040817847,108.56644695721127,0.0,True,False,28.785799019607964,87.37956862745098,306.33519649505615,316.515816450119,123.13968348503113,6,queue-haul/outputs/stage1c_grid_workloads_256g/large/greedy_D30_T0p25
large,8,32256.0,greedy,30.0,0.45,145.2958111836803,322.87958040817847,159.42682317023497,0.0,True,False,35.887583333333396,60.65041666666666,329.2233781814575,331.2418763637543,102.0303943157196,7,queue-haul/outputs/stage1c_grid_workloads_256g/large/greedy_D30_T0p45
large,8,32256.0,greedy,30.0,0.65,209.87172726531603,322.87958040817847,322.87958040817847,0.0,True,False,253.17408333333333,228.3615833333333,326.3613567352295,334.2924814224243,79.91298961639404,8,queue-haul/outputs/stage1c_grid_workloads_256g/large/greedy_D30_T0p65
large,8,32256.0,greedy,120.0,0.25,80.71989510204462,322.87958040817847,108.56644695721127,0.0,True,False,44.0265,76.44458333333331,291.69875168800354,295.21069622039795,97.20546507835388,6,queue-haul/outputs/stage1c_grid_workloads_256g/large/greedy_D120_T0p25
large,8,32256.0,greedy,120.0,0.45,145.2958111836803,322.87958040817847,159.42682317023497,0.0,True,False,34.58716666666669,69.61549999999994,389.4347884654999,392.1123993396759,139.84174704551697,7,queue-haul/outputs/stage1c_grid_workloads_256g/large/greedy_D120_T0p45
large,8,32256.0,greedy,120.0,0.65,209.87172726531603,322.87958040817847,322.87958040817847,0.0,True,False,251.38983333333337,242.509,457.76650071144104,464.0144546031952,167.99674224853516,8,queue-haul/outputs/stage1c_grid_workloads_256g/large/greedy_D120_T0p65
large,8,32256.0,random,10.0,0.25,80.71989510204462,322.87958040817847,108.56644695721127,0.0,True,False,21.27294117647068,97.69630252100842,237.8271541595459,279.35984921455383,69.59431648254395,6,queue-haul/outputs/stage1c_grid_workloads_256g/large/random_D10_T0p25
large,8,32256.0,random,10.0,0.45,145.2958111836803,322.87958040817847,159.42682317023497,0.0,True,False,24.695126050420242,107.0341176470588,338.67519783973694,343.1230866909027,71.30772018432617,7,queue-haul/outputs/stage1c_grid_workloads_256g/large/random_D10_T0p45
large,8,32256.0,random,10.0,0.65,209.87172726531603,322.87958040817847,322.87958040817847,0.0,True,False,249.45774999999992,70.31458333333335,399.4100353717804,400.7250802516937,102.14752960205078,8,queue-haul/outputs/stage1c_grid_workloads_256g/large/random_D10_T0p65
large,8,32256.0,random,30.0,0.25,80.71989510204462,322.87958040817847,108.56644695721127,0.0,True,False,-8.027999999999963,258.44900000000007,272.7758767604828,282.57021927833557,75.93534350395203,6,queue-haul/outputs/stage1c_grid_workloads_256g/large/random_D30_T0p25
large,8,32256.0,random,30.0,0.45,145.2958111836803,322.87958040817847,159.42682317023497,0.0,True,False,22.220583333333252,104.84825000000001,322.5818045139313,341.8259150981903,66.6295804977417,7,queue-haul/outputs/stage1c_grid_workloads_256g/large/random_D30_T0p45
large,8,32256.0,random,30.0,0.65,209.87172726531603,322.87958040817847,322.87958040817847,0.0,True,False,239.91733333333332,60.98625,412.56519293785095,413.4968230724335,90.07336163520813,8,queue-haul/outputs/stage1c_grid_workloads_256g/large/random_D30_T0p65
large,8,32256.0,random,120.0,0.25,80.71989510204462,322.87958040817847,108.56644695721127,0.0,True,False,2.9872415966386257,263.7276211484593,196.92092514038086,197.979177236557,70.23384380340576,6,queue-haul/outputs/stage1c_grid_workloads_256g/large/random_D120_T0p25
large,8,32256.0,random,120.0,0.45,145.2958111836803,322.87958040817847,159.42682317023497,0.0,True,False,3.4860000000000184,115.46591666666666,264.20777773857117,284.4017119407654,90.52681946754456,7,queue-haul/outputs/stage1c_grid_workloads_256g/large/random_D120_T0p45
large,8,32256.0,random,120.0,0.65,209.87172726531603,322.87958040817847,322.87958040817847,0.0,True,False,233.00125,250.219,373.4116015434265,378.5871868133545,142.2548668384552,8,queue-haul/outputs/stage1c_grid_workloads_256g/large/random_D120_T0p65
large,8,32256.0,all-r,10.0,0.25,80.71989510204462,322.87958040817847,108.56644695721127,0.0,True,False,36.85575,292.77725,285.50424098968506,289.62886333465576,96.46864461898804,6,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-r_D10_T0p25
large,8,32256.0,all-r,10.0,0.45,145.2958111836803,322.87958040817847,159.42682317023497,0.0,True,False,50.41391666666675,296.82374999999996,240.12260174751282,240.123295545578,45.956616163253784,7,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-r_D10_T0p45
large,8,32256.0,all-r,10.0,0.65,209.87172726531603,322.87958040817847,322.87958040817847,0.0,True,False,251.48533333333336,299.24291666666664,342.50390625,344.67842292785645,65.49906635284424,8,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-r_D10_T0p65
large,8,32256.0,all-r,30.0,0.25,80.71989510204462,322.87958040817847,108.56644695721127,0.0,True,False,43.173749999999984,287.34775,407.6054790019989,413.04220032691956,199.69066286087036,6,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-r_D30_T0p25
large,8,32256.0,all-r,30.0,0.45,145.2958111836803,322.87958040817847,159.42682317023497,0.0,True,False,38.65202240896349,296.56027310924367,355.3041949272156,355.30435395240784,167.22173285484314,7,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-r_D30_T0p45
large,8,32256.0,all-r,30.0,0.65,209.87172726531603,322.87958040817847,322.87958040817847,0.0,True,False,250.16484873949577,303.11089915966386,394.190691947937,397.2471959590912,136.36585068702698,8,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-r_D30_T0p65
large,8,32256.0,all-r,120.0,0.25,80.71989510204462,322.87958040817847,108.56644695721127,0.0,True,False,48.40408333333329,292.9396666666667,349.9764893054962,360.5254623889923,135.23862409591675,6,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-r_D120_T0p25
large,8,32256.0,all-r,120.0,0.45,145.2958111836803,322.87958040817847,159.42682317023497,0.0,True,False,32.961749999999995,295.3501666666666,300.4250090122223,300.42537212371826,141.1072859764099,7,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-r_D120_T0p45
large,8,32256.0,all-r,120.0,0.65,209.87172726531603,322.87958040817847,322.87958040817847,0.0,True,False,249.00799999999992,303.8485833333334,376.59684920310974,380.68798899650574,92.46976637840271,8,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-r_D120_T0p65
large,8,32256.0,all-s,10.0,0.25,80.71989510204462,322.87958040817847,108.56644695721127,0.0,True,False,41.41891666666663,1.0204999999999984,115.67947244644165,148.16218256950378,148.1617877483368,6,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-s_D10_T0p25
large,8,32256.0,all-s,10.0,0.45,145.2958111836803,322.87958040817847,159.42682317023497,0.0,True,False,13.590000000000032,85.10875000000003,162.31327176094055,170.4563467502594,170.45550966262817,7,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-s_D10_T0p45
large,8,32256.0,all-s,10.0,0.65,209.87172726531603,322.87958040817847,322.87958040817847,0.0,True,False,257.31775,104.47150000000003,160.34344696998596,168.0650773048401,168.06246972084045,8,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-s_D10_T0p65
large,8,32256.0,all-s,30.0,0.25,80.71989510204462,322.87958040817847,108.56644695721127,0.0,True,False,40.8221666666667,48.62450000000001,123.62422895431519,157.2648890018463,157.26154112815857,6,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-s_D30_T0p25
large,8,32256.0,all-s,30.0,0.45,145.2958111836803,322.87958040817847,159.42682317023497,0.0,True,False,10.666205182072872,138.238712184874,141.1362874507904,163.47502970695496,163.46949553489685,7,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-s_D30_T0p45
large,8,32256.0,all-s,30.0,0.65,209.87172726531603,322.87958040817847,322.87958040817847,0.0,True,False,260.87929831932775,10.99497899159661,203.80999660491943,214.78298330307007,214.78298330307007,8,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-s_D30_T0p65
large,8,32256.0,all-s,120.0,0.25,80.71989510204462,322.87958040817847,108.56644695721127,0.0,True,False,46.66225490196081,77.04913655462185,118.93981432914734,153.35995244979858,153.35746121406555,6,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-s_D120_T0p25
large,8,32256.0,all-s,120.0,0.45,145.2958111836803,322.87958040817847,159.42682317023497,0.0,True,False,42.81033333333335,130.5355,160.04592657089233,168.1163673400879,168.1107120513916,7,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-s_D120_T0p45
large,8,32256.0,all-s,120.0,0.65,209.87172726531603,322.87958040817847,322.87958040817847,0.0,True,False,262.36766666666665,55.992083333333326,182.68233799934387,186.7504699230194,186.74707412719727,8,queue-haul/outputs/stage1c_grid_workloads_256g/large/all-s_D120_T0p65
