phase,gpu,samples,power_mean_w
baseline,0,120,347.66116666666665
baseline,1,120,85.59224999999999
drain,0,1068,345.57511235955053
drain,1,1068,251.9273501872659
post,0,120,295.9340833333333
post,1,120,203.84433333333334
