dispatch_rank,id,action,commit_result,selection_to_stage_start_s,initial_staging_s,final_delta_s,staging_s,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:fdd895ad-51f8-486e-c57b-0cc8111eee93,R,committed,0.9134352207183838,1.1817715167999268,4.329385280609131,5.511156797409058,1.8325135707855225,10.816833734512329,10.817137241363525,4.380640268325806,4.33002781867981
1,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,committed,14.352954149246216,4.53502082824707,0.4759972095489502,5.0110180377960205,18.8799090385437,22.107794761657715,22.107938051223755,2.743136405944824,0.47670745849609375
2,codex:e717fd54-aecf-8710-559b-8d23833866c4,S,committed,1.4375677108764648,5.104893207550049,0.48103785514831543,5.585931062698364,6.537320613861084,11.298481464385986,11.300000429153442,1.0623416900634766,3.6951379776000977
3,codex:41e93e85-eff7-106f-9736-224049baedb2,R,committed,23.538333654403687,0.3448507785797119,0.0,0.3448507785797119,23.87708353996277,23.8831844329834,23.883560180664062,4.649162292480469e-05,0.0002796649932861328
4,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,S,committed,2.2965235710144043,8.518413305282593,0.478161096572876,8.996574401855469,10.806113958358765,14.352510213851929,14.352720260620117,3.0404229164123535,0.4954047203063965
5,codex:e6744833-786a-9c87-c539-3a40cda50680,S,committed,14.03775405883789,4.226156234741211,0.36969971656799316,4.595855951309204,18.252603769302368,20.442456483840942,20.442667722702026,1.80851149559021,0.37017035484313965
6,claude:3ab49446-c806-6a06-d8f3-51d00da9a76a,R,committed,25.268413305282593,0.7451577186584473,0.07920026779174805,0.8243579864501953,26.004441022872925,31.166271686553955,31.166542053222656,5.07297158241272,0.07992196083068848
7,codex:1db326cd-3c43-ad82-b907-27bc1f12c287,R,committed,32.603090047836304,0.6754379272460938,0.9247045516967773,1.600142478942871,33.26909136772156,34.20348286628723,34.20375370979309,1.5974044799804688e-05,0.9251365661621094
8,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,R,committed,35.62484836578369,0.5176980495452881,0.08511686325073242,0.6028149127960205,36.13414192199707,37.70054030418396,37.70075178146362,1.4723103046417236,0.08573269844055176
9,codex:e4fa4daa-9887-f50a-b110-c9378383c7b1,R,committed,39.13525128364563,1.0201144218444824,0.0,1.0201144218444824,40.14737868309021,40.15536570549011,40.15591835975647,2.574920654296875e-05,0.0004506111145019531
10,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,R,committed,41.544074296951294,2.4799437522888184,0.0,2.4799437522888184,44.018216609954834,44.02401804924011,44.02422022819519,4.4345855712890625e-05,9.822845458984375e-05
11,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,committed,45.392184019088745,0.2771029472351074,0.0,0.2771029472351074,45.66083025932312,45.66928696632385,45.669506549835205,2.7418136596679688e-05,0.00011467933654785156
12,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,committed,47.12681531906128,1.138606071472168,0.0,1.138606071472168,48.25583052635193,48.26542139053345,48.26574969291687,6.604194641113281e-05,0.0001742839813232422
13,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,committed,49.61278319358826,0.45929980278015137,0.44749975204467773,0.9067995548248291,50.06404972076416,54.24970364570618,54.24987244606018,3.7297120094299316,0.44800329208374023
