connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
760359e5bde591a6,kv,5802292417623615,5802292418824261,0,0
5cb45ed75c5a2afe,api,5802292417929571,5802292418883730,0,0
fa51b117002654e6,api,5802298774293109,5802305365455081,22344,29132
319636aa48ff5760,api,5802305382590360,5802311706970724,26336,15690
a7bb8ea6bcdce3d4,api,5802311725263069,5802313831514242,22363,27425
a7e172beac93bee6,api,5802313833562748,5802314594991522,26355,9826
