phase,gpu,samples,power_mean_w
baseline,0,479,347.3005427974947
baseline,1,479,82.29359081419625
drain,0,277,261.1150180505415
drain,1,277,179.89249097472924
post,0,479,216.6765344467641
post,1,479,187.56835073068893
