phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,127.23949999999999
baseline,1,240,240,1.0,83.17695833333333
drain,0,52,52,1.0,112.47769230769228
drain,1,52,52,1.0,269.9653846153846
post,0,240,240,1.0,95.95891666666667
post,1,240,240,1.0,117.99137500000002
