connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
ce6ba931e87c50dd,api,,5895596607803296,5895596614375311,0,0
ebf0f325f4b2862d,kv,c8eb8692722ae09590227507b1e7c20796f0c0f70c6c9d387ba2ddef6a03b600,5895630175920095,5895630177126613,186,36
0482ea77ba839169,kv,7fce424de3654453d08f89883c8b9ce42bd4377cc32cafaccb12b90889cce076,5895630177532799,5895630178358131,186,36
3bf3dc4d4c8107b2,kv,9b7d79f9c6e7b9655f3f9311ca93ea1fab64ae4d1367bb7c5c36890d5fb5c25f,5895630178744797,5895630179330491,186,36
671c3af5f4cf8660,kv,306354b8704559097c2a2fabaa0ccd73750185cd1fd686b016a1f527681808b6,5895630179957085,5895630180399271,186,36
505aceaa0063dc9b,kv,fe2ce174c128821bc90d7f8f93884fc32726284acd43e2d198c2602987c8e242,5895630180795947,5895630181205723,186,36
fcbddf496db7bf22,kv,6cf4a2f3ba46179846560529c57a1e74f1d66afe23c8f6e2ac3bdf6c49a2d154,5895630181530169,5895630181902006,186,36
830bc2f3b41c2186,kv,07df15b0d50bc37c434eeafd67fe57290fbb8010901dba35228e084b3595bbf9,5895630182257672,5895630182630229,186,36
8f33a10dc618fc5d,kv,83e8b920aba98c326511269155ba24d9872a7f22797b0adb83a232b493255be7,5895630182890086,5895630183272582,186,36
9668b2c9b6515313,kv,70c47cdc5756e65635b8a6ebb925382d000afeb117b74ff082cc1ae2c2ca5862,5895630183533100,5895630183962765,186,36
3a844d45d90b8465,kv,421c892ec4e2fbc923c300607b4e4b04988d8a48724af08cc06310f00859ddb7,5895630184338422,5895630184717938,186,36
e512d497f4e0f0f2,kv,e34a86936d6de81bae2309aa97bf9cc20f8610eb03d62a20910a63d584e39a6b,5895630185060015,5895630186199603,186,36
ed762a8c58f9ab8b,kv,9adff130d1d5087ee328b6eac85c7c6acf6dd77d0987f4f7a2a2552bcc39ec9f,5895630187742628,5895630189611000,186,36
08a4fbc62a00cca3,kv,090e44550efe020f58c07fae436b1f6d6d547e7ea5f8134ce5d490ea38e704bf,5895630190060865,5895630190548501,186,36
c4e8cb5be9584463,kv,a30a7b2f9db23305ca5399867d62a497f64b3aa50255cd615e27db624445ba2c,5895630190939007,5895630191469751,186,36
09dc0d20c9c670b9,kv,414b9ca19a803b42c7382dbcd49c2eb0bbebed6f698576171fbb6120d5daea62,5895630191842318,5895630192337633,186,36
9fed1cc34832152c,kv,6c65a5d0c2fbb611d4599fbd330cbfad071775d3b28d13f4c76ceb6462319fac,5895630192713059,5895630193221424,186,36
89296255e602c9cb,kv,0fe7b6c7f6ff64bda10891cfe96464887b3084907f9f8511cf3ad3ea5dcbf208,5895630193716779,5895630194211094,186,36
c70968e48f028bd1,kv,0a836bf7b75b1f66d328b21acab279fed31c21db4cac35b02e7c4eefdaf85eca,5895630194755649,5895630195210955,186,36
4408665b4b5ad167,kv,19e66c20cbb0840f4b79834cc5dd1f1162c088147756f0668f4706175ab53100,5895630195711160,5895630196188895,186,36
40660a382f2b3664,kv,04195b11823938ba62b27ae6d1b6bd37e5e18b91239a80c44b841f981a07891d,5895630196672990,5895630197117196,186,36
d4920fc01c9d7c9e,kv,a512367eb6c2d8fbc41aa5fe5421732daa20badc9d5feed6caae0647d1ad4d33,5895630197596751,5895630198089276,186,36
794b36112b79ccc2,kv,e6bb0fccb0f24ea99509a0cc02950696fb58fee292d61bee33079beedb949192,5895630198566981,5895630198999257,186,36
dc2ce66ff37f8031,kv,f2575e16049ed87659a341bced5d5c0cfffe3c0582c3fdb6a0d80303262d0d0a,5895630199402543,5895630199883048,186,36
340278c4a3155668,kv,855d6c9d866211dd69b37b72793d3de79161f4b504f6c09aa505418edd7c34ff,5895630200274245,5895630200754010,186,36
aa1a00514a37729e,kv,6069b9ff16b552ed501d6e4bcc3d07058ba92d7bfa7f7f4980f95b06ca8c412f,5895630201164456,5895630201698311,186,36
43afc981c3ce0837,kv,38203907a4f0d13b221a593410c022f726068f9e72bcc2714843f24f85129f56,5895630202063247,5895630202547192,186,36
6d63343cc9bbccbd,kv,704ca3c6de39463d1bc1c255f8014d4d4a110dc18fffc900f83d35d495e47658,5895630202907839,5895630203467533,186,36
283be4a2c2f3a5f4,kv,d64654809682b4546a1ad59fab12239ecd1557046fbe8af6d159d5c3107cefc1,5895630203826750,5895630204296095,186,36
6be5754c51efa979,kv,c3c9f7f5e32e2836819ad2040de5a9d26efe78b10b1cdca6d156040ceda7527e,5895630204641002,5895630205114177,186,36
d95fe57e7ddae1b4,kv,1c20f350d32b1c4cbba3631d5ab1e9b04789b7fd14f5542a70076824bfd92b1f,5895630205442874,5895630205902059,186,36
34ad2de7afbdac64,kv,d937f83eb7732536e3a1dd80590471b576b74231141f19081fc04a1f6a08530c,5895630206277525,5895630206757011,186,36
57040e05d731fe2d,kv,4fe9a0a21efe46b387d1b007d2a27c93d2a004014eaf36c005599a6fd3b89d07,5895630207105977,5895630207535673,186,36
021fb7945716dcef,kv,553cc049abdacf5327b271d60757f6e453968aaa160ef4effdd2518cdce1d2cc,5895630207867440,5895630208382855,186,36
665c50723931a525,kv,21465eae872b6eefa92e6a3eb279b151afe5bcd825d0e45249e893c89c183943,5895630208710001,5895630209181137,186,36
e23b5f2061d20f02,kv,aab3042fc7979164d82638590aef1c8d37b81dab2c76bc59098bfde68c2fe510,5895630209510184,5895630209975979,186,36
accd707e102fd653,kv,923df4271fa58b128e1f782e160c48ae5b9b66a8af3390dbb75c1ab9930c07ad,5895630210319886,5895630210769501,186,36
d4c0aea63dc02c3d,kv,5908fbc54b2978db3a93c8c9178e0099e2060b75b406dae9194fd550c5215c34,5895630211125138,5895630211616853,186,36
a673ffb39c7e42fc,kv,9be661d75e91c66bdc23d3839ecb1133b45c30ddfa84315a9557a4476db934f9,5895630211940210,5895630212407865,186,36
1bdf1e4202735104,kv,59800898c43581681f66d6aaf09d8a79ad5fd57e4044fb81d687efda29b11d5b,5895630212760011,5895630213298056,186,36
