phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,301.3343333333333
baseline,1,240,240,1.0,83.00441666666666
drain,0,387,387,1.0,225.43147286821704
drain,1,387,387,1.0,229.49033591731262
post,0,240,240,1.0,178.374375
post,1,240,240,1.0,318.8089166666666
