phase,gpu,samples,power_mean_w
baseline,0,120,229.64525
baseline,1,120,84.59066666666668
drain,0,292,156.08325342465753
drain,1,292,125.1138698630137
post,0,120,101.99283333333334
post,1,120,151.53858333333335
