bucket,bucket_start_s,bucket_end_s,gpu,node,ell,power_mean_w,samples
0,0.0,5.0,0,source,5.65625323043163,252.52999999999997,20
0,0.0,5.0,1,sink,0,84.05199999999999,20
1,5.0,10.0,0,source,5.65625323043163,246.808,20
1,5.0,10.0,1,sink,0,84.1,20
2,10.0,15.0,0,source,5.65625323043163,209.8995,20
2,10.0,15.0,1,sink,0,84.17350000000002,20
3,15.0,20.0,0,source,5.65625323043163,219.8125,20
3,15.0,20.0,1,sink,0,84.2545,20
4,20.0,25.0,0,source,5.65625323043163,208.084,20
4,20.0,25.0,1,sink,0,84.224,20
5,25.0,30.0,0,source,5.65625323043163,217.38949999999994,20
5,25.0,30.0,1,sink,0,84.34349999999999,20
6,30.0,35.0,0,source,5.65625323043163,162.39899999999997,20
6,30.0,35.0,1,sink,0,142.23000000000005,20
7,35.0,40.0,0,source,4.975841195395073,188.689,20
7,35.0,40.0,1,sink,0.6804120350365566,84.68,20
8,40.0,45.0,0,source,4.975841195395073,173.686,20
8,40.0,45.0,1,sink,0.6804120350365566,130.46250000000003,20
9,45.0,50.0,0,source,4.427485705231204,189.49750000000003,20
9,45.0,50.0,1,sink,1.228767525200426,135.0215,20
10,50.0,55.0,0,source,3.83277768338523,174.24450000000002,20
10,50.0,55.0,1,sink,1.8234755470464,88.554,20
11,55.0,60.0,0,source,3.83277768338523,178.7965,20
11,55.0,60.0,1,sink,1.8234755470464,127.26450000000003,20
12,60.0,65.0,0,source,3.08277768338523,147.487,20
12,60.0,65.0,1,sink,2.5734755470464,112.20900000000002,20
13,65.0,70.0,0,source,3.08277768338523,158.2375,20
13,65.0,70.0,1,sink,2.5734755470464,146.625,20
14,70.0,75.0,0,source,2.4320172853322806,123.01800000000003,20
14,70.0,75.0,1,sink,3.224235945099349,158.1125,20
15,75.0,80.0,0,source,2.4320172853322806,138.618,20
15,75.0,80.0,1,sink,3.224235945099349,109.63600000000001,20
16,80.0,85.0,0,source,1.9830038776983794,145.8525,20
16,80.0,85.0,1,sink,3.6732493527332504,105.94149999999999,20
17,85.0,90.0,0,source,1.9830038776983794,140.96249999999998,20
17,85.0,90.0,1,sink,3.6732493527332504,135.16900000000004,20
18,90.0,95.0,0,source,1.9830038776983794,145.34300000000002,20
18,90.0,95.0,1,sink,3.6732493527332504,146.5745,20
19,95.0,100.0,0,source,1.9830038776983794,131.7715,20
19,95.0,100.0,1,sink,3.6732493527332504,155.303,20
20,100.0,105.0,0,source,1.9830038776983794,137.4185,20
20,100.0,105.0,1,sink,3.6732493527332504,141.829,20
21,105.0,110.0,0,source,1.9830038776983794,145.654,20
21,105.0,110.0,1,sink,3.6732493527332504,134.6655,20
22,110.0,111.61044216156006,0,source,1.9830038776983794,128.98,6
22,110.0,111.61044216156006,1,sink,3.6732493527332504,144.77333333333334,6
