phase,gpu,samples,power_mean_w
baseline,0,119,235.54731092436975
baseline,1,119,83.00781512605046
drain,0,245,156.93057142857143
drain,1,245,129.12514285714283
post,0,120,120.65699999999998
post,1,120,148.19625000000002
