dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,13.670640230178833,13.670640230178833,14.715951919555664,1.0452556610107422,1.8596649169921875e-05
1,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,S,12.204469680786133,12.204469680786133,12.204566478729248,3.314018249511719e-05,7.152557373046875e-06
2,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,2.998410940170288,2.998410940170288,2.998486280441284,2.5987625122070312e-05,4.76837158203125e-06
3,codex:fdd895ad-51f8-486e-c57b-0cc8111eee93,S,11.970863342285156,11.970863342285156,11.971021890640259,7.939338684082031e-05,8.58306884765625e-06
4,codex:e6744833-786a-9c87-c539-3a40cda50680,S,12.68551516532898,12.68551516532898,12.685635328292847,2.47955322265625e-05,5.7220458984375e-06
5,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,3.2504589557647705,3.4963107109069824,5.7011308670043945,2.204735517501831,3.910064697265625e-05
6,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,3.0069777965545654,3.0069777965545654,3.9373939037323,0.9303233623504639,3.457069396972656e-05
7,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,3.4795515537261963,3.4795515537261963,3.479645013809204,3.361701965332031e-05,5.245208740234375e-06
8,codex:41e93e85-eff7-106f-9736-224049baedb2,R,2.930914878845215,3.0666615962982178,3.0667564868927,5.221366882324219e-05,5.7220458984375e-06
9,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,R,2.0816609859466553,2.0816609859466553,2.0817344188690186,2.9325485229492188e-05,5.4836273193359375e-06
10,codex:e717fd54-aecf-8710-559b-8d23833866c4,R,8.67268705368042,8.67268705368042,8.67302656173706,2.9325485229492188e-05,8.821487426757812e-06
