admission_rejected,api_request_bytes,attempt,background,background_warnings,bandwidth,capacity_violations,condition_index,deadline_met,deadline_s,destination,error,eventual_shed_w,eventual_target_met,kv_evidence_warnings,kv_response_bytes,load_warnings,median_tcp_rtt_ms,migration_s,movement_tokens,pack,policy,realized_shed_w,repeat,request_failures,requested_shed_w,retransmissions,scenario_id,session_count,status,target_met,time_to_target_s,workload
False,1051512,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,20.736773044837037,False,0,6039805920,0,,24.583290135,648131,recorded-28-seed-8,queue_haul_power_blind,20.736773044837037,2,0,44.536775367149765,0,f67e6af41e120484,28,complete,False,,agentic_tool_loop
False,2040620,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,controlled_40,[],0,False,45,"east,germany",,54.196009369810085,True,0,16684963854,0,,54.65918564,648131,recorded-28-seed-8,queue_haul_deadline_blind,48.875534456941836,2,0,44.536775367149765,0,d67f64b2fb4251de,28,complete,True,43.288118437,agentic_tool_loop
False,880836,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,germany,,24.306814417430502,False,0,6077554707,0,,25.257840354,648131,recorded-28-seed-8,isolated_fastest,24.306814417430502,2,0,44.536775367149765,0,6bb5a907e52d648b,28,complete,False,,agentic_tool_loop
True,90654,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,controlled_40,"[""kv:pool/east"", ""service:pool/germany:0""]",0,True,45,,,0.0,False,0,0,0,,3.8332e-05,648131,recorded-28-seed-8,queue_haul_stale,0.0,2,0,44.536775367149765,0,27ef443dc9c2d929,28,complete,False,,agentic_tool_loop
False,880836,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,germany,,24.306814417430502,False,0,6077554707,0,,25.226649938,648131,recorded-28-seed-8,oracle_germany_only,24.306814417430502,2,0,44.536775367149765,0,a31fe917e6d2ca41,28,complete,False,,agentic_tool_loop
False,1048420,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,49.13328620483598,True,0,6769615802,0,,25.016685882,648131,recorded-28-seed-8,queue_haul_robust,49.13328620483598,2,0,44.536775367149765,0,1e47704b7d9c3961,28,complete,True,25.015595724,agentic_tool_loop
False,666118,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,27.312108055075186,False,0,6517957222,0,,23.967859523,648131,recorded-28-seed-8,oracle_kv_only,27.312108055075186,2,0,44.536775367149765,0,ebd9c31598db50db,28,complete,False,,agentic_tool_loop
False,817933,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,39.603120089513055,False,0,4404025150,0,,14.910758641,648131,recorded-28-seed-8,greedy,39.603120089513055,2,0,44.536775367149765,0,e2b098309d8a5ab7,28,complete,False,,agentic_tool_loop
False,589414,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,30.89914916551328,False,0,0,0,,11.881997668,648131,recorded-28-seed-8,oracle_replay_only,30.89914916551328,2,0,44.536775367149765,0,8fe1450055a12bfb,28,complete,False,,agentic_tool_loop
False,427045,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,east,,22.727237539970474,False,0,0,0,,11.262996717,648131,recorded-28-seed-8,oracle_east_only,22.727237539970474,2,0,44.536775367149765,0,d170ec49636d2a80,28,complete,False,,agentic_tool_loop
False,1006219,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,49.13328620483598,True,0,6769615802,0,,21.198405775,648131,recorded-28-seed-8,queue_haul_robust,49.13328620483598,0,0,44.536775367149765,0,a6240d3770a142f3,28,complete,True,21.19729635,agentic_tool_loop
False,1140304,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,51.061090137930066,True,0,7663003761,0,,26.188231382,648131,recorded-28-seed-8,queue_haul,51.061090137930066,0,0,44.536775367149765,0,4aa67f106d2a0a79,28,complete,True,23.43226757,agentic_tool_loop
False,1075517,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,49.86375476746316,True,0,7461676897,0,,23.67718019,648131,recorded-28-seed-8,greedy,49.86375476746316,0,0,44.536775367149765,0,1147b87e8e7d4ddf,28,complete,True,23.675677859,agentic_tool_loop
False,681926,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,east,,27.312108055075186,False,0,2202012575,0,,27.151987376,648131,recorded-28-seed-8,oracle_east_only,27.312108055075186,0,0,44.536775367149765,0,a249cc244b79963e,28,complete,False,,agentic_tool_loop
False,1048420,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,49.13328620483598,True,0,6769615802,0,,24.660885069,648131,recorded-28-seed-8,queue_haul_robust,49.13328620483598,1,0,44.536775367149765,0,34c43b0d6bbee7a2,28,complete,True,24.659413089,agentic_tool_loop
False,1157497,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,51.061090137930066,True,0,7663003761,0,,26.354932303,648131,recorded-28-seed-8,queue_haul,51.061090137930066,1,0,44.536775367149765,0,91373ca8d08f1145,28,complete,True,26.353746085,agentic_tool_loop
False,1075517,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,49.86375476746316,True,0,7461676897,0,,23.632958313,648131,recorded-28-seed-8,greedy,49.86375476746316,1,0,44.536775367149765,0,c37daf2b8c8d2327,28,complete,True,23.631481869,agentic_tool_loop
False,689741,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,east,,27.312108055075186,False,0,2202012575,0,,27.509448519,648131,recorded-28-seed-8,oracle_east_only,27.312108055075186,1,0,44.536775367149765,0,dcb41b40ec44bfe7,28,complete,False,,agentic_tool_loop
False,1140304,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,51.061090137930066,True,0,7663003761,0,,26.521434791,648131,recorded-28-seed-8,queue_haul,51.061090137930066,2,0,44.536775367149765,0,d199bd27c0770dd4,28,complete,True,26.520358123,agentic_tool_loop
False,1073954,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,49.86375476746316,True,0,7461676897,0,,23.712585873,648131,recorded-28-seed-8,greedy,49.86375476746316,2,0,44.536775367149765,0,cf380bcf85ac8707,28,complete,True,23.711542702,agentic_tool_loop
False,663170,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,east,,27.312108055075186,False,0,2202012575,0,,25.67961736,648131,recorded-28-seed-8,oracle_east_only,27.312108055075186,2,0,44.536775367149765,0,c6be754cccf3f999,28,complete,False,,agentic_tool_loop
False,1046857,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,49.13328620483598,True,0,6769615802,0,,24.686436868,648131,recorded-28-seed-8,queue_haul_robust,49.13328620483598,2,0,44.536775367149765,0,2e7faa833033e14f,28,complete,True,24.685282527,agentic_tool_loop
False,778021,1,"{""east"": [0.25, 0.9], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,"east,germany",,49.13328620483598,True,0,6769615802,0,,23.320750105,648131,recorded-28-seed-8,queue_haul_robust,49.13328620483598,0,0,44.536775367149765,0,4c3b9459603d1aff,28,complete,True,23.319645354,agentic_tool_loop
False,784313,1,"{""east"": [0.25, 0.9], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,"east,germany",,49.13328620483598,True,0,6153052281,0,,24.90363866,648131,recorded-28-seed-8,queue_haul,49.13328620483598,0,0,44.536775367149765,0,5e97aec8f3212858,28,complete,True,24.902439237,agentic_tool_loop
False,601016,1,"{""east"": [0.25, 0.9], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,germany,,37.217014725624935,False,0,6115303494,0,,24.90190572,648131,recorded-28-seed-8,oracle_germany_only,37.217014725624935,0,0,44.536775367149765,0,e57e32bfbaab57be,28,complete,False,,agentic_tool_loop
False,601016,1,"{""east"": [0.25, 0.9], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,germany,,37.217014725624935,False,0,6115303494,0,,24.704044111,648131,recorded-28-seed-8,oracle_germany_only,37.217014725624935,1,0,44.536775367149765,0,78fa57105a335e41,28,complete,False,,agentic_tool_loop
False,784313,1,"{""east"": [0.25, 0.9], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,"east,germany",,49.13328620483598,True,0,6153052281,0,,24.721002945,648131,recorded-28-seed-8,queue_haul,49.13328620483598,1,0,44.536775367149765,0,2525ab6cb3d46f3e,28,complete,True,24.719938623,agentic_tool_loop
False,784273,1,"{""east"": [0.25, 0.9], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,"east,germany",,49.13328620483598,True,0,6769615802,0,,24.378828337,648131,recorded-28-seed-8,queue_haul_robust,49.13328620483598,1,0,44.536775367149765,0,11aff80db0e248a2,28,complete,True,24.377671157,agentic_tool_loop
False,787399,1,"{""east"": [0.25, 0.9], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,"east,germany",,49.13328620483598,True,0,6769615802,0,,25.201277396,648131,recorded-28-seed-8,queue_haul_robust,49.13328620483598,2,0,44.536775367149765,0,68a730fa36efa0c0,28,complete,True,25.20007908,agentic_tool_loop
False,784313,1,"{""east"": [0.25, 0.9], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,"east,germany",,49.13328620483598,True,0,6153052281,0,,24.797740059,648131,recorded-28-seed-8,queue_haul,49.13328620483598,2,0,44.536775367149765,0,98d653e185113fdb,28,complete,True,24.796226869,agentic_tool_loop
False,607268,1,"{""east"": [0.25, 0.9], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,germany,,37.217014725624935,False,0,6115303494,0,,25.591299523,648131,recorded-28-seed-8,oracle_germany_only,37.217014725624935,2,0,44.536775367149765,0,927a9be59f7d0bb1,28,complete,False,,agentic_tool_loop
False,1127720,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,51.061090137930066,True,0,10682906721,0,,24.296389129,648131,recorded-28-seed-8,queue_haul,51.061090137930066,0,0,44.536775367149765,0,b97671c213f1e2ef,28,complete,True,24.295194827,agentic_tool_loop
False,873874,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,34.745582063058805,False,0,10393499354,0,,25.556525372,648131,recorded-28-seed-8,oracle_kv_only,34.745582063058805,0,0,44.536775367149765,0,96fce1ac14634586,28,complete,False,,agentic_tool_loop
False,1003093,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,49.13328620483598,True,0,6769615802,0,,20.529691197,648131,recorded-28-seed-8,queue_haul_robust,49.13328620483598,0,0,44.536775367149765,0,9ec339acff69666b,28,complete,True,20.5281714,agentic_tool_loop
False,830110,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,34.745582063058805,False,0,10393499354,0,,21.719421357,648131,recorded-28-seed-8,oracle_kv_only,34.745582063058805,1,0,44.536775367149765,0,736775fde222ae28,28,complete,False,,agentic_tool_loop
False,998404,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,49.13328620483598,True,0,6769615802,0,,20.135167496,648131,recorded-28-seed-8,queue_haul_robust,49.13328620483598,1,0,44.536775367149765,0,2634d83253bbbcd6,28,complete,True,20.133549832,agentic_tool_loop
False,1138661,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,51.061090137930066,True,0,10682906721,0,,24.422160215,648131,recorded-28-seed-8,queue_haul,51.061090137930066,1,0,44.536775367149765,0,6f28e3f1633f9626,28,complete,True,22.39615731,agentic_tool_loop
False,1009345,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,49.13328620483598,True,0,6769615802,0,,21.3230909,648131,recorded-28-seed-8,queue_haul_robust,49.13328620483598,2,0,44.536775367149765,0,089f60f7f23063e2,28,complete,True,21.321528122,agentic_tool_loop
False,1135535,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,51.061090137930066,True,0,10682906721,0,,24.619560199,648131,recorded-28-seed-8,queue_haul,51.061090137930066,2,0,44.536775367149765,0,ba65c01c13d985b3,28,complete,True,22.769161898,agentic_tool_loop
False,858244,1,"{""east"": [0.25, 0.9], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,34.745582063058805,False,0,10393499354,0,,24.355721417,648131,recorded-28-seed-8,oracle_kv_only,34.745582063058805,2,0,44.536775367149765,0,d8368239388b2eaf,28,complete,False,,agentic_tool_loop
False,1084441,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,55.91862816438433,True,0,12230606988,0,,33.428010269,648131,recorded-28-seed-8,queue_haul,55.91862816438433,0,0,44.536775367149765,0,d18f930bcefb493d,28,complete,True,26.132259477,agentic_tool_loop
False,656911,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,germany,,41.875144668537715,False,0,7625254974,0,,23.609759612,648131,recorded-28-seed-8,oracle_germany_only,41.875144668537715,0,0,44.536775367149765,0,88839c8af30965a1,28,complete,False,,agentic_tool_loop
False,1084441,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,55.91862816438433,True,0,12230606988,0,,33.353345353,648131,recorded-28-seed-8,queue_haul_stale,55.91862816438433,0,0,44.536775367149765,0,1e7558d6fa8ae701,28,complete,True,22.194910776,agentic_tool_loop
False,763954,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,49.13328620483598,True,0,6769615802,0,,20.946323874,648131,recorded-28-seed-8,queue_haul_robust,49.13328620483598,0,0,44.536775367149765,0,8beab88e9b5f1635,28,complete,True,20.94514308,agentic_tool_loop
False,660037,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,germany,,41.875144668537715,False,0,7625254974,0,,24.146749499,648131,recorded-28-seed-8,oracle_germany_only,41.875144668537715,1,0,44.536775367149765,0,f065ac4f8253b432,28,complete,False,,agentic_tool_loop
False,762391,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,49.13328620483598,True,0,6769615802,0,,21.01225223,648131,recorded-28-seed-8,queue_haul_robust,49.13328620483598,1,0,44.536775367149765,0,eff5115b858a0f19,28,complete,True,21.01128605,agentic_tool_loop
False,1081315,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,55.91862816438433,True,0,12230606988,0,,33.032482977,648131,recorded-28-seed-8,queue_haul_stale,55.91862816438433,1,0,44.536775367149765,0,1d3b24d49cfb2a60,28,complete,True,19.649535097,agentic_tool_loop
False,1070374,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,55.91862816438433,True,0,12230606988,0,,30.938700976,648131,recorded-28-seed-8,queue_haul,55.91862816438433,1,0,44.536775367149765,0,0c1b971c81fcdc7b,28,complete,True,21.818743353,agentic_tool_loop
False,760828,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,49.13328620483598,True,0,6769615802,0,,20.19771396,648131,recorded-28-seed-8,queue_haul_robust,49.13328620483598,2,0,44.536775367149765,0,6704e5ccf2f0d085,28,complete,True,20.196350758,agentic_tool_loop
False,1071937,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,55.91862816438433,True,0,12230606988,0,,30.819520182,648131,recorded-28-seed-8,queue_haul,55.91862816438433,2,0,44.536775367149765,0,91c09041544016a9,28,complete,True,23.567032197,agentic_tool_loop
False,1100071,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,55.91862816438433,True,0,12230606988,0,,36.134747201,648131,recorded-28-seed-8,queue_haul_stale,55.91862816438433,2,0,44.536775367149765,0,c3245b138a59dd67,28,complete,True,22.959465422,agentic_tool_loop
False,656911,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,germany,,41.875144668537715,False,0,7625254974,0,,23.18798586,648131,recorded-28-seed-8,oracle_germany_only,41.875144668537715,2,0,44.536775367149765,0,679b592520fd942a,28,complete,False,,agentic_tool_loop
