dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,S,24.808918714523315,24.808918714523315,25.223664045333862,0.4146919250488281,2.1696090698242188e-05
1,codex:e6744833-786a-9c87-c539-3a40cda50680,S,23.718598127365112,23.718598127365112,24.780850887298584,1.0622000694274902,1.5974044799804688e-05
2,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,S,23.95774531364441,24.186508178710938,25.188250303268433,1.0016851425170898,2.002716064453125e-05
3,codex:e717fd54-aecf-8710-559b-8d23833866c4,S,25.607053518295288,25.607053518295288,25.60713005065918,2.0742416381835938e-05,4.291534423828125e-06
4,claude:3ab49446-c806-6a06-d8f3-51d00da9a76a,S,24.106536865234375,24.2982816696167,24.358030080795288,0.0596013069152832,1.6450881958007812e-05
5,codex:e4fa4daa-9887-f50a-b110-c9378383c7b1,S,22.80950093269348,22.80950093269348,23.154439210891724,0.34478259086608887,1.430511474609375e-05
