activity,activity_output_tokens,activity_overlapped_initial_copy,activity_s,bandwidth_mbps,catch_up_cache_hit_bytes,catch_up_cache_hit_chunks,catch_up_end_ns,catch_up_kv_throughput_mbps,catch_up_kv_wire_bytes,catch_up_network_window_s,catch_up_new_tokens,catch_up_prompt_tokens,catch_up_request_s,catch_up_response_s,catch_up_s,catch_up_start_ns,catch_up_time_to_first_response_s,catch_up_validation_s,concurrency,current_model_time_s,idle_ns,initial_end_ns,initial_kv_throughput_mbps,initial_kv_wire_bytes,initial_network_window_s,initial_request_s,initial_response_s,initial_start_ns,initial_time_to_first_response_s,initial_validation_s,job_class,match_id,measured_activity_append_tokens,measured_kv_bytes,measured_kv_chunks,measured_processed_tokens,measured_prompt_tokens,method,order,pause_start_ns,repeat,request_wait_s,requested_activity_tokens,route_switch_s,scenario_id,service_pause_s,session_id,success,switch_end_ns,switch_start_ns
none,0,False,0.0,1000.0,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,4.343857152,5803231449351768,5803231449168330,625.8296937884717,542988120,6.941033644,6.929324043,1.774102141,5803224508134686,5.155221902,0.011485993,coding,62e4a7bb0ba830e0,0,542982144,44,0,11047,kv_transfer,0,5803231449168800,0,0.000182968,0,0.000119419,m-eae87f535b935585,0.000303077,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,True,5803231449471877,5803231449352458
none,0,False,0.0,1000.0,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,5.10001152,5803237843287395,5803237843084458,797.7071534240102,637508532,6.393409203,6.381649433,1.13883899,5803231449675255,5.242810443,0.011496803,coding,62e4a7bb0ba830e0,0,637501440,51,0,12970,kv_transfer,1,5803237843084728,0,0.000202667,0,0.000142389,m-eae87f535b935585,0.000345866,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,True,5803237843430594,5803237843288205
none,0,False,0.0,1000.0,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,4.343857152,5803253583497035,5803253583314957,707.3311855637105,552741132,6.251568072,6.235568719,1.766338287,5803247331746885,4.469230432,0.015634197,coding,638863c3d2b5ba15,0,542982144,44,0,11047,kv_transfer,0,5803253583315257,2,0.000181778,0,0.000116989,m-a1541885d22a6967,0.000299437,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,True,5803253583614694,5803253583497705
none,0,False,0.0,1000.0,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,5.10001152,5803259975103510,5803259974947852,797.9876113130391,637507020,6.39114704,6.378593748,1.141534223,5803253583800812,5.237059525,0.012285655,coding,638863c3d2b5ba15,0,637501440,51,0,12970,kv_transfer,1,5803259974948112,2,0.000155398,0,0.000103549,m-a1541885d22a6967,0.000259397,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,True,5803259975207509,5803259975103960
none,0,False,0.0,1000.0,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,4.343857152,5803287257661608,5803287257484890,718.7521612987811,561305904,6.247559971,6.229932856,1.757717563,5803281009924919,4.472215293,0.017265469,coding,5abf20ce50799eca,0,542982144,44,0,11047,kv_transfer,0,5803287257485130,1,0.000176478,0,0.000125269,m-2bed4a7db19c6106,0.000302257,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,True,5803287257787387,5803287257662118
none,0,False,0.0,1000.0,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,5.10001152,5803293652238125,5803293651959328,797.6375015330408,637508532,6.393967493,6.375927352,1.13009096,5803287257991835,5.245836392,0.017754124,coding,5abf20ce50799eca,0,637501440,51,0,12970,kv_transfer,1,5803293651959638,1,0.000278487,0,0.000207197,m-2bed4a7db19c6106,0.000486654,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,True,5803293652446292,5803293652239095
none,0,False,0.0,1000.0,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,2,,5803336449866379,5803336449696501,804.3986351546246,1180495140,11.740399234,11.72153655,2.000529608,5803324709297267,9.721006942,0.018406539,coding,8bb546634182c942,0,542982144,44,0,11047,kv_transfer,0,5803336449696791,0,0.000169588,0,0.000121499,m-978f1c5ee12754ae,0.000291707,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,True,5803336449988498,5803336449866999
none,0,False,0.0,1000.0,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,2,,5803335612794985,5803335612605707,964.647309110879,1180493844,9.79005556,10.879902256,1.159334019,5803324709944440,9.720568237,0.022317256,coding,8bb546634182c942,0,637501440,51,0,12970,kv_transfer,1,5803335612605977,0,0.000189008,0,0.000151538,m-978f1c5ee12754ae,0.000341466,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,True,5803335612947443,5803335612795905
none,0,False,0.0,1000.0,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,2,,5803356826088465,5803356825990646,815.8788680500537,1180495428,11.575202881,11.555728224,1.870639059,5803345250787765,9.685089165,0.018827344,coding,9f5714e53a3c2941,0,542982144,44,0,11047,kv_transfer,0,5803356825990816,1,9.7649e-05,0,6.9069e-05,m-c9d48271ee2ade28,0.000167088,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,True,5803356826157904,5803356826088835
none,0,False,0.0,1000.0,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,2,,5803356120986297,5803356120798679,968.7716311335707,1180493844,9.748376654,10.844999087,1.160353308,5803345251623346,9.684645779,0.023703571,coding,9f5714e53a3c2941,0,637501440,51,0,12970,kv_transfer,1,5803356120798969,1,0.000187328,0,0.000166088,m-c9d48271ee2ade28,0.000353886,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,True,5803356121152855,5803356120986767
