scenario_id,match_id,condition,method,repeat,source_gpu,pre_window_power_w,post_window_power_w,pre_settle_gap_s,post_trace_after_switch_s,valid_settled_windows,requested_shed_w,predicted_shed_w,measured_shed_w
p-0ecb101be3e2f40f,6f479d3d88892d48,tiny-fixed-5000mbps-19s,isolated_fastest,14,0,,,0.114028027,2.716615433,False,156.50014682302742,156.50014682302742,
p-b1ce583cc5b7aebf,6f479d3d88892d48,tiny-fixed-5000mbps-19s,queue_haul,14,0,,,0.050621992,2.690481104,False,156.50014682302742,156.50014682302742,
p-925713c07aa3018f,710c646202a2bdb4,large-fixed-1000mbps-19s,queue_haul_deadline_blind,98,0,,,0.21331462,2.811766982,False,156.50014682302742,156.50014682302742,
p-7f346a48eb2325fd,710c646202a2bdb4,large-fixed-1000mbps-19s,queue_haul,98,0,,,0.005594033,2.764090954,False,156.50014682302742,124.8383918971974,
p-cd871301b00f2642,710c646202a2bdb4,large-fixed-1000mbps-19s,greedy,98,0,,,0.00392885,2.812151677,False,156.50014682302742,124.8383918971974,
p-6d9e9ce5043d1880,710c646202a2bdb4,large-fixed-1000mbps-19s,queue_haul_power_blind,98,0,,,0.0048427,2.793641381,False,156.50014682302742,124.8383918971974,
p-eb53bda663026f1d,710c646202a2bdb4,large-fixed-1000mbps-19s,isolated_fastest,98,0,,,0.227941027,2.800275337,False,156.50014682302742,98.31926724347665,
p-04f3cef67783afad,1e80066276481ad8,tiny-fixed-2500mbps-19s,queue_haul_deadline_blind,8,0,,,0.046625777,2.738535663,False,156.50014682302742,156.50014682302742,
p-da608441cc672685,1e80066276481ad8,tiny-fixed-2500mbps-19s,isolated_fastest,8,0,,,0.047647714,2.694188512,False,156.50014682302742,156.50014682302742,
p-355d23b680aaca85,1e80066276481ad8,tiny-fixed-2500mbps-19s,queue_haul_power_blind,8,0,,,0.041919822,2.697377404,False,156.50014682302742,156.50014682302742,
p-ca0f229d265f7478,1e80066276481ad8,tiny-fixed-2500mbps-19s,queue_haul,8,0,,,0.045388884,2.707225904,False,156.50014682302742,156.50014682302742,
p-3211d33a61a5ea04,1e80066276481ad8,tiny-fixed-2500mbps-19s,greedy,8,0,,,0.044902579,2.73253984,False,156.50014682302742,156.50014682302742,
p-d023bf7e0312e116,f94c7d457b765277,large-fixed-2500mbps-19s,greedy,103,0,,,0.005278767,2.773684818,False,156.50014682302742,156.50014682302742,
p-cb55db5fb3bb0fd5,f94c7d457b765277,large-fixed-2500mbps-19s,isolated_fastest,103,0,,,0.229228058,2.804656898,False,156.50014682302742,98.31926724347665,
p-29e413e0a3e4837f,f94c7d457b765277,large-fixed-2500mbps-19s,queue_haul,103,0,,,0.003839683,2.774279104,False,156.50014682302742,156.50014682302742,
p-d472ef3c50210fbc,f94c7d457b765277,large-fixed-2500mbps-19s,queue_haul_power_blind,103,0,,,0.004275288,2.78725688,False,156.50014682302742,156.50014682302742,
p-9c6e40c4a5d4715f,f94c7d457b765277,large-fixed-2500mbps-19s,queue_haul_deadline_blind,103,0,,,0.329768926,2.777858514,False,156.50014682302742,156.50014682302742,
p-7b67efaa923d7ee6,fafc815a23fc1ef3,mixed-fixed-2500mbps-19s,queue_haul_power_blind,79,0,,,0.126691373,2.902294209,False,156.50014682302742,156.50014682302742,
p-3cff25ea22fefc73,fafc815a23fc1ef3,mixed-fixed-2500mbps-19s,greedy,79,0,,,0.124412896,2.909904754,False,156.50014682302742,156.50014682302742,
p-198c8ecbdbe307f9,fafc815a23fc1ef3,mixed-fixed-2500mbps-19s,queue_haul_deadline_blind,79,0,,,0.120743262,2.908710963,False,156.50014682302742,156.50014682302742,
p-e534408fb9322a57,fafc815a23fc1ef3,mixed-fixed-2500mbps-19s,queue_haul,79,0,,,0.117450203,2.914724152,False,156.50014682302742,156.50014682302742,
p-7306dd3fbca79608,fafc815a23fc1ef3,mixed-fixed-2500mbps-19s,isolated_fastest,79,0,,,0.130335667,2.901847251,False,156.50014682302742,156.50014682302742,
p-1bd14de0c1aa541c,d8d52a492fae31b7,small-fixed-1000mbps-19s,queue_haul_deadline_blind,25,0,,,0.062507942,2.754421631,False,156.50014682302742,156.50014682302742,
p-a4982b896365f584,d8d52a492fae31b7,small-fixed-1000mbps-19s,isolated_fastest,25,0,,,0.064726231,2.701886763,False,156.50014682302742,156.50014682302742,
p-028e94bf3bb46bfd,d8d52a492fae31b7,small-fixed-1000mbps-19s,greedy,25,0,,,0.090523883,2.714704547,False,156.50014682302742,156.50014682302742,
p-06956c581805fc42,d8d52a492fae31b7,small-fixed-1000mbps-19s,queue_haul,25,0,,,0.066691707,2.761096163,False,156.50014682302742,156.50014682302742,
p-0b3ad5c70db85b47,d8d52a492fae31b7,small-fixed-1000mbps-19s,queue_haul_power_blind,25,0,,,0.063956964,2.760672618,False,156.50014682302742,156.50014682302742,
p-59520f711de5d00d,ddaf241b4faedf12,large-fixed-5000mbps-19s,queue_haul_power_blind,109,0,,,0.00503753,5.901921521,False,156.50014682302742,156.50014682302742,
p-9e22ce6fee0ccf75,ddaf241b4faedf12,large-fixed-5000mbps-19s,queue_haul_deadline_blind,109,0,,,0.003173408,6.496930825,False,156.50014682302742,156.50014682302742,
p-79cc62acf8d2cac0,ddaf241b4faedf12,large-fixed-5000mbps-19s,queue_haul,109,0,,,0.003740442,5.797766607,False,156.50014682302742,156.50014682302742,
p-a79eb65bb7c77119,ddaf241b4faedf12,large-fixed-5000mbps-19s,greedy,109,0,,,0.004052008,2.779513726,False,156.50014682302742,156.50014682302742,
p-23015ce47f319c1c,ddaf241b4faedf12,large-fixed-5000mbps-19s,isolated_fastest,109,0,,,0.003641403,6.499136329,False,156.50014682302742,98.31926724347665,
p-da9ff60e7181327d,8d6fffe34b15c355,tiny-fixed-1000mbps-19s,isolated_fastest,2,0,,,0.040843472,2.68706872,False,156.50014682302742,156.50014682302742,
p-69db36d17349324f,8d6fffe34b15c355,tiny-fixed-1000mbps-19s,queue_haul_deadline_blind,2,0,,,0.039333378,2.696339445,False,156.50014682302742,156.50014682302742,
p-9811279c662327aa,8d6fffe34b15c355,tiny-fixed-1000mbps-19s,queue_haul_power_blind,2,0,,,0.04196997,2.683931812,False,156.50014682302742,156.50014682302742,
p-f74c3d414e7bf592,8d6fffe34b15c355,tiny-fixed-1000mbps-19s,greedy,2,0,,,0.043198082,2.703111891,False,156.50014682302742,156.50014682302742,
p-b39181a2830b8f0e,8d6fffe34b15c355,tiny-fixed-1000mbps-19s,queue_haul,2,0,,,0.044357691,2.676012833,False,156.50014682302742,156.50014682302742,
p-6fb882fdae7449f1,d797570ee0ad6a26,tiny-fixed-10000mbps-19s,queue_haul,20,0,,,0.065430244,2.732580062,False,156.50014682302742,156.50014682302742,
p-23f1ceb8769f7d32,d797570ee0ad6a26,tiny-fixed-10000mbps-19s,greedy,20,0,,,0.064646041,2.726420775,False,156.50014682302742,156.50014682302742,
p-653cb68f84639ae8,d797570ee0ad6a26,tiny-fixed-10000mbps-19s,isolated_fastest,20,0,,,0.047347061,2.737980176,False,156.50014682302742,156.50014682302742,
p-0de9fc5e0c7fb395,d797570ee0ad6a26,tiny-fixed-10000mbps-19s,queue_haul_power_blind,20,0,,,0.062461954,2.707447521,False,156.50014682302742,156.50014682302742,
p-e9d9f8c1c1b750bb,d797570ee0ad6a26,tiny-fixed-10000mbps-19s,queue_haul_deadline_blind,20,0,,,0.056866452,2.752689172,False,156.50014682302742,156.50014682302742,
p-ddf3722b8089c2a4,a8a20fb13ef7bcc2,large-fixed-2500mbps-19s,queue_haul,104,0,,,0.005006919,2.791538363,False,156.50014682302742,156.50014682302742,
p-df6b38a524fa82c1,a8a20fb13ef7bcc2,large-fixed-2500mbps-19s,queue_haul_power_blind,104,0,,,0.005592643,2.798658721,False,156.50014682302742,156.50014682302742,
p-842e866318912c6a,a8a20fb13ef7bcc2,large-fixed-2500mbps-19s,isolated_fastest,104,0,,,0.237792812,2.796089536,False,156.50014682302742,98.31926724347665,
p-c079c66f32b56f84,a8a20fb13ef7bcc2,large-fixed-2500mbps-19s,queue_haul_deadline_blind,104,0,,,0.312327592,2.785111428,False,156.50014682302742,156.50014682302742,
p-56d20edd328adb84,a8a20fb13ef7bcc2,large-fixed-2500mbps-19s,greedy,104,0,,,0.003610133,2.764685435,False,156.50014682302742,156.50014682302742,
p-47da222e32bd971d,b4a5b2b22b3a2494,medium-fixed-10000mbps-19s,greedy,66,0,,,0.105752706,2.884343612,False,156.50014682302742,156.50014682302742,
p-4842fbf770e221ba,b4a5b2b22b3a2494,medium-fixed-10000mbps-19s,queue_haul,66,0,,,0.004754203,3.266876974,False,156.50014682302742,156.50014682302742,
p-c4663845c424def2,b4a5b2b22b3a2494,medium-fixed-10000mbps-19s,queue_haul_deadline_blind,66,0,,,0.004901831,4.000638401,False,156.50014682302742,156.50014682302742,
p-2bf2ec488a559862,b4a5b2b22b3a2494,medium-fixed-10000mbps-19s,isolated_fastest,66,0,,,0.004014439,3.313376159,False,156.50014682302742,156.50014682302742,
p-69fc31ab8a1d13ef,b4a5b2b22b3a2494,medium-fixed-10000mbps-19s,queue_haul_power_blind,66,0,,,0.003650313,3.583810147,False,156.50014682302742,156.50014682302742,
p-87d96dbf140fefc0,c6f4c7ec83e59040,large-fixed-2500mbps-19s,queue_haul_power_blind,102,0,,,0.004571472,2.823560372,False,156.50014682302742,156.50014682302742,
p-5b0adcede05b0f55,c6f4c7ec83e59040,large-fixed-2500mbps-19s,queue_haul_deadline_blind,102,0,,,0.224028209,2.832109773,False,156.50014682302742,156.50014682302742,
p-1e58c55e7801f7d5,c6f4c7ec83e59040,large-fixed-2500mbps-19s,greedy,102,0,,,0.004318974,2.766453011,False,156.50014682302742,156.50014682302742,
p-fd1ae5b9cfc5e77a,c6f4c7ec83e59040,large-fixed-2500mbps-19s,queue_haul,102,0,,,0.004887068,2.750511688,False,156.50014682302742,156.50014682302742,
p-381e17adb3adbf2c,c6f4c7ec83e59040,large-fixed-2500mbps-19s,isolated_fastest,102,0,,,0.306316203,2.791236138,False,156.50014682302742,98.31926724347665,
p-f8760d7d050102fe,be8ab85b533f031b,medium-fixed-5000mbps-19s,greedy,60,0,,,0.108827187,2.888160253,False,156.50014682302742,156.50014682302742,
p-8d4e408b41fe2064,be8ab85b533f031b,medium-fixed-5000mbps-19s,queue_haul,60,0,,,0.215628173,2.922743752,False,156.50014682302742,156.50014682302742,
p-7501bec972a9a090,be8ab85b533f031b,medium-fixed-5000mbps-19s,queue_haul_power_blind,60,0,,,0.112613918,2.92469253,False,156.50014682302742,156.50014682302742,
p-58d950532a4b62db,be8ab85b533f031b,medium-fixed-5000mbps-19s,queue_haul_deadline_blind,60,0,,,0.155269404,2.877863076,False,156.50014682302742,156.50014682302742,
p-48bef6b8839c821b,be8ab85b533f031b,medium-fixed-5000mbps-19s,isolated_fastest,60,0,,,0.194831612,2.923065925,False,156.50014682302742,156.50014682302742,
p-5e75db497ba77a07,78c13e8571c566d1,large-fixed-5000mbps-19s,queue_haul_deadline_blind,110,0,,,0.004597583,5.888768171,False,156.50014682302742,156.50014682302742,
p-d17a18b1fc882710,78c13e8571c566d1,large-fixed-5000mbps-19s,queue_haul_power_blind,110,0,,,0.004412905,5.297588053,False,156.50014682302742,156.50014682302742,
p-25d567a1dc9770db,78c13e8571c566d1,large-fixed-5000mbps-19s,queue_haul,110,0,,,0.003975804,4.862365548,False,156.50014682302742,156.50014682302742,
p-b7445c3438c0e859,78c13e8571c566d1,large-fixed-5000mbps-19s,isolated_fastest,110,0,,,0.010115296,6.276445737,False,156.50014682302742,98.31926724347665,
p-34b22e24869b3da8,78c13e8571c566d1,large-fixed-5000mbps-19s,greedy,110,0,,,0.004194257,2.778667106,False,156.50014682302742,156.50014682302742,
p-5a3dabb416bb6708,43c773ce3a5aa47a,small-fixed-5000mbps-19s,queue_haul,36,0,,,0.111696077,2.715720694,False,156.50014682302742,156.50014682302742,
p-6ea5b00527cca1e4,43c773ce3a5aa47a,small-fixed-5000mbps-19s,queue_haul_deadline_blind,36,0,,,0.105728817,2.728624553,False,156.50014682302742,156.50014682302742,
p-2cc83d58a8687eb7,43c773ce3a5aa47a,small-fixed-5000mbps-19s,isolated_fastest,36,0,,,0.108112453,2.766329409,False,156.50014682302742,156.50014682302742,
p-e6e7c4e39028bbd4,43c773ce3a5aa47a,small-fixed-5000mbps-19s,queue_haul_power_blind,36,0,,,0.087257364,2.759214221,False,156.50014682302742,156.50014682302742,
p-67b9257f5f066198,43c773ce3a5aa47a,small-fixed-5000mbps-19s,greedy,36,0,,,0.082153816,2.773984511,False,156.50014682302742,156.50014682302742,
p-edb801b653b1955a,c766c8b3e6b695e4,large-fixed-10000mbps-19s,isolated_fastest,116,0,,,0.004367095,5.798517282,False,156.50014682302742,156.50014682302742,
p-84892b48b057fabd,c766c8b3e6b695e4,large-fixed-10000mbps-19s,greedy,116,0,,,0.00503087,6.110320617,False,156.50014682302742,156.50014682302742,
p-d5fa205d38e83d73,c766c8b3e6b695e4,large-fixed-10000mbps-19s,queue_haul_deadline_blind,116,0,,,0.004721352,5.581021544,False,156.50014682302742,156.50014682302742,
p-988fe41565498edd,c766c8b3e6b695e4,large-fixed-10000mbps-19s,queue_haul_power_blind,116,0,,,0.005104365,6.667151553,False,156.50014682302742,156.50014682302742,
p-9c40d929a7f1b57f,c766c8b3e6b695e4,large-fixed-10000mbps-19s,queue_haul,116,0,,,0.004772641,6.523077046,False,156.50014682302742,156.50014682302742,
p-33540c15e0d82c6d,68dd795651c95331,tiny-fixed-2500mbps-19s,greedy,7,0,,,0.058049797,2.74851296,False,156.50014682302742,156.50014682302742,
p-02d7550df635b72f,68dd795651c95331,tiny-fixed-2500mbps-19s,isolated_fastest,7,0,,,0.062081807,2.719325288,False,156.50014682302742,156.50014682302742,
p-43e6e60189d7c3c0,68dd795651c95331,tiny-fixed-2500mbps-19s,queue_haul,7,0,,,0.059272937,2.737470887,False,156.50014682302742,156.50014682302742,
p-8b525b7e635b026b,68dd795651c95331,tiny-fixed-2500mbps-19s,queue_haul_deadline_blind,7,0,,,0.055417578,2.747875718,False,156.50014682302742,156.50014682302742,
p-e554e4a6af00aca8,68dd795651c95331,tiny-fixed-2500mbps-19s,queue_haul_power_blind,7,0,,,0.054310669,2.763634762,False,156.50014682302742,156.50014682302742,
p-90149c1ba94effe3,2b44a4b4aaf8491e,small-fixed-1000mbps-19s,queue_haul_deadline_blind,26,0,,,0.064107086,2.810087733,False,156.50014682302742,156.50014682302742,
p-6813febbc9cc350f,2b44a4b4aaf8491e,small-fixed-1000mbps-19s,queue_haul,26,0,,,0.064035147,2.790420106,False,156.50014682302742,156.50014682302742,
p-e011b13f4fdba13d,2b44a4b4aaf8491e,small-fixed-1000mbps-19s,isolated_fastest,26,0,,,0.067052106,2.717365923,False,156.50014682302742,156.50014682302742,
p-c9b25a303e43bab8,2b44a4b4aaf8491e,small-fixed-1000mbps-19s,greedy,26,0,,,0.064048776,2.765533045,False,156.50014682302742,156.50014682302742,
p-5edac567ee8f4c4f,2b44a4b4aaf8491e,small-fixed-1000mbps-19s,queue_haul_power_blind,26,0,,,0.068674241,2.762098366,False,156.50014682302742,156.50014682302742,
p-019679cdb851fe64,f82f45c5060d37d9,large-fixed-1000mbps-19s,queue_haul_deadline_blind,97,0,,,0.215727359,2.803331632,False,156.50014682302742,156.50014682302742,
p-b70fd1695591aa80,f82f45c5060d37d9,large-fixed-1000mbps-19s,greedy,97,0,,,0.003739862,2.782695535,False,156.50014682302742,124.8383918971974,
p-0661adc425f9e6b6,f82f45c5060d37d9,large-fixed-1000mbps-19s,queue_haul,97,0,,,0.003521435,2.764968524,False,156.50014682302742,124.8383918971974,
p-fd38b0f6b2b4375e,f82f45c5060d37d9,large-fixed-1000mbps-19s,queue_haul_power_blind,97,0,,,0.004380977,2.774277083,False,156.50014682302742,124.8383918971974,
p-4947bba5914246fb,f82f45c5060d37d9,large-fixed-1000mbps-19s,isolated_fastest,97,0,,,0.211292201,2.785477319,False,156.50014682302742,98.31926724347665,
p-a6b91cb9f36ef7dc,a9d5d704602fadb1,mixed-fixed-5000mbps-19s,greedy,86,0,,,0.188452012,2.956368,False,156.50014682302742,156.50014682302742,
p-c368e0e9ead57159,a9d5d704602fadb1,mixed-fixed-5000mbps-19s,queue_haul_power_blind,86,0,,,0.160693732,2.898374668,False,156.50014682302742,156.50014682302742,
p-9c419d5f8bc4582a,a9d5d704602fadb1,mixed-fixed-5000mbps-19s,queue_haul,86,0,,,0.226794966,2.730899044,False,156.50014682302742,156.50014682302742,
p-0fd1042ee7806f87,a9d5d704602fadb1,mixed-fixed-5000mbps-19s,queue_haul_deadline_blind,86,0,,,0.115559722,2.778361428,False,156.50014682302742,156.50014682302742,
p-72cf5c5af3841a66,a9d5d704602fadb1,mixed-fixed-5000mbps-19s,isolated_fastest,86,0,,,0.116671961,2.908621728,False,156.50014682302742,156.50014682302742,
p-28a96b81b2570e59,e21eb011860e7196,small-fixed-10000mbps-19s,greedy,43,0,,,0.058054171,2.770723626,False,156.50014682302742,156.50014682302742,
p-949264030da94339,e21eb011860e7196,small-fixed-10000mbps-19s,queue_haul,43,0,,,0.083575318,2.723445219,False,156.50014682302742,156.50014682302742,
p-d21d60de766b5cf0,e21eb011860e7196,small-fixed-10000mbps-19s,queue_haul_deadline_blind,43,0,,,0.100041953,2.721848106,False,156.50014682302742,156.50014682302742,
p-0a6365712d065076,e21eb011860e7196,small-fixed-10000mbps-19s,isolated_fastest,43,0,,,0.059358103,2.71580521,False,156.50014682302742,156.50014682302742,
p-a59bc73fa456b641,e21eb011860e7196,small-fixed-10000mbps-19s,queue_haul_power_blind,43,0,,,0.061571443,2.763251953,False,156.50014682302742,156.50014682302742,
p-2902ae62bad599fb,efb429fa8c5d474e,mixed-fixed-1000mbps-19s,isolated_fastest,73,0,,,0.125989069,2.918726854,False,156.50014682302742,156.50014682302742,
p-b0379d61edf6eb6a,efb429fa8c5d474e,mixed-fixed-1000mbps-19s,queue_haul_power_blind,73,0,,,0.118886151,2.928984601,False,156.50014682302742,156.50014682302742,
p-d346bb23f202a6f1,efb429fa8c5d474e,mixed-fixed-1000mbps-19s,queue_haul,73,0,,,0.102893941,2.913323232,False,156.50014682302742,156.50014682302742,
p-580ee1755ad2e2cf,efb429fa8c5d474e,mixed-fixed-1000mbps-19s,queue_haul_deadline_blind,73,0,,,0.122633962,2.942212577,False,156.50014682302742,156.50014682302742,
p-791a6fcdd877d119,efb429fa8c5d474e,mixed-fixed-1000mbps-19s,greedy,73,0,,,0.10463136,2.900720575,False,156.50014682302742,156.50014682302742,
p-948807ef88bfd528,741dfe5efd904f00,mixed-fixed-10000mbps-19s,greedy,90,0,,,0.136824115,2.91109949,False,156.50014682302742,156.50014682302742,
p-6ccf8ae3aa3776a8,741dfe5efd904f00,mixed-fixed-10000mbps-19s,isolated_fastest,90,0,,,0.004842422,4.149842,False,156.50014682302742,156.50014682302742,
p-0727b130b820f2b9,741dfe5efd904f00,mixed-fixed-10000mbps-19s,queue_haul_power_blind,90,0,,,0.00435014,3.612200764,False,156.50014682302742,156.50014682302742,
p-03362a14a81f266a,741dfe5efd904f00,mixed-fixed-10000mbps-19s,queue_haul_deadline_blind,90,0,,,0.004959265,3.74574727,False,156.50014682302742,156.50014682302742,
p-74c9837bc40a9a1e,741dfe5efd904f00,mixed-fixed-10000mbps-19s,queue_haul,90,0,,,0.003211471,4.098367537,False,156.50014682302742,156.50014682302742,
p-a8549bc9396ae2ff,246d5eb08368ec5f,tiny-fixed-10000mbps-19s,greedy,18,0,,,0.072820098,2.685139331,False,156.50014682302742,156.50014682302742,
p-b051b6cf9562490f,246d5eb08368ec5f,tiny-fixed-10000mbps-19s,queue_haul,18,0,,,0.089169066,2.682956509,False,156.50014682302742,156.50014682302742,
p-5f480d3258a82e4a,246d5eb08368ec5f,tiny-fixed-10000mbps-19s,isolated_fastest,18,0,,,0.091824612,2.724318531,False,156.50014682302742,156.50014682302742,
p-37cdd1fe42909547,246d5eb08368ec5f,tiny-fixed-10000mbps-19s,queue_haul_power_blind,18,0,,,0.088715039,2.69187893,False,156.50014682302742,156.50014682302742,
p-884f6782181ec9f3,246d5eb08368ec5f,tiny-fixed-10000mbps-19s,queue_haul_deadline_blind,18,0,,,0.050225733,2.752830237,False,156.50014682302742,156.50014682302742,
p-a966954f0ec16c65,b1428242cd718e22,tiny-fixed-5000mbps-19s,queue_haul_power_blind,13,0,,,0.053371267,2.759101661,False,156.50014682302742,156.50014682302742,
p-65d366349ec07ed8,b1428242cd718e22,tiny-fixed-5000mbps-19s,queue_haul_deadline_blind,13,0,,,0.061041735,2.695155483,False,156.50014682302742,156.50014682302742,
p-a552277d216328b5,b1428242cd718e22,tiny-fixed-5000mbps-19s,isolated_fastest,13,0,,,0.052833352,2.759559167,False,156.50014682302742,156.50014682302742,
p-aa7051b3ca444249,b1428242cd718e22,tiny-fixed-5000mbps-19s,queue_haul,13,0,,,0.056632516,2.721215998,False,156.50014682302742,156.50014682302742,
p-2590967db705874f,b1428242cd718e22,tiny-fixed-5000mbps-19s,greedy,13,0,,,0.052873361,2.771634113,False,156.50014682302742,156.50014682302742,
p-30816473502e5c8e,a9e3d3e9ed6a1d5e,small-fixed-5000mbps-19s,isolated_fastest,38,0,,,0.223006809,2.767992909,False,156.50014682302742,156.50014682302742,
p-8baaecf9958df811,a9e3d3e9ed6a1d5e,small-fixed-5000mbps-19s,queue_haul_deadline_blind,38,0,,,0.102616673,2.787303738,False,156.50014682302742,156.50014682302742,
p-4aa659850233761f,a9e3d3e9ed6a1d5e,small-fixed-5000mbps-19s,greedy,38,0,,,0.154777883,2.782032897,False,156.50014682302742,156.50014682302742,
p-0f0b03ef17f33b96,a9e3d3e9ed6a1d5e,small-fixed-5000mbps-19s,queue_haul,38,0,,,0.114896396,2.781663715,False,156.50014682302742,156.50014682302742,
p-2853e72c4bd51263,a9e3d3e9ed6a1d5e,small-fixed-5000mbps-19s,queue_haul_power_blind,38,0,,,0.162618427,2.793563621,False,156.50014682302742,156.50014682302742,
p-68f1cbaa2b09c08a,667ef7c899cbb50d,medium-fixed-5000mbps-19s,queue_haul_power_blind,61,0,,,0.212384889,2.902357815,False,156.50014682302742,156.50014682302742,
p-9066e28ae8b8fff8,667ef7c899cbb50d,medium-fixed-5000mbps-19s,isolated_fastest,61,0,,,0.266101822,2.924233408,False,156.50014682302742,156.50014682302742,
p-dec5d4231291d533,667ef7c899cbb50d,medium-fixed-5000mbps-19s,greedy,61,0,,,0.175211127,2.915544911,False,156.50014682302742,156.50014682302742,
p-d910793a47dc1e39,667ef7c899cbb50d,medium-fixed-5000mbps-19s,queue_haul_deadline_blind,61,0,,,0.168707576,2.913220505,False,156.50014682302742,156.50014682302742,
p-70eac0c2b4032e9e,667ef7c899cbb50d,medium-fixed-5000mbps-19s,queue_haul,61,0,,,0.178146141,2.915413375,False,156.50014682302742,156.50014682302742,
p-9973fbf2965e83b1,ed46e8e66b5f2100,tiny-fixed-1000mbps-19s,isolated_fastest,1,0,,,0.075899325,2.796395174,False,156.50014682302742,156.50014682302742,
p-00358d7565da152d,ed46e8e66b5f2100,tiny-fixed-1000mbps-19s,queue_haul,1,0,,,0.061121842,2.775221524,False,156.50014682302742,156.50014682302742,
p-af130587cb7976d4,ed46e8e66b5f2100,tiny-fixed-1000mbps-19s,queue_haul_power_blind,1,0,,,0.062652867,2.777626439,False,156.50014682302742,156.50014682302742,
p-65dec7616c8338da,ed46e8e66b5f2100,tiny-fixed-1000mbps-19s,greedy,1,0,,,0.054351804,2.758447638,False,156.50014682302742,156.50014682302742,
p-c90d26dcb023bb49,ed46e8e66b5f2100,tiny-fixed-1000mbps-19s,queue_haul_deadline_blind,1,0,,,0.057882958,2.752889523,False,156.50014682302742,156.50014682302742,
p-7536893974b988d4,b6c20def6626a718,small-fixed-1000mbps-19s,greedy,24,0,,,0.097840004,2.761432719,False,156.50014682302742,156.50014682302742,
p-1b9285f964f10bb2,b6c20def6626a718,small-fixed-1000mbps-19s,queue_haul,24,0,,,0.09722,2.731770371,False,156.50014682302742,156.50014682302742,
p-2557177e6f8c5776,b6c20def6626a718,small-fixed-1000mbps-19s,queue_haul_power_blind,24,0,,,0.088921252,2.740428156,False,156.50014682302742,156.50014682302742,
p-19ea6a838ba04cf0,b6c20def6626a718,small-fixed-1000mbps-19s,queue_haul_deadline_blind,24,0,,,0.089255456,2.722634899,False,156.50014682302742,156.50014682302742,
p-fc45bdd7ac310f5e,b6c20def6626a718,small-fixed-1000mbps-19s,isolated_fastest,24,0,,,0.084827335,2.747012405,False,156.50014682302742,156.50014682302742,
p-9aac62f10b18eb23,ce460c988bbf0a02,tiny-fixed-1000mbps-19s,queue_haul_power_blind,0,0,,,0.047257754,2.729840014,False,156.50014682302742,156.50014682302742,
p-ca9499b8c116aa96,ce460c988bbf0a02,tiny-fixed-1000mbps-19s,queue_haul,0,0,,,0.047856709,2.740704687,False,156.50014682302742,156.50014682302742,
p-b26a769f5336aa59,ce460c988bbf0a02,tiny-fixed-1000mbps-19s,queue_haul_deadline_blind,0,0,,,0.046660156,2.743292527,False,156.50014682302742,156.50014682302742,
p-2e6e332779c787f8,ce460c988bbf0a02,tiny-fixed-1000mbps-19s,greedy,0,0,,,0.050232762,2.672237646,False,156.50014682302742,156.50014682302742,
