commit_100_s,commit_50_s,commit_90_s,completed_migrations,condition,context_profile,deadline_s,episode,match_id,matched_control_complete,planned_migrations,policy,readiness_100_s,readiness_50_s,readiness_90_s,repeat,required_deadline_s,sample_id,scenario_id,status,token_distribution
2.540993122,2.471277359,2.540993122,8,small-fixed-10000mbps-19s,small,180.0,0,6c942039151e55f3,True,8,greedy,2.327064606,2.256635121,2.327064606,42,19.0,7094953b638284e1,p-8c051463f347487c,complete,fixed
2.41807506,2.321845762,2.41807506,8,small-fixed-10000mbps-19s,small,180.0,0,6c942039151e55f3,True,8,isolated_fastest,2.206922524,2.13825489,2.206922524,42,19.0,7094953b638284e1,p-de36a5be978f0ea6,complete,fixed
2.382163958,2.315459339,2.382163958,8,small-fixed-10000mbps-19s,small,180.0,0,6c942039151e55f3,True,8,queue_haul_deadline_blind,2.199359497,2.12244735,2.199359497,42,19.0,7094953b638284e1,p-10f89d14918ef390,complete,fixed
2.407833063,2.317177311,2.407833063,8,small-fixed-10000mbps-19s,small,180.0,0,6c942039151e55f3,True,8,queue_haul_power_blind,2.223295393,2.131591212,2.223295393,42,19.0,7094953b638284e1,p-0092c42541cf5c4f,complete,fixed
2.391793254,2.31907317,2.391793254,8,small-fixed-10000mbps-19s,small,180.0,0,6c942039151e55f3,True,8,queue_haul,2.202294127,2.135425521,2.202294127,42,19.0,7094953b638284e1,p-e2fddaf56e778250,complete,fixed
8.275374233,5.442310725,8.275374233,8,large-fixed-10000mbps-19s,large,180.0,1,7148e115bcd4269f,True,8,queue_haul,8.03851749,5.222056107,8.03851749,114,19.0,e33c7532b46acaed,p-706efe43b8fb89cc,complete,fixed
6.78043318,4.215236936,6.78043318,8,large-fixed-10000mbps-19s,large,180.0,1,7148e115bcd4269f,True,8,greedy,6.578021482,4.047132146,6.578021482,114,19.0,e33c7532b46acaed,p-e70fd6df90814d07,complete,fixed
6.843951279,4.276323468,6.843951279,8,large-fixed-10000mbps-19s,large,180.0,1,7148e115bcd4269f,True,8,queue_haul_power_blind,6.631385621,4.105124584,6.631385621,114,19.0,e33c7532b46acaed,p-2df1a0bd80c82495,complete,fixed
6.810764653,4.419014873,6.810764653,8,large-fixed-10000mbps-19s,large,180.0,1,7148e115bcd4269f,True,8,queue_haul_deadline_blind,6.585514557,4.146650438,6.585514557,114,19.0,e33c7532b46acaed,p-c76a7a5d278ea730,complete,fixed
6.821914419,4.343891121,6.821914419,8,large-fixed-10000mbps-19s,large,180.0,1,7148e115bcd4269f,True,8,isolated_fastest,6.601044215,4.08147265,6.601044215,114,19.0,e33c7532b46acaed,p-00c8b9594395ba30,complete,fixed
1.583691455,1.503942711,1.583691455,8,tiny-fixed-5000mbps-19s,tiny,180.0,2,6f479d3d88892d48,True,8,greedy,1.344652839,1.321399364,1.344652839,14,19.0,bdd7bd934af6b024,p-b19c996e0214f2ac,complete,fixed
1.418946066,1.396006703,1.418946066,8,tiny-fixed-5000mbps-19s,tiny,180.0,2,6f479d3d88892d48,True,8,queue_haul_deadline_blind,1.255239006,1.209752778,1.255239006,14,19.0,bdd7bd934af6b024,p-1565582ea27d8300,complete,fixed
1.418881406,1.395573437,1.418881406,8,tiny-fixed-5000mbps-19s,tiny,180.0,2,6f479d3d88892d48,True,8,queue_haul_power_blind,1.255817281,1.209117594,1.255817281,14,19.0,bdd7bd934af6b024,p-a65bf9a62795e9ff,complete,fixed
1.420875279,1.376979379,1.420875279,8,tiny-fixed-5000mbps-19s,tiny,180.0,2,6f479d3d88892d48,True,8,isolated_fastest,1.239457737,1.217143041,1.239457737,14,19.0,bdd7bd934af6b024,p-0ecb101be3e2f40f,complete,fixed
1.638759516,1.369394605,1.638759516,8,tiny-fixed-5000mbps-19s,tiny,180.0,2,6f479d3d88892d48,True,8,queue_haul,1.458210555,1.205733025,1.458210555,14,19.0,bdd7bd934af6b024,p-b1ce583cc5b7aebf,complete,fixed
11.984089183,11.814438181,11.984089183,8,large-fixed-1000mbps-19s,large,180.0,3,710c646202a2bdb4,True,8,queue_haul_deadline_blind,11.766399097,11.604824883,11.766399097,98,19.0,c44d256c433cbdd6,p-925713c07aa3018f,complete,fixed
10.42060815,10.273631181,10.42060815,8,large-fixed-1000mbps-19s,large,180.0,3,710c646202a2bdb4,True,8,queue_haul,10.272428523,10.094270125,10.272428523,98,19.0,c44d256c433cbdd6,p-7f346a48eb2325fd,complete,fixed
10.471384465,10.309192263,10.471384465,8,large-fixed-1000mbps-19s,large,180.0,3,710c646202a2bdb4,True,8,greedy,10.262512535,10.124372454,10.262512535,98,19.0,c44d256c433cbdd6,p-cd871301b00f2642,complete,fixed
10.51428482,10.242288484,10.51428482,8,large-fixed-1000mbps-19s,large,180.0,3,710c646202a2bdb4,True,8,queue_haul_power_blind,10.310713463,10.096920761,10.310713463,98,19.0,c44d256c433cbdd6,p-6d9e9ce5043d1880,complete,fixed
11.746945804,11.562108974,11.746945804,8,large-fixed-1000mbps-19s,large,180.0,3,710c646202a2bdb4,True,8,isolated_fastest,11.607607424,11.371288224,11.607607424,98,19.0,c44d256c433cbdd6,p-eb53bda663026f1d,complete,fixed
1.57614691,1.52993406,1.57614691,8,tiny-fixed-2500mbps-19s,tiny,180.0,4,1e80066276481ad8,True,8,queue_haul_deadline_blind,1.363618506,1.31893977,1.363618506,8,19.0,bdd7bd934af6b024,p-04f3cef67783afad,complete,fixed
