scenario_id,match_id,condition,method,repeat,source_gpu,pre_window_power_w,post_window_power_w,pre_settle_gap_s,post_trace_after_switch_s,valid_settled_windows,measurement_kind,requested_shed_w,predicted_shed_w,measured_shed_w,predicted_percent,measured_percent
p-9bf9ffdfe833d8c5,3f469502b6ce607d,large-fixed-5000mbps-19s,greedy,108,0,216.39835586069,81.44,0.004497914,2.781586764,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,134.95835586069,100.0,86.23529025394642
p-acdbc7a793294460,3f469502b6ce607d,large-fixed-5000mbps-19s,queue_haul_deadline_blind,108,0,300.17155256518,81.93219126745998,0.004094619,6.713008908,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,218.23936129772,100.0,139.44994028951817
p-5e2f562cdeae67c9,3f469502b6ce607d,large-fixed-5000mbps-19s,queue_haul,108,0,283.4439105359,82.31492213177002,0.004213336,5.466220281,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,201.12898840412998,100.0,128.51680492771007
p-4d5a6d1e6c50d5a1,3f469502b6ce607d,large-fixed-5000mbps-19s,isolated_fastest,108,0,265.2263578504,83.52494272687998,0.00498938,6.840491312,False,warmup_contaminated_immediate_pre,156.50014682302742,98.31926724347665,181.70141512352,62.82375399599942,116.10303173005362
p-3020de49e1948e88,3f469502b6ce607d,large-fixed-5000mbps-19s,queue_haul_power_blind,108,0,266.93097989848,82.34917640392001,0.004229396,5.52727162,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,184.58180349456,100.0,117.94353375481987
p-a598e201e7fc14b7,9275e97cea33aba6,mixed-fixed-5000mbps-19s,queue_haul,84,0,229.57502005352,82.21169088398001,0.17880852,2.916469303,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,147.36332916954,100.0,94.16178333441472
p-66b3b2fda4c0e6df,9275e97cea33aba6,mixed-fixed-5000mbps-19s,queue_haul_power_blind,84,0,270.60067223861,82.26618855810001,0.165771074,2.921054649,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,188.33448368051,100.0,120.34141021828006
p-cdd28746976b82f3,9275e97cea33aba6,mixed-fixed-5000mbps-19s,greedy,84,0,224.30973636304998,82.31923185416001,0.181342439,2.910740676,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,141.99050450888996,100.0,90.72867175610693
p-cb0d4aead27ae81f,9275e97cea33aba6,mixed-fixed-5000mbps-19s,isolated_fastest,84,0,228.34044142455002,82.00303962197,0.182470047,2.872898953,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,146.33740180258002,100.0,93.50623930599913
p-5ca8d33d392696fa,9275e97cea33aba6,mixed-fixed-5000mbps-19s,queue_haul_deadline_blind,84,0,274.30697620121003,82.12256024051,0.177536202,2.893073863,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,192.18441596070005,100.0,122.80142853669327
p-bba3ac3eb2f24a69,2f4a644fb30d6bb6,mixed-fixed-2500mbps-19s,queue_haul_power_blind,78,0,268.18526456435,83.36489917376001,0.129782015,2.90685955,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,184.82036539058998,100.0,118.09596932812303
p-4d26d0dfb08ea7ce,2f4a644fb30d6bb6,mixed-fixed-2500mbps-19s,queue_haul_deadline_blind,78,0,220.39026683469,83.43377902585,0.103914925,2.891397186,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,136.95648780884,100.0,87.51205068434365
p-34c1e85e25d810dc,2f4a644fb30d6bb6,mixed-fixed-2500mbps-19s,queue_haul,78,0,218.33633970947997,82.08884224287,0.108076223,2.77657254,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,136.24749746660996,100.0,87.05902213668884
p-46fcacdafe2043d7,2f4a644fb30d6bb6,mixed-fixed-2500mbps-19s,isolated_fastest,78,0,274.3015952458,81.7325435354,0.107608929,2.931307415,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,192.5690517104,100.0,123.04720194809774
p-f23792ac5e89d900,2f4a644fb30d6bb6,mixed-fixed-2500mbps-19s,greedy,78,0,215.63476066682003,82.01467440444,0.115523115,2.90367061,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,133.62008626238003,100.0,85.38016671222648
p-b65fa9617334455f,6e142327606c6cd5,tiny-fixed-5000mbps-19s,queue_haul_power_blind,12,0,116.74367521963,82.90055382730999,0.052343464,2.693862595,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,33.843121392320015,100.0,21.624977406947927
p-186dd6e9d38ae9ee,6e142327606c6cd5,tiny-fixed-5000mbps-19s,isolated_fastest,12,0,115.40279677320999,81.47237893504999,0.062577312,2.780749973,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,33.93041783816,100.0,21.68075783119168
p-a50afe71136b47cb,6e142327606c6cd5,tiny-fixed-5000mbps-19s,greedy,12,0,135.54188296564,81.77,0.050130857,2.724059053,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,53.77188296564002,100.0,34.35899841451652
p-22c4e13b07736c49,6e142327606c6cd5,tiny-fixed-5000mbps-19s,queue_haul_deadline_blind,12,0,130.985003452,81.83635884554,0.071878078,2.751610206,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,49.148644606459996,100.0,31.40485526958513
p-14d78147043775da,6e142327606c6cd5,tiny-fixed-5000mbps-19s,queue_haul,12,0,116.33935375186,81.96919468754001,0.045668821,2.724076492,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,34.37015906431999,100.0,21.961742376629367
p-fe79753d8ad678f2,4e4b7bc9b6b0ba44,mixed-fixed-2500mbps-19s,queue_haul_deadline_blind,80,0,195.35498192046,83.26132117,0.132859315,2.762414909,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,112.09366075046,100.0,71.62527513614226
p-16571637d98e804f,4e4b7bc9b6b0ba44,mixed-fixed-2500mbps-19s,queue_haul_power_blind,80,0,231.95677540924,81.89854869585,0.111417965,2.712072963,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,150.05822671339,100.0,95.88376098015932
p-17e0bc9e98bb97e8,4e4b7bc9b6b0ba44,mixed-fixed-2500mbps-19s,queue_haul,80,0,276.77640730144,81.90576308183,0.111038259,2.747619519,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,194.87064421960997,100.0,124.51786670843987
p-4976754a404221d2,4e4b7bc9b6b0ba44,mixed-fixed-2500mbps-19s,isolated_fastest,80,0,252.20795654958002,82.02802902096,0.117885229,2.729429995,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,170.17992752862,100.0,108.74106573271261
p-6a6f055bcedd7334,4e4b7bc9b6b0ba44,mixed-fixed-2500mbps-19s,greedy,80,0,232.43510361108,83.88289321348,0.110929037,2.916120298,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,148.5522103976,100.0,94.92145113805225
p-0dcfa36188dd7642,d7c106bfb82e0f2e,medium-fixed-10000mbps-19s,queue_haul,67,0,226.44351884933002,83.54696765837,0.004219244,4.182832425,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,142.89655119096003,100.0,91.30761477978002
p-d27050169cbc5f87,d7c106bfb82e0f2e,medium-fixed-10000mbps-19s,queue_haul_deadline_blind,67,0,223.22635116911005,83.39702060151998,0.004185089,3.444342952,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,139.82933056759006,100.0,89.34773123613171
p-d8c8e3abe56f5c1c,d7c106bfb82e0f2e,medium-fixed-10000mbps-19s,greedy,67,0,202.95978112062997,83.37263437784,0.185179098,2.903793062,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,119.58714674278997,100.0,76.41344060719688
p-5f69f4b1eaf3d56d,d7c106bfb82e0f2e,medium-fixed-10000mbps-19s,queue_haul_power_blind,67,0,240.99338729919998,83.5677541211,0.004700605,5.426031602,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,157.4256331781,100.0,100.59136452831518
p-bad9763003aea61f,d7c106bfb82e0f2e,medium-fixed-10000mbps-19s,isolated_fastest,67,0,267.63072037404,81.77,0.004117731,3.57128098,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,185.86072037404,100.0,118.76073227216453
p-4e74983c0f10835d,41dcc6da678e262e,medium-fixed-1000mbps-19s,queue_haul_deadline_blind,49,0,244.52567498723997,81.83069382029,0.129603601,2.904601259,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,162.69498116694996,100.0,103.95835688954833
p-b5d403f0dfaa2a2f,41dcc6da678e262e,medium-fixed-1000mbps-19s,isolated_fastest,49,0,264.3208768384,81.97319821567999,0.103738586,2.934560503,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,182.34767862272003,100.0,116.51597926545165
p-96a4c62757f30029,41dcc6da678e262e,medium-fixed-1000mbps-19s,greedy,49,0,225.74180793468003,82.04000000000002,0.1013308,2.921008087,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,143.70180793468,100.0,91.8221553473557
p-e15bd54d1488cfc2,41dcc6da678e262e,medium-fixed-1000mbps-19s,queue_haul,49,0,252.85454160769,82.87656379589,0.120243222,2.918096643,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,169.97797781180003,100.0,108.61202450117415
p-21148ac0e41441c4,41dcc6da678e262e,medium-fixed-1000mbps-19s,queue_haul_power_blind,49,0,186.59044862518002,82.2023253995,0.101777056,2.925314021,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,104.38812322568002,100.0,66.70161360533648
p-3f0ffd91bad19b70,665a6e05a478a8db,small-fixed-10000mbps-19s,isolated_fastest,44,0,181.27731128742,81.79270877354001,0.066039924,2.819109828,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,99.48460251387998,100.0,63.56837647339627
p-970628d44a5b9a8b,665a6e05a478a8db,small-fixed-10000mbps-19s,greedy,44,0,190.75726469696997,82.04,0.056235053,2.767437049,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,108.71726469696996,100.0,69.4678355924541
p-d18f3e2f7f945b96,665a6e05a478a8db,small-fixed-10000mbps-19s,queue_haul_deadline_blind,44,0,176.21671227541003,82.0129782371,0.138483653,2.802615084,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,94.20373403831003,100.0,60.19402278570188
p-1eb068dde0eb57e1,665a6e05a478a8db,small-fixed-10000mbps-19s,queue_haul_power_blind,44,0,179.13723064200997,81.91795624511,0.100383967,2.75053652,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,97.21927439689996,100.0,62.12088382692503
p-a149865699bdf54a,665a6e05a478a8db,small-fixed-10000mbps-19s,queue_haul,44,0,110.27896208878,83.21937965784001,0.123425855,2.808501095,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,27.059582430939997,100.0,17.290451785671074
p-7450f37978e9d4b3,6648016b21cb4f29,mixed-fixed-10000mbps-19s,isolated_fastest,91,0,252.25250586462,83.21066027872,0.004462645,3.26578202,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,169.04184558589998,100.0,108.0138575058686
p-558c36d82a2992e9,6648016b21cb4f29,mixed-fixed-10000mbps-19s,queue_haul,91,0,308.61835080461,83.62446726543001,0.00393616,3.929223941,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,224.99388353917996,100.0,143.7659248930969
p-d807bc3fc387c33a,6648016b21cb4f29,mixed-fixed-10000mbps-19s,queue_haul_power_blind,91,0,275.73457886174,82.962615229,0.003514585,3.894287261,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,192.77196363273998,100.0,123.1768580068677
p-4bdfd76fa1786ad2,6648016b21cb4f29,mixed-fixed-10000mbps-19s,queue_haul_deadline_blind,91,0,232.48208067462,82.97,0.003665273,3.994561823,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,149.51208067462,100.0,95.53478620291033
p-16e1bbd9390ae840,6648016b21cb4f29,mixed-fixed-10000mbps-19s,greedy,91,0,260.22549524328997,82.36162891648,0.152930534,2.936446153,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,177.86386632680995,100.0,113.6509261732137
p-5cb86a761afdce0f,e9dc3cef4910ffdc,medium-fixed-1000mbps-19s,isolated_fastest,50,0,166.94405464034,82.21353165028002,0.207737656,2.952453084,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,84.73052299005998,100.0,54.1408584656949
p-1945e033d6650a29,e9dc3cef4910ffdc,medium-fixed-1000mbps-19s,queue_haul,50,0,169.05833160822,82.53306321515001,0.161477138,2.930570657,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,86.52526839306998,100.0,55.287659564252024
p-ca885d58b10c2a0b,e9dc3cef4910ffdc,medium-fixed-1000mbps-19s,queue_haul_power_blind,50,0,121.25250291926001,82.28781485959999,0.413965938,2.945372667,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,38.96468805966002,100.0,24.89754089733976
p-a3e344c495a9f5c7,e9dc3cef4910ffdc,medium-fixed-1000mbps-19s,queue_haul_deadline_blind,50,0,120.3278757795,82.45498738919001,0.354523201,2.924857506,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,37.872888390309996,100.0,24.199905980367667
p-eb1514e0889213b7,e9dc3cef4910ffdc,medium-fixed-1000mbps-19s,greedy,50,0,120.89865524914,82.61802888341,0.324327238,2.931852021,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,38.28062636573,100.0,24.46044118349504
p-bb45da2a0ee59133,9a1348ff5b89d577,tiny-fixed-2500mbps-19s,greedy,6,0,119.05880572532001,81.73791145823,0.168240767,2.682688424,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,37.32089426709001,100.0,23.847194411448704
p-c59cd89f3021eb6d,9a1348ff5b89d577,tiny-fixed-2500mbps-19s,isolated_fastest,6,0,116.58384313084,81.97379529665,0.12481202,2.773085136,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,34.61004783419,100.0,22.1150257918464
p-7d93593c16611d2f,9a1348ff5b89d577,tiny-fixed-2500mbps-19s,queue_haul_deadline_blind,6,0,115.61392745219,82.06190472779001,0.123144365,2.753027921,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,33.55202272439999,100.0,21.43897204284485
p-949016a4d4e96069,9a1348ff5b89d577,tiny-fixed-2500mbps-19s,queue_haul_power_blind,6,0,176.50512374414998,82.15116801842,0.142408845,2.736058593,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,94.35395572572999,100.0,60.290010994319886
p-45529b6d0602a1c1,9a1348ff5b89d577,tiny-fixed-2500mbps-19s,queue_haul,6,0,116.04869174099001,82.04,0.123332184,2.744449155,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,34.00869174099,100.0,21.730773057642885
p-4786aab85d2bf691,cbe12273d4413650,large-fixed-1000mbps-19s,queue_haul,96,0,256.66150224835,82.37,0.004749985,2.791076757,False,warmup_contaminated_immediate_pre,156.50014682302742,124.8383918971974,174.29150224835,79.768865672929,111.36826756171756
p-0872df88239a49cb,cbe12273d4413650,large-fixed-1000mbps-19s,greedy,96,0,281.41886065051,82.7,0.004901353,2.818122217,False,warmup_contaminated_immediate_pre,156.50014682302742,124.8383918971974,198.71886065051,79.768865672929,126.97678863855897
p-da986959ba5107d8,cbe12273d4413650,large-fixed-1000mbps-19s,queue_haul_power_blind,96,0,263.84206050286,82.7943775982,0.003694494,2.805920056,False,warmup_contaminated_immediate_pre,156.50014682302742,124.8383918971974,181.04768290466,79.768865672929,115.68531185430214
p-aae1e02d1b422831,cbe12273d4413650,large-fixed-1000mbps-19s,queue_haul_deadline_blind,96,0,129.12087419116,82.97,0.559036923,2.775382184,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,46.15087419116,100.0,29.489348814060897
p-5f8c323d63ece0b3,cbe12273d4413650,large-fixed-1000mbps-19s,isolated_fastest,96,0,199.41860172329,83.03605094575,0.342094613,2.810028724,False,warmup_contaminated_immediate_pre,156.50014682302742,98.31926724347665,116.38255077754,62.82375399599942,74.36577737473118
p-374703c91bfd74c8,57eca39e714307b9,mixed-fixed-10000mbps-19s,queue_haul,92,0,238.94490918580004,82.7,0.003953725,4.301922965,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,156.24490918580005,100.0,99.83690901100816
p-f7b3cda69a6227cb,57eca39e714307b9,mixed-fixed-10000mbps-19s,queue_haul_deadline_blind,92,0,270.51296523605,82.61500538678,0.002967064,4.198621103,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,187.89795984926997,100.0,120.06248151431298
p-f54747a33b2acf60,57eca39e714307b9,mixed-fixed-10000mbps-19s,queue_haul_power_blind,92,0,321.01965248218,82.90470925745,0.004065594,3.723239961,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,238.11494322472998,100.0,152.14998072429523
p-039d7dc706590585,57eca39e714307b9,mixed-fixed-10000mbps-19s,isolated_fastest,92,0,247.03158857023,83.11253866407999,0.004218959,4.31207807,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,163.91904990615,100.0,104.74050870476944
p-0d1743eff307eb6c,57eca39e714307b9,mixed-fixed-10000mbps-19s,greedy,92,0,272.39272427294003,82.83466761785,0.137919361,2.753336496,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,189.55805665509,100.0,121.12324525129355
p-fc9554e668636729,7414cd37c98e2a4e,mixed-fixed-1000mbps-19s,queue_haul_deadline_blind,72,0,247.03223582088,82.45539440360001,0.12161514,2.904096602,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,164.57684141727998,100.0,105.16082237506511
p-99bb340902e03891,7414cd37c98e2a4e,mixed-fixed-1000mbps-19s,isolated_fastest,72,0,239.67695412953,82.38826066127001,0.116770823,2.736475305,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,157.28869346826,100.0,100.50386319836764
p-f8f6e92d72194a6b,7414cd37c98e2a4e,mixed-fixed-1000mbps-19s,queue_haul,72,0,287.33561474352,82.48790637819,0.134656643,2.892256489,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,204.84770836533,100.0,130.89298158740687
p-324dcead7c3a1d6d,7414cd37c98e2a4e,mixed-fixed-1000mbps-19s,greedy,72,0,238.63630115465003,82.87096106751999,0.132584652,2.922385636,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,155.76534008713003,100.0,99.53047536963123
p-e6cdefff0b9099c4,7414cd37c98e2a4e,mixed-fixed-1000mbps-19s,queue_haul_power_blind,72,0,259.22467948262005,82.70999999999998,0.126984367,2.897300388,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,176.51467948262007,100.0,112.78882676207668
p-5db01b37f190cc27,2ebe9d059e2b2b5d,medium-fixed-2500mbps-19s,isolated_fastest,54,0,249.22775357391998,82.45300852604001,0.150604694,2.937456815,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,166.77474504787997,100.0,106.56523232305413
p-c550d5742e685dd1,2ebe9d059e2b2b5d,medium-fixed-2500mbps-19s,greedy,54,0,222.51344658225,82.45819118464,0.142680089,2.705039376,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,140.05525539760998,100.0,89.49209201444803
p-758b1fdfbf6e4d3b,2ebe9d059e2b2b5d,medium-fixed-2500mbps-19s,queue_haul,54,0,258.6724175858,82.66318607573001,0.123916176,2.948629839,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,176.00923151007,100.0,112.46585711456473
p-cf4b70997d603f2f,2ebe9d059e2b2b5d,medium-fixed-2500mbps-19s,queue_haul_deadline_blind,54,0,240.40728639681,83.14989013855998,0.121460088,2.722535297,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,157.25739625825003,100.0,100.48386499987052
p-cc94b81fe10e7937,2ebe9d059e2b2b5d,medium-fixed-2500mbps-19s,queue_haul_power_blind,54,0,230.32944661934002,82.72827679373002,0.11811832,2.929759039,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,147.60116982561,100.0,94.31375805194577
p-f4ac4b16279a48b8,3363de8e64631f58,small-fixed-2500mbps-19s,queue_haul,32,0,179.52710656174,82.89577219589,0.073876335,2.812341112,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,96.63133436585,100.0,61.74520364835317
p-f3e15dbabfb35915,3363de8e64631f58,small-fixed-2500mbps-19s,isolated_fastest,32,0,211.48793409763005,82.67260567932001,0.062347844,2.7432928,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,128.81532841831003,100.0,82.31003678480648
p-87d49fe478789b38,3363de8e64631f58,small-fixed-2500mbps-19s,queue_haul_power_blind,32,0,166.60376594897997,83.10917094943999,0.075022986,2.817152816,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,83.49459499953998,100.0,53.351128861212416
p-61683e4cb1c51bb5,3363de8e64631f58,small-fixed-2500mbps-19s,greedy,32,0,128.38297499731,82.98382518547,0.100236998,2.815793578,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,45.39914981183999,100.0,29.009014198036496
p-b87db15f47db553d,3363de8e64631f58,small-fixed-2500mbps-19s,queue_haul_deadline_blind,32,0,167.90210142629002,82.63056628145002,0.09789377,2.76982509,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,85.27153514484,100.0,54.486552808967176
p-e7f95879aacc8b74,dd873aad8f313a14,tiny-fixed-10000mbps-19s,queue_haul,19,0,125.95184639282,83.77171427366,0.064225152,2.733915459,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,42.18013211916001,100.0,26.95213581291901
p-ddeab1ece1d55b37,dd873aad8f313a14,tiny-fixed-10000mbps-19s,greedy,19,0,137.90883592863,82.20000000000002,0.037698105,2.689879072,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,55.70883592862998,100.0,35.59666687829138
p-f29f093bb95286ef,dd873aad8f313a14,tiny-fixed-10000mbps-19s,queue_haul_power_blind,19,0,131.06944307934998,82.14063493776,0.044035027,2.740826926,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,48.92880814158998,100.0,31.264384816788297
p-9f81e3e99efaeb0e,dd873aad8f313a14,tiny-fixed-10000mbps-19s,queue_haul_deadline_blind,19,0,123.93709289723,81.97368642372,0.043328573,2.715039462,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,41.963406473510005,100.0,26.813653102167894
p-d3cf715f0ef374d5,dd873aad8f313a14,tiny-fixed-10000mbps-19s,isolated_fastest,19,0,121.10119766184002,82.18121836118,0.048499485,2.691805847,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,38.91997930066002,100.0,24.86897302701657
p-252031a0a426b9bf,e0daa9be315f7db5,medium-fixed-2500mbps-30s,greedy,57,0,124.29758363286,88.21673066464,0.250318626,2.912404669,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,36.08085296822,100.0,23.054836497387278
p-4c7d50ef9116db83,e0daa9be315f7db5,medium-fixed-2500mbps-30s,isolated_fastest,57,0,251.55988473023,87.16746427443,0.21910933,2.890667122,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,164.3924204558,100.0,105.04298161566408
p-875d9ad8254c3475,e0daa9be315f7db5,medium-fixed-2500mbps-30s,queue_haul_deadline_blind,57,0,224.24779883916,87.21281457756,0.26393067,2.90356432,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,137.03498426160002,100.0,87.56220811508958
p-e10941a7139e8b70,e0daa9be315f7db5,medium-fixed-2500mbps-30s,queue_haul_power_blind,57,0,246.50741554400003,87.90715807182,0.261881544,2.911225799,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,158.60025747218003,100.0,101.34192247853125
p-9cdf3380142102f3,e0daa9be315f7db5,medium-fixed-2500mbps-30s,queue_haul,57,0,171.45973281816998,88.53766920255,0.384805602,2.920241652,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,82.92206361561998,100.0,52.9852944543173
p-8d69ad3edc06e4b8,17092eba890236a4,small-fixed-10000mbps-30s,queue_haul,47,0,176.83493733925002,86.90931140529,0.154144982,2.899851908,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,89.92562593396002,100.0,57.46040994814477
p-dacf3910a4ee273c,17092eba890236a4,small-fixed-10000mbps-30s,greedy,47,0,187.3368665055,87.18665957153999,0.158255151,2.833971809,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,100.15020693396002,100.0,63.99368241309785
p-5d58c8867889d9a1,17092eba890236a4,small-fixed-10000mbps-30s,queue_haul_power_blind,47,0,203.10159933820998,87.4699458759,0.158252742,2.749980232,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,115.63165346230998,100.0,73.88597123366785
p-9b73eaac4987aa07,17092eba890236a4,small-fixed-10000mbps-30s,queue_haul_deadline_blind,47,0,177.37552457773998,87.53987029134,0.144482834,2.783455939,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,89.83565428639999,100.0,57.40292013143439
p-6db00a48186f0e0a,17092eba890236a4,small-fixed-10000mbps-30s,isolated_fastest,47,0,165.41038182340003,87.51125720937002,0.147311195,2.768143556,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,77.89912461403001,100.0,49.7757517774852
p-8f4276de97c59e2e,640a9adb735d6f3c,mixed-fixed-10000mbps-30s,greedy,95,0,187.40006538607997,87.39,0.276275179,2.951329463,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,100.01006538607997,100.0,63.90413518216872
p-0cb2ff4f9334cf44,640a9adb735d6f3c,mixed-fixed-10000mbps-30s,queue_haul_deadline_blind,95,0,329.84774673177,87.49950478506001,0.004087071,3.682402056,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,242.34824194670995,100.0,154.8549613955064
p-4388e82452f0abf5,640a9adb735d6f3c,mixed-fixed-10000mbps-30s,queue_haul_power_blind,95,0,301.13647799501996,87.58261494087002,0.004515397,3.897029786,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,213.55386305414993,100.0,136.45601450817784
p-ac8b97a47313868d,640a9adb735d6f3c,mixed-fixed-10000mbps-30s,isolated_fastest,95,0,300.10291806384004,87.78919449431999,0.004361236,4.109580434,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,212.31372356952005,100.0,135.66359385567057
p-09cfe127f6c1e59f,640a9adb735d6f3c,mixed-fixed-10000mbps-30s,queue_haul,95,0,321.05611878522,87.65240731827,0.004122952,3.350898841,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,233.40371146695003,100.0,149.13961181831112
p-928384915ba33d9e,529540c1951b0b9a,mixed-fixed-5000mbps-30s,queue_haul_deadline_blind,88,0,221.90646945967998,86.79,0.166274287,2.932654507,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,135.11646945968,100.0,86.3363212128303
p-bc6bf4c08fa3e33e,529540c1951b0b9a,mixed-fixed-5000mbps-30s,queue_haul,88,0,222.94688330296,86.75142636176001,0.122813977,2.986054647,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,136.1954569412,100.0,87.02576943599405
p-69c9c271516f900f,529540c1951b0b9a,mixed-fixed-5000mbps-30s,greedy,88,0,218.56772079478,87.65189220362998,0.121847327,2.962290598,False,warmup_contaminated_immediate_pre,156.50014682302742,156.50014682302742,130.91582859115002,100.0,83.65220816002908
