phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,296.61217573221757
baseline,1,239,239,1.0,83.20209205020919
drain,0,122,122,1.0,191.99532786885246
drain,1,122,122,1.0,291.27409836065567
post,0,239,239,1.0,197.79564853556485
post,1,239,239,1.0,321.6671129707113
