sweep,level,bandwidth_cap_gbps,prefill_available_tps,scoring_deadline_s,power_window_s,controller_delay_s,migration_budget_s,plans,target_met_rate,action,session_count,session_share
bandwidth,0,0.1,2671.1881753955604,30,5.0,0,25.0,1000,0.973,replay,7972,0.9965
bandwidth,0,0.1,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer,0,0.0
bandwidth,0,0.1,2671.1881753955604,30,5.0,0,25.0,1000,0.973,not_moved,28,0.0035
bandwidth,1,0.27619007338542506,2671.1881753955604,30,5.0,0,25.0,1000,0.973,replay,7972,0.9965
bandwidth,1,0.27619007338542506,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer,0,0.0
bandwidth,1,0.27619007338542506,2671.1881753955604,30,5.0,0,25.0,1000,0.973,not_moved,28,0.0035
bandwidth,2,0.45238014677085014,2671.1881753955604,30,5.0,0,25.0,1000,0.973,replay,7972,0.9965
bandwidth,2,0.45238014677085014,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer,0,0.0
bandwidth,2,0.45238014677085014,2671.1881753955604,30,5.0,0,25.0,1000,0.973,not_moved,28,0.0035
bandwidth,3,0.6285702201562753,2671.1881753955604,30,5.0,0,25.0,1000,0.973,replay,7972,0.9965
bandwidth,3,0.6285702201562753,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer,0,0.0
bandwidth,3,0.6285702201562753,2671.1881753955604,30,5.0,0,25.0,1000,0.973,not_moved,28,0.0035
bandwidth,4,0.8047602935417003,2671.1881753955604,30,5.0,0,25.0,1000,0.973,replay,7972,0.9965
bandwidth,4,0.8047602935417003,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer,0,0.0
bandwidth,4,0.8047602935417003,2671.1881753955604,30,5.0,0,25.0,1000,0.973,not_moved,28,0.0035
bandwidth,5,0.9809503669271255,2671.1881753955604,30,5.0,0,25.0,1000,0.973,replay,7972,0.9965
bandwidth,5,0.9809503669271255,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer,0,0.0
bandwidth,5,0.9809503669271255,2671.1881753955604,30,5.0,0,25.0,1000,0.973,not_moved,28,0.0035
bandwidth,6,1.1571404403125505,2671.1881753955604,30,5.0,0,25.0,1000,0.973,replay,7972,0.9965
bandwidth,6,1.1571404403125505,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer,0,0.0
bandwidth,6,1.1571404403125505,2671.1881753955604,30,5.0,0,25.0,1000,0.973,not_moved,28,0.0035
bandwidth,7,1.3333305136979756,2671.1881753955604,30,5.0,0,25.0,1000,0.973,replay,7972,0.9965
bandwidth,7,1.3333305136979756,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer,0,0.0
bandwidth,7,1.3333305136979756,2671.1881753955604,30,5.0,0,25.0,1000,0.973,not_moved,28,0.0035
bandwidth,8,1.5095205870834005,2671.1881753955604,30,5.0,0,25.0,1000,0.973,replay,7972,0.9965
bandwidth,8,1.5095205870834005,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer,0,0.0
bandwidth,8,1.5095205870834005,2671.1881753955604,30,5.0,0,25.0,1000,0.973,not_moved,28,0.0035
bandwidth,9,1.6857106604688257,2671.1881753955604,30,5.0,0,25.0,1000,0.973,replay,7972,0.9965
bandwidth,9,1.6857106604688257,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer,0,0.0
bandwidth,9,1.6857106604688257,2671.1881753955604,30,5.0,0,25.0,1000,0.973,not_moved,28,0.0035
bandwidth,10,1.8619007338542508,2671.1881753955604,30,5.0,0,25.0,1000,0.973,replay,7972,0.9965
bandwidth,10,1.8619007338542508,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer,0,0.0
bandwidth,10,1.8619007338542508,2671.1881753955604,30,5.0,0,25.0,1000,0.973,not_moved,28,0.0035
bandwidth,11,2.038090807239676,2671.1881753955604,30,5.0,0,25.0,1000,0.973,replay,7972,0.9965
bandwidth,11,2.038090807239676,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer,0,0.0
bandwidth,11,2.038090807239676,2671.1881753955604,30,5.0,0,25.0,1000,0.973,not_moved,28,0.0035
bandwidth,12,2.214280880625101,2671.1881753955604,30,5.0,0,25.0,1000,0.973,replay,7801,0.975125
bandwidth,12,2.214280880625101,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer,171,0.021375
bandwidth,12,2.214280880625101,2671.1881753955604,30,5.0,0,25.0,1000,0.973,not_moved,28,0.0035
