sweep,level,bandwidth_cap_gbps,prefill_available_tps,scoring_deadline_s,power_window_s,controller_delay_s,migration_budget_s,plans,target_met_rate,metric,outcome,pack_count,pack_share
bandwidth,6,1.1571404403125505,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,0,1000,1.0
bandwidth,6,1.1571404403125505,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,1,0,0.0
bandwidth,6,1.1571404403125505,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,2,0,0.0
bandwidth,6,1.1571404403125505,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,3,0,0.0
bandwidth,6,1.1571404403125505,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,4,0,0.0
bandwidth,6,1.1571404403125505,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,5,0,0.0
bandwidth,6,1.1571404403125505,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,6,0,0.0
bandwidth,6,1.1571404403125505,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,7,0,0.0
bandwidth,6,1.1571404403125505,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,8,0,0.0
bandwidth,7,1.3333305136979756,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,0,1000,1.0
bandwidth,7,1.3333305136979756,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,1,0,0.0
bandwidth,7,1.3333305136979756,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,2,0,0.0
bandwidth,7,1.3333305136979756,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,3,0,0.0
bandwidth,7,1.3333305136979756,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,4,0,0.0
bandwidth,7,1.3333305136979756,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,5,0,0.0
bandwidth,7,1.3333305136979756,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,6,0,0.0
bandwidth,7,1.3333305136979756,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,7,0,0.0
bandwidth,7,1.3333305136979756,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,8,0,0.0
bandwidth,8,1.5095205870834005,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,0,1000,1.0
bandwidth,8,1.5095205870834005,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,1,0,0.0
bandwidth,8,1.5095205870834005,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,2,0,0.0
bandwidth,8,1.5095205870834005,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,3,0,0.0
bandwidth,8,1.5095205870834005,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,4,0,0.0
bandwidth,8,1.5095205870834005,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,5,0,0.0
bandwidth,8,1.5095205870834005,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,6,0,0.0
bandwidth,8,1.5095205870834005,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,7,0,0.0
bandwidth,8,1.5095205870834005,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,8,0,0.0
bandwidth,9,1.6857106604688257,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,0,1000,1.0
bandwidth,9,1.6857106604688257,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,1,0,0.0
bandwidth,9,1.6857106604688257,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,2,0,0.0
bandwidth,9,1.6857106604688257,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,3,0,0.0
bandwidth,9,1.6857106604688257,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,4,0,0.0
bandwidth,9,1.6857106604688257,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,5,0,0.0
bandwidth,9,1.6857106604688257,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,6,0,0.0
bandwidth,9,1.6857106604688257,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,7,0,0.0
bandwidth,9,1.6857106604688257,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,8,0,0.0
bandwidth,10,1.8619007338542508,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,0,1000,1.0
bandwidth,10,1.8619007338542508,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,1,0,0.0
bandwidth,10,1.8619007338542508,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,2,0,0.0
bandwidth,10,1.8619007338542508,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,3,0,0.0
bandwidth,10,1.8619007338542508,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,4,0,0.0
bandwidth,10,1.8619007338542508,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,5,0,0.0
bandwidth,10,1.8619007338542508,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,6,0,0.0
bandwidth,10,1.8619007338542508,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,7,0,0.0
bandwidth,10,1.8619007338542508,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,8,0,0.0
bandwidth,11,2.038090807239676,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,0,1000,1.0
bandwidth,11,2.038090807239676,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,1,0,0.0
bandwidth,11,2.038090807239676,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,2,0,0.0
bandwidth,11,2.038090807239676,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,3,0,0.0
bandwidth,11,2.038090807239676,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,4,0,0.0
bandwidth,11,2.038090807239676,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,5,0,0.0
bandwidth,11,2.038090807239676,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,6,0,0.0
bandwidth,11,2.038090807239676,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,7,0,0.0
bandwidth,11,2.038090807239676,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,8,0,0.0
bandwidth,12,2.214280880625101,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,0,837,0.837
bandwidth,12,2.214280880625101,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,1,155,0.155
bandwidth,12,2.214280880625101,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,2,8,0.008
bandwidth,12,2.214280880625101,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,3,0,0.0
bandwidth,12,2.214280880625101,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,4,0,0.0
bandwidth,12,2.214280880625101,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,5,0,0.0
bandwidth,12,2.214280880625101,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,6,0,0.0
bandwidth,12,2.214280880625101,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,7,0,0.0
bandwidth,12,2.214280880625101,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,8,0,0.0
bandwidth,13,2.390470954010526,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,0,625,0.625
bandwidth,13,2.390470954010526,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,1,310,0.31
bandwidth,13,2.390470954010526,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,2,63,0.063
bandwidth,13,2.390470954010526,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,3,1,0.001
bandwidth,13,2.390470954010526,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,4,1,0.001
bandwidth,13,2.390470954010526,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,5,0,0.0
bandwidth,13,2.390470954010526,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,6,0,0.0
bandwidth,13,2.390470954010526,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,7,0,0.0
bandwidth,13,2.390470954010526,2671.1881753955604,30,5.0,0,25.0,1000,0.973,kv_transfer_count,8,0,0.0
bandwidth,14,2.566661027395951,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,0,257,0.257
bandwidth,14,2.566661027395951,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,1,394,0.394
bandwidth,14,2.566661027395951,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,2,239,0.239
bandwidth,14,2.566661027395951,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,3,95,0.095
bandwidth,14,2.566661027395951,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,4,14,0.014
bandwidth,14,2.566661027395951,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,5,1,0.001
bandwidth,14,2.566661027395951,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,6,0,0.0
bandwidth,14,2.566661027395951,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,7,0,0.0
bandwidth,14,2.566661027395951,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,8,0,0.0
bandwidth,15,2.7428511007813765,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,0,151,0.151
bandwidth,15,2.7428511007813765,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,1,318,0.318
bandwidth,15,2.7428511007813765,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,2,316,0.316
bandwidth,15,2.7428511007813765,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,3,151,0.151
bandwidth,15,2.7428511007813765,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,4,50,0.05
bandwidth,15,2.7428511007813765,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,5,14,0.014
bandwidth,15,2.7428511007813765,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,6,0,0.0
bandwidth,15,2.7428511007813765,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,7,0,0.0
bandwidth,15,2.7428511007813765,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,8,0,0.0
bandwidth,16,2.9190411741668014,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,0,78,0.078
bandwidth,16,2.9190411741668014,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,1,247,0.247
bandwidth,16,2.9190411741668014,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,2,328,0.328
bandwidth,16,2.9190411741668014,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,3,212,0.212
bandwidth,16,2.9190411741668014,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,4,93,0.093
bandwidth,16,2.9190411741668014,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,5,40,0.04
bandwidth,16,2.9190411741668014,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,6,2,0.002
bandwidth,16,2.9190411741668014,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,7,0,0.0
bandwidth,16,2.9190411741668014,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,8,0,0.0
bandwidth,17,3.0952312475522263,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,0,63,0.063
bandwidth,17,3.0952312475522263,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,1,213,0.213
bandwidth,17,3.0952312475522263,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,2,315,0.315
bandwidth,17,3.0952312475522263,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,3,238,0.238
bandwidth,17,3.0952312475522263,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,4,115,0.115
bandwidth,17,3.0952312475522263,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,5,54,0.054
bandwidth,17,3.0952312475522263,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,6,2,0.002
bandwidth,17,3.0952312475522263,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,7,0,0.0
bandwidth,17,3.0952312475522263,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,8,0,0.0
bandwidth,18,3.2714213209376513,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,0,62,0.062
bandwidth,18,3.2714213209376513,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,1,214,0.214
bandwidth,18,3.2714213209376513,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,2,312,0.312
bandwidth,18,3.2714213209376513,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,3,240,0.24
bandwidth,18,3.2714213209376513,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,4,116,0.116
bandwidth,18,3.2714213209376513,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,5,54,0.054
bandwidth,18,3.2714213209376513,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,6,2,0.002
bandwidth,18,3.2714213209376513,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,7,0,0.0
bandwidth,18,3.2714213209376513,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,8,0,0.0
bandwidth,19,3.4476113943230766,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,0,58,0.058
bandwidth,19,3.4476113943230766,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,1,214,0.214
bandwidth,19,3.4476113943230766,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,2,309,0.309
bandwidth,19,3.4476113943230766,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,3,236,0.236
bandwidth,19,3.4476113943230766,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,4,125,0.125
bandwidth,19,3.4476113943230766,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,5,56,0.056
bandwidth,19,3.4476113943230766,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,6,2,0.002
bandwidth,19,3.4476113943230766,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,7,0,0.0
bandwidth,19,3.4476113943230766,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,8,0,0.0
bandwidth,20,3.6238014677085015,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,0,58,0.058
bandwidth,20,3.6238014677085015,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,1,213,0.213
bandwidth,20,3.6238014677085015,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,2,309,0.309
bandwidth,20,3.6238014677085015,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,3,237,0.237
bandwidth,20,3.6238014677085015,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,4,123,0.123
bandwidth,20,3.6238014677085015,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,5,58,0.058
bandwidth,20,3.6238014677085015,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,6,2,0.002
bandwidth,20,3.6238014677085015,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,7,0,0.0
bandwidth,20,3.6238014677085015,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,8,0,0.0
bandwidth,21,3.7999915410939265,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,0,58,0.058
bandwidth,21,3.7999915410939265,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,1,212,0.212
bandwidth,21,3.7999915410939265,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,2,309,0.309
bandwidth,21,3.7999915410939265,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,3,238,0.238
bandwidth,21,3.7999915410939265,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,4,123,0.123
bandwidth,21,3.7999915410939265,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,5,58,0.058
bandwidth,21,3.7999915410939265,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,6,2,0.002
bandwidth,21,3.7999915410939265,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,7,0,0.0
bandwidth,21,3.7999915410939265,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,8,0,0.0
bandwidth,22,3.976181614479352,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,0,56,0.056
bandwidth,22,3.976181614479352,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,1,211,0.211
bandwidth,22,3.976181614479352,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,2,309,0.309
bandwidth,22,3.976181614479352,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,3,238,0.238
bandwidth,22,3.976181614479352,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,4,126,0.126
bandwidth,22,3.976181614479352,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,5,58,0.058
bandwidth,22,3.976181614479352,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,6,2,0.002
bandwidth,22,3.976181614479352,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,7,0,0.0
bandwidth,22,3.976181614479352,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,8,0,0.0
bandwidth,23,4.152371687864777,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,0,56,0.056
bandwidth,23,4.152371687864777,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,1,208,0.208
bandwidth,23,4.152371687864777,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,2,311,0.311
bandwidth,23,4.152371687864777,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,3,238,0.238
bandwidth,23,4.152371687864777,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,4,125,0.125
bandwidth,23,4.152371687864777,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,5,59,0.059
bandwidth,23,4.152371687864777,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,6,3,0.003
bandwidth,23,4.152371687864777,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,7,0,0.0
bandwidth,23,4.152371687864777,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,8,0,0.0
bandwidth,24,4.328561761250202,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,0,52,0.052
bandwidth,24,4.328561761250202,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,1,207,0.207
bandwidth,24,4.328561761250202,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,2,311,0.311
bandwidth,24,4.328561761250202,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,3,241,0.241
bandwidth,24,4.328561761250202,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,4,124,0.124
bandwidth,24,4.328561761250202,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,5,62,0.062
bandwidth,24,4.328561761250202,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,6,3,0.003
bandwidth,24,4.328561761250202,2671.1881753955604,30,5.0,0,25.0,1000,0.974,kv_transfer_count,7,0,0.0
