pack_id,sweep,level,bandwidth_cap_gbps,prefill_available_tps,scoring_deadline_s,power_window_s,controller_delay_s,migration_budget_s,target_met,target_w,initial_source_power_w,planned_source_power_w,planned_shed_w,power_shortfall_w,predicted_migration_makespan_s,failure,replay_count,kv_transfer_count,not_moved_count
1,bandwidth,0,0.1,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.713050855516354,,8,0,0
1,bandwidth,1,0.27619007338542506,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.713050855516354,,8,0,0
1,bandwidth,2,0.45238014677085014,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.713050855516354,,8,0,0
1,bandwidth,3,0.6285702201562753,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.713050855516354,,8,0,0
1,bandwidth,4,0.8047602935417003,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.713050855516354,,8,0,0
1,bandwidth,5,0.9809503669271255,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.713050855516354,,8,0,0
1,bandwidth,6,1.1571404403125505,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.713050855516354,,8,0,0
1,bandwidth,7,1.3333305136979756,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.713050855516354,,8,0,0
1,bandwidth,8,1.5095205870834005,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.713050855516354,,8,0,0
1,bandwidth,9,1.6857106604688257,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.713050855516354,,8,0,0
1,bandwidth,10,1.8619007338542508,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.713050855516354,,8,0,0
1,bandwidth,11,2.038090807239676,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.713050855516354,,8,0,0
1,bandwidth,12,2.214280880625101,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.713050855516354,,8,0,0
1,bandwidth,13,2.390470954010526,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.525210674131433,,7,1,0
1,bandwidth,14,2.566661027395951,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.137292091649385,,6,2,0
1,bandwidth,15,2.7428511007813765,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,23.42728282847127,,4,4,0
1,bandwidth,16,2.9190411741668014,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.155754614097862,,3,5,0
1,bandwidth,17,3.0952312475522263,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,23.8224304829659,,3,5,0
1,bandwidth,18,3.2714213209376513,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,23.801505765939797,,3,5,0
1,bandwidth,19,3.4476113943230766,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,23.780633520696664,,3,5,0
1,bandwidth,20,3.6238014677085015,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,23.759813550112668,,3,5,0
1,bandwidth,21,3.7999915410939265,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,23.739045658050156,,3,5,0
1,bandwidth,22,3.976181614479352,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,23.718329649351446,,3,5,0
1,bandwidth,23,4.152371687864777,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,23.69766532983277,,3,5,0
1,bandwidth,24,4.328561761250202,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.982558205593115,,3,5,0
1,bandwidth,25,4.504751834635627,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.961996685748446,,3,5,0
1,bandwidth,26,4.680941908021052,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.941486278315352,,3,5,0
1,bandwidth,27,4.857131981406477,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.9210267929454,,3,5,0
1,bandwidth,28,5.033322054791903,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.900618040234146,,3,5,0
1,bandwidth,29,5.209512128177328,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.8802598317153,,3,5,0
1,bandwidth,30,5.3857022015627525,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.859951979854923,,3,5,0
1,bandwidth,31,5.561892274948177,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.839694298045675,,3,5,0
1,bandwidth,32,5.738082348333602,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.819486600601103,,3,5,0
1,bandwidth,33,5.914272421719028,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.799328702749953,,3,5,0
1,bandwidth,34,6.090462495104452,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.779220420630548,,3,5,0
1,bandwidth,35,6.266652568489878,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.759161571285194,,3,5,0
1,bandwidth,36,6.442842641875303,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.73915197265464,,3,5,0
1,bandwidth,37,6.619032715260728,2671.1881753955604,30,5.0,0,25.0,True,25.64571181726329,127.42191016437073,101.77619834710744,25.64571181726329,0.0,24.71919144357255,,3,5,0
