step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,1.0,0.0,0,1
6,1.0,1.0,1.0,1,1
7,1.0,2.0,0.5,1,2
8,2.0,2.0,1.0,2,2
9,3.0,3.0,1.0,3,3
