phase,gpu,samples,power_mean_w
baseline,0,120,319.74466666666666
baseline,1,120,85.27991666666665
drain,0,1404,328.62071937321934
drain,1,1404,206.43743589743588
post,0,120,91.75933333333334
post,1,120,310.61258333333336
