dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,21.542680501937866,21.70117497444153,22.574018478393555,0.8726692199707031,2.4557113647460938e-05
1,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,S,20.245148181915283,20.245148181915283,20.245221853256226,3.24249267578125e-05,8.106231689453125e-06
2,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,6.405714273452759,6.405714273452759,6.405799388885498,4.673004150390625e-05,1.049041748046875e-05
3,codex:fdd895ad-51f8-486e-c57b-0cc8111eee93,S,19.96823740005493,19.96823740005493,19.968364477157593,5.030632019042969e-05,1.5735626220703125e-05
4,codex:e6744833-786a-9c87-c539-3a40cda50680,S,20.72264075279236,20.72264075279236,21.370973348617554,0.648141622543335,2.7894973754882812e-05
5,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,3.3229734897613525,3.5362377166748047,3.5363147258758545,2.8133392333984375e-05,5.4836273193359375e-06
6,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,4.955234050750732,4.955234050750732,6.057150602340698,1.1018664836883545,9.298324584960938e-06
7,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,3.2540645599365234,3.2540645599365234,3.2543463706970215,1.8596649169921875e-05,3.5762786865234375e-06
8,codex:41e93e85-eff7-106f-9736-224049baedb2,R,2.821258544921875,2.9557275772094727,2.9558801651000977,3.314018249511719e-05,5.4836273193359375e-06
9,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,S,20.282992362976074,20.282992362976074,20.283040285110474,1.52587890625e-05,4.5299530029296875e-06
10,codex:e717fd54-aecf-8710-559b-8d23833866c4,S,21.542585134506226,21.700979471206665,23.98698353767395,2.2859392166137695,1.2159347534179688e-05
11,codex:e4fa4daa-9887-f50a-b110-c9378383c7b1,R,1.535038948059082,1.535038948059082,1.5351157188415527,2.5033950805664062e-05,5.9604644775390625e-06
12,claude:3ab49446-c806-6a06-d8f3-51d00da9a76a,R,6.2289440631866455,6.3812572956085205,6.381335735321045,2.193450927734375e-05,1.4543533325195312e-05
13,codex:c55b5430-f5e1-56b7-a298-2db8c6581658,R,9.149944305419922,9.379246473312378,9.379284381866455,1.8835067749023438e-05,2.6226043701171875e-06
14,codex:b759a30c-c03e-8e0e-1900-3ac8dd4c0130,R,3.255286455154419,3.483168601989746,3.4833526611328125,3.4332275390625e-05,5.4836273193359375e-06
15,codex:1db326cd-3c43-ad82-b907-27bc1f12c287,R,1.6033945083618164,1.6033945083618164,2.6330926418304443,1.0296616554260254,1.1444091796875e-05
