phase,gpu,samples,power_mean_w
baseline,0,239,282.0346025104602
baseline,1,239,86.19196652719667
drain,0,201,253.00402985074626
drain,1,201,194.3421393034826
post,0,239,115.48548117154812
post,1,239,309.1539748953974
