phase,gpu,samples,power_mean_w
baseline,0,240,192.11625
baseline,1,240,82.57991666666666
drain,0,443,141.6421896162528
drain,1,443,123.15975169300226
post,0,240,102.96691666666666
post,1,240,143.4334166666667
