timestamp, uuid, power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/10 01:27:54.647, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.87 W, 0 %, 61438 MiB
2026/09/10 01:27:55.648, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.02 W, 0 %, 61438 MiB
2026/09/10 01:27:56.648, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.10 W, 0 %, 61438 MiB
2026/09/10 01:27:57.648, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.00 W, 0 %, 61438 MiB
2026/09/10 01:27:58.648, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.93 W, 0 %, 61438 MiB
2026/09/10 01:27:59.648, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.81 W, 0 %, 61438 MiB
2026/09/10 01:28:00.648, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.00 W, 0 %, 61438 MiB
2026/09/10 01:28:01.649, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.00 W, 0 %, 61438 MiB
2026/09/10 01:28:02.649, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.10 W, 0 %, 61438 MiB
2026/09/10 01:28:03.649, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.03 W, 0 %, 61438 MiB
2026/09/10 01:28:04.649, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.03 W, 0 %, 61438 MiB
2026/09/10 01:28:05.649, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.16 W, 0 %, 61438 MiB
2026/09/10 01:28:06.649, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.03 W, 0 %, 61438 MiB
2026/09/10 01:28:07.649, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.16 W, 0 %, 61438 MiB
2026/09/10 01:28:08.650, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.26 W, 0 %, 61438 MiB
2026/09/10 01:28:09.650, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.03 W, 0 %, 61438 MiB
2026/09/10 01:28:10.650, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.02 W, 0 %, 61438 MiB
2026/09/10 01:28:11.650, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.31 W, 0 %, 61438 MiB
2026/09/10 01:28:12.651, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.13 W, 0 %, 61438 MiB
2026/09/10 01:28:13.651, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.99 W, 0 %, 61438 MiB
2026/09/10 01:28:14.651, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.03 W, 0 %, 61438 MiB
2026/09/10 01:28:15.651, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.00 W, 0 %, 61438 MiB
2026/09/10 01:28:16.651, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.13 W, 0 %, 61438 MiB
2026/09/10 01:28:17.651, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.13 W, 0 %, 61438 MiB
2026/09/10 01:28:18.652, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.10 W, 0 %, 61438 MiB
2026/09/10 01:28:19.652, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.20 W, 0 %, 61438 MiB
2026/09/10 01:28:20.652, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.22 W, 0 %, 61438 MiB
2026/09/10 01:28:21.652, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.99 W, 0 %, 61438 MiB
2026/09/10 01:28:22.652, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.16 W, 0 %, 61438 MiB
2026/09/10 01:28:23.652, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.16 W, 0 %, 61438 MiB
2026/09/10 01:28:24.653, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.32 W, 0 %, 61438 MiB
2026/09/10 01:28:25.653, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.35 W, 0 %, 61438 MiB
2026/09/10 01:28:26.653, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.26 W, 0 %, 61438 MiB
2026/09/10 01:28:27.653, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.32 W, 0 %, 61438 MiB
2026/09/10 01:28:28.653, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.32 W, 0 %, 61438 MiB
2026/09/10 01:28:29.653, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.26 W, 0 %, 61438 MiB
2026/09/10 01:28:30.654, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.10 W, 0 %, 61438 MiB
2026/09/10 01:28:31.654, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.16 W, 0 %, 61438 MiB
2026/09/10 01:28:32.654, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.42 W, 0 %, 61438 MiB
2026/09/10 01:28:33.654, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.41 W, 0 %, 61438 MiB
2026/09/10 01:28:34.655, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.48 W, 0 %, 61438 MiB
2026/09/10 01:28:35.655, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.32 W, 0 %, 61438 MiB
2026/09/10 01:28:36.655, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.35 W, 0 %, 61438 MiB
2026/09/10 01:28:37.655, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.22 W, 0 %, 61438 MiB
2026/09/10 01:28:38.655, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.29 W, 0 %, 61438 MiB
2026/09/10 01:28:39.656, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.32 W, 0 %, 61438 MiB
2026/09/10 01:28:40.656, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.29 W, 0 %, 61438 MiB
2026/09/10 01:28:41.656, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.41 W, 0 %, 61438 MiB
2026/09/10 01:28:42.656, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.29 W, 0 %, 61438 MiB
2026/09/10 01:28:43.656, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.32 W, 0 %, 61438 MiB
2026/09/10 01:28:44.656, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.29 W, 0 %, 61438 MiB
2026/09/10 01:28:45.657, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.31 W, 0 %, 61438 MiB
2026/09/10 01:28:46.657, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.45 W, 0 %, 61438 MiB
2026/09/10 01:28:47.657, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.39 W, 0 %, 61438 MiB
2026/09/10 01:28:48.657, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.22 W, 0 %, 61438 MiB
2026/09/10 01:28:49.657, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.32 W, 0 %, 61438 MiB
2026/09/10 01:28:50.657, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.39 W, 0 %, 61438 MiB
2026/09/10 01:28:51.658, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.42 W, 0 %, 61438 MiB
2026/09/10 01:28:52.658, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.32 W, 0 %, 61438 MiB
2026/09/10 01:28:53.659, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.39 W, 0 %, 61438 MiB
2026/09/10 01:28:54.659, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.42 W, 0 %, 61438 MiB
2026/09/10 01:28:55.659, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.35 W, 0 %, 61438 MiB
2026/09/10 01:28:56.659, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.32 W, 0 %, 61438 MiB
2026/09/10 01:28:57.659, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.45 W, 0 %, 61438 MiB
2026/09/10 01:28:58.659, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.41 W, 0 %, 61438 MiB
2026/09/10 01:28:59.660, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.42 W, 0 %, 61438 MiB
2026/09/10 01:29:00.660, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.93 W, 0 %, 61438 MiB
2026/09/10 01:29:01.660, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.51 W, 0 %, 61438 MiB
2026/09/10 01:29:02.660, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.35 W, 0 %, 61438 MiB
2026/09/10 01:29:03.660, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.41 W, 0 %, 61438 MiB
2026/09/10 01:29:04.660, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.48 W, 0 %, 61438 MiB
2026/09/10 01:29:05.661, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.42 W, 0 %, 61438 MiB
2026/09/10 01:29:06.661, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.42 W, 0 %, 61438 MiB
2026/09/10 01:29:07.661, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.51 W, 0 %, 61438 MiB
2026/09/10 01:29:08.661, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.52 W, 0 %, 61438 MiB
2026/09/10 01:29:09.661, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.51 W, 0 %, 61438 MiB
2026/09/10 01:29:10.661, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.62 W, 0 %, 61438 MiB
2026/09/10 01:29:11.662, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.49 W, 0 %, 61438 MiB
2026/09/10 01:29:12.662, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.48 W, 0 %, 61438 MiB
2026/09/10 01:29:13.662, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.29 W, 0 %, 61438 MiB
2026/09/10 01:29:14.662, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.42 W, 0 %, 61438 MiB
2026/09/10 01:29:15.662, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.42 W, 0 %, 61438 MiB
2026/09/10 01:29:16.663, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.42 W, 0 %, 61438 MiB
2026/09/10 01:29:17.663, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.41 W, 0 %, 61438 MiB
2026/09/10 01:29:18.663, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.32 W, 0 %, 61438 MiB
2026/09/10 01:29:19.663, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.55 W, 0 %, 61438 MiB
2026/09/10 01:29:20.663, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.89 W, 0 %, 61438 MiB
2026/09/10 01:29:21.664, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.31 W, 0 %, 61438 MiB
2026/09/10 01:29:22.664, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.35 W, 0 %, 61438 MiB
2026/09/10 01:29:23.664, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.61 W, 0 %, 61438 MiB
2026/09/10 01:29:24.664, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.77 W, 0 %, 61438 MiB
2026/09/10 01:29:25.664, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.52 W, 0 %, 61438 MiB
2026/09/10 01:29:26.665, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.67 W, 0 %, 61438 MiB
2026/09/10 01:29:27.665, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.65 W, 0 %, 61438 MiB
2026/09/10 01:29:28.665, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.52 W, 0 %, 61438 MiB
2026/09/10 01:29:29.665, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.61 W, 0 %, 61438 MiB
2026/09/10 01:29:30.665, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.42 W, 0 %, 61438 MiB
2026/09/10 01:29:31.666, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.42 W, 0 %, 61438 MiB
2026/09/10 01:29:32.666, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.55 W, 0 %, 61438 MiB
2026/09/10 01:29:33.666, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.52 W, 0 %, 61438 MiB
2026/09/10 01:29:34.666, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.61 W, 0 %, 61438 MiB
2026/09/10 01:29:35.666, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.59 W, 0 %, 61438 MiB
2026/09/10 01:29:36.667, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.61 W, 0 %, 61438 MiB
2026/09/10 01:29:37.667, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.61 W, 0 %, 61438 MiB
2026/09/10 01:29:38.667, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.49 W, 0 %, 61438 MiB
2026/09/10 01:29:39.667, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.64 W, 0 %, 61438 MiB
2026/09/10 01:29:40.667, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.66 W, 0 %, 61438 MiB
2026/09/10 01:29:41.668, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.68 W, 0 %, 61438 MiB
2026/09/10 01:29:42.668, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.55 W, 0 %, 61438 MiB
2026/09/10 01:29:43.668, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.64 W, 0 %, 61438 MiB
2026/09/10 01:29:44.668, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.55 W, 0 %, 61438 MiB
2026/09/10 01:29:45.668, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.56 W, 0 %, 61438 MiB
2026/09/10 01:29:46.668, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.61 W, 0 %, 61438 MiB
2026/09/10 01:29:47.669, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.77 W, 0 %, 61438 MiB
2026/09/10 01:29:48.669, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.62 W, 0 %, 61438 MiB
2026/09/10 01:29:49.669, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.65 W, 0 %, 61438 MiB
2026/09/10 01:29:50.669, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.41 W, 0 %, 61438 MiB
2026/09/10 01:29:51.669, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.32 W, 0 %, 61438 MiB
2026/09/10 01:29:52.669, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.64 W, 0 %, 61438 MiB
2026/09/10 01:29:53.670, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.64 W, 0 %, 61438 MiB
2026/09/10 01:29:54.670, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.52 W, 0 %, 61438 MiB
2026/09/10 01:29:55.671, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.52 W, 0 %, 61438 MiB
2026/09/10 01:29:56.671, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.72 W, 0 %, 61438 MiB
2026/09/10 01:29:57.671, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.72 W, 0 %, 61438 MiB
2026/09/10 01:29:58.671, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.12 W, 0 %, 61438 MiB
2026/09/10 01:29:59.671, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.75 W, 0 %, 61438 MiB
2026/09/10 01:30:00.672, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.64 W, 0 %, 61438 MiB
2026/09/10 01:30:01.672, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 107.57 W, 0 %, 61438 MiB
2026/09/10 01:30:02.672, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.49 W, 2 %, 61438 MiB
2026/09/10 01:30:03.672, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.03 W, 0 %, 61438 MiB
2026/09/10 01:30:04.672, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 128.20 W, 5 %, 61438 MiB
2026/09/10 01:30:05.673, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 132.89 W, 19 %, 61438 MiB
2026/09/10 01:30:06.673, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.40 W, 0 %, 61438 MiB
2026/09/10 01:30:07.673, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.21 W, 0 %, 61438 MiB
2026/09/10 01:30:08.673, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.24 W, 0 %, 61438 MiB
2026/09/10 01:30:09.673, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.28 W, 0 %, 61438 MiB
2026/09/10 01:30:10.674, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.18 W, 0 %, 61438 MiB
2026/09/10 01:30:11.674, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.28 W, 0 %, 61438 MiB
2026/09/10 01:30:12.674, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.17 W, 0 %, 61438 MiB
2026/09/10 01:30:13.674, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.30 W, 0 %, 61438 MiB
2026/09/10 01:30:14.675, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.26 W, 0 %, 61438 MiB
2026/09/10 01:30:15.675, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.84 W, 0 %, 61438 MiB
2026/09/10 01:30:16.675, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.27 W, 0 %, 61438 MiB
2026/09/10 01:30:17.675, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.75 W, 0 %, 61438 MiB
2026/09/10 01:30:18.675, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.49 W, 0 %, 61438 MiB
2026/09/10 01:30:19.675, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.70 W, 0 %, 61438 MiB
2026/09/10 01:30:20.676, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.10 W, 0 %, 61438 MiB
2026/09/10 01:30:21.676, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.97 W, 0 %, 61438 MiB
2026/09/10 01:30:22.676, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.62 W, 0 %, 61438 MiB
2026/09/10 01:30:23.676, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.33 W, 0 %, 61438 MiB
2026/09/10 01:30:24.676, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.72 W, 0 %, 61438 MiB
2026/09/10 01:30:25.677, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.28 W, 0 %, 61438 MiB
2026/09/10 01:30:26.677, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.62 W, 0 %, 61438 MiB
2026/09/10 01:30:27.677, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.36 W, 0 %, 61438 MiB
2026/09/10 01:30:28.677, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.39 W, 0 %, 61438 MiB
2026/09/10 01:30:29.677, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.17 W, 0 %, 61438 MiB
2026/09/10 01:30:30.677, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.17 W, 0 %, 61438 MiB
2026/09/10 01:30:31.678, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.27 W, 0 %, 61438 MiB
2026/09/10 01:30:32.678, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.18 W, 0 %, 61438 MiB
2026/09/10 01:30:33.678, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.08 W, 0 %, 61438 MiB
2026/09/10 01:30:34.679, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.08 W, 0 %, 61438 MiB
2026/09/10 01:30:35.679, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.07 W, 0 %, 61438 MiB
2026/09/10 01:30:36.679, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.07 W, 0 %, 61438 MiB
2026/09/10 01:30:37.679, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.07 W, 0 %, 61438 MiB
2026/09/10 01:30:38.679, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.00 W, 0 %, 61438 MiB
2026/09/10 01:30:39.679, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.07 W, 0 %, 61438 MiB
2026/09/10 01:30:40.680, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.10 W, 0 %, 61438 MiB
2026/09/10 01:30:41.680, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.17 W, 0 %, 61438 MiB
2026/09/10 01:30:42.680, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.98 W, 0 %, 61438 MiB
2026/09/10 01:30:43.680, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.00 W, 0 %, 61438 MiB
2026/09/10 01:30:44.680, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.93 W, 0 %, 61438 MiB
2026/09/10 01:30:45.680, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.86 W, 0 %, 61438 MiB
2026/09/10 01:30:46.680, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.90 W, 0 %, 61438 MiB
2026/09/10 01:30:47.681, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.11 W, 0 %, 61438 MiB
2026/09/10 01:30:48.681, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.36 W, 0 %, 61438 MiB
2026/09/10 01:30:49.681, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.88 W, 0 %, 61438 MiB
2026/09/10 01:30:50.681, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.13 W, 0 %, 61438 MiB
2026/09/10 01:30:51.681, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.97 W, 0 %, 61438 MiB
2026/09/10 01:30:52.682, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.00 W, 0 %, 61438 MiB
2026/09/10 01:30:53.682, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.17 W, 0 %, 61438 MiB
2026/09/10 01:30:54.682, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.07 W, 0 %, 61438 MiB
2026/09/10 01:30:55.682, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.18 W, 0 %, 61438 MiB
2026/09/10 01:30:56.682, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.04 W, 0 %, 61438 MiB
2026/09/10 01:30:57.683, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.17 W, 0 %, 61438 MiB
2026/09/10 01:30:58.683, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.00 W, 0 %, 61438 MiB
2026/09/10 01:30:59.683, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.99 W, 0 %, 61438 MiB
2026/09/10 01:31:00.683, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.30 W, 0 %, 61438 MiB
2026/09/10 01:31:01.683, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.97 W, 0 %, 61438 MiB
2026/09/10 01:31:02.684, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.09 W, 0 %, 61438 MiB
2026/09/10 01:31:03.684, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.21 W, 0 %, 61438 MiB
2026/09/10 01:31:04.684, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.17 W, 0 %, 61438 MiB
2026/09/10 01:31:05.684, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.21 W, 0 %, 61438 MiB
2026/09/10 01:31:06.684, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.28 W, 0 %, 61438 MiB
2026/09/10 01:31:07.685, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.14 W, 0 %, 61438 MiB
2026/09/10 01:31:08.685, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.20 W, 0 %, 61438 MiB
2026/09/10 01:31:09.685, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.25 W, 0 %, 61438 MiB
2026/09/10 01:31:10.685, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.91 W, 0 %, 61438 MiB
2026/09/10 01:31:11.685, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.60 W, 0 %, 61438 MiB
2026/09/10 01:31:12.686, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.03 W, 0 %, 61438 MiB
2026/09/10 01:31:13.686, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.07 W, 0 %, 61438 MiB
2026/09/10 01:31:14.686, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.46 W, 0 %, 61438 MiB
2026/09/10 01:31:15.686, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.29 W, 0 %, 61438 MiB
2026/09/10 01:31:16.686, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.18 W, 0 %, 61438 MiB
2026/09/10 01:31:17.687, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 106.32 W, 0 %, 61438 MiB
2026/09/10 01:31:18.687, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.46 W, 0 %, 61438 MiB
2026/09/10 01:31:19.687, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.28 W, 0 %, 61438 MiB
2026/09/10 01:31:20.687, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.27 W, 0 %, 61438 MiB
2026/09/10 01:31:21.687, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.38 W, 0 %, 61438 MiB
2026/09/10 01:31:22.688, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.18 W, 0 %, 61438 MiB
2026/09/10 01:31:23.688, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.28 W, 0 %, 61438 MiB
2026/09/10 01:31:24.688, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.28 W, 0 %, 61438 MiB
2026/09/10 01:31:25.688, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.38 W, 0 %, 61438 MiB
2026/09/10 01:31:26.688, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.28 W, 0 %, 61438 MiB
2026/09/10 01:31:27.688, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.18 W, 0 %, 61438 MiB
2026/09/10 01:31:28.689, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.28 W, 0 %, 61438 MiB
2026/09/10 01:31:29.689, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.28 W, 0 %, 61438 MiB
2026/09/10 01:31:30.689, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.28 W, 0 %, 61438 MiB
2026/09/10 01:31:31.689, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.38 W, 0 %, 61438 MiB
