phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,290.79266666666666
baseline,1,240,240,1.0,82.64125
drain,0,195,195,1.0,158.27702564102563
drain,1,195,195,1.0,232.30394871794874
post,0,240,240,1.0,137.00204166666666
post,1,240,240,1.0,335.36737500000004
