phase,gpu,samples,power_mean_w
baseline,0,120,219.63683333333333
baseline,1,120,84.21966666666667
drain,0,286,155.1471678321678
drain,1,286,124.88311188811188
post,0,120,102.41008333333333
post,1,120,144.9646666666667
